RXCUI	ATC
209427	"[""N02BE01""]"
402505	"[""N03AF01""]"
477381	"[""C01EB09""]"
545835	"[""L02AE02""]"
1011081	"[""G03AA12""]"
1011748	"[""D04AB01""]"
1012244	"[""C05AA01"", ""C05AD01""]"
1012980	"[""R01BA02"", ""R06AA08""]"
1037350	"[""R05CA03"", ""R05DB05""]"
1048126	"[""A03BA01"", ""A03BA03"", ""A04AD01"", ""N05CM05"", ""R01BA02"", ""R01BA03""]"
1085998	"[""H02AB08""]"
1085921	"[""D08AJ08""]"
1654040	"[""C01EB10""]"
1659175	"[""R01BA03""]"
597977	"[""C10BX03""]"
1046967	"[""A03BA01"", ""A03BA03"", ""A04AD01"", ""N03AA02"", ""N05CM05""]"
1053768	"[""D01AA01"", ""D07XB02""]"
582929	"[""D06BB04""]"
857850	"[""R05DA20""]"
238803	"[""D08AG02"", ""D09AA09"", ""D11AC06"", ""G01AX11"", ""R02AA15"", ""S01AX18""]"
804916	"[""B05BC02""]"
831703	"[""C03BA04""]"
905464	"[""H03AA01""]"
994243	"[""A12AA04""]"
310172	"[""G03CA03""]"
1087438	"[""B03AE""]"
198245	"[""G01AG02""]"
198780	"[""A06AB04""]"
199058	"[""L04AA06""]"
1992299	"[""S01ED01""]"
200337	"[""A03AX13""]"
203948	"[""J01CA04""]"
2059045	"[""D04AA32""]"
207391	"[""J01CE01""]"
207791	"[""J01XE01""]"
995222	"[""N05BB01""]"
995634	"[""R06AE05""]"
996601	"[""R05DA20""]"
997008	"[""R05DA04"", ""R06AB04""]"
999799	"[""B03AE""]"
313472	"[""A16AX12""]"
328164	"[""A07BC04""]"
351155	"[""D02AE01""]"
806606	"[""N01BA05""]"
809280	"[""A09AA01""]"
826811	"[""A08AA01""]"
833559	"[""A01AA04""]"
996544	"[""R01BA01"", ""R05CA03"", ""R05DA04""]"
831531	"[""A02AD01""]"
846044	"[""A11GA01""]"
849506	"[""H01BA02""]"
856623	"[""N05AB04""]"
856955	"[""R05DA20""]"
857157	"[""N02BE01"", ""R05DA03""]"
829390	"[""A12CC01""]"
208351	"[""N01AF03"", ""N05CA19""]"
210229	"[""A02AD01""]"
2102472	"[""J06BA01""]"
2103397	"[""C05AA05"", ""D06AX07"", ""D07AC01"", ""D07XC01""]"
2121591	"[""B01AB01""]"
213544	"[""C05AA05"", ""D07AC01"", ""D07XC01""]"
213866	"[""J01DC03""]"
2168004	"[""R05DA09"", ""R06AB04""]"
2168404	"[""L04AA40""]"
2168531	"[""N02BE01"", ""R05DA09""]"
403794	"[""N05BA12""]"
2109620	"[""J07CA""]"
212740	"[""D08AG02"", ""D09AA09"", ""D11AC06""]"
311293	"[""S01GX02""]"
311345	"[""J01XX08""]"
312059	"[""A07AA02""]"
312085	"[""A04AA01""]"
312280	"[""A06AD14"", ""C01DA05""]"
312297	"[""N05CA01""]"
312348	"[""R01BA51""]"
312367	"[""N03AA02""]"
198481	"[""A07BC04""]"
204491	"[""C05BB04""]"
2054313	"[""G03CA03""]"
2057964	"[""N05CD08""]"
998691	"[""C07AB04""]"
313161	"[""N02CC01""]"
313794	"[""R03DA05""]"
328160	"[""L04AD01""]"
359281	"[""R06AB01""]"
359962	"[""S01XA20""]"
801109	"[""B05BB02""]"
805372	"[""D10AD01""]"
828838	"[""J01XX04""]"
834831	"[""R05CA03""]"
835701	"[""J01AA02""]"
313548	"[""D01AE04""]"
824917	"[""D10AE01""]"
848584	"[""N04BC04""]"
855322	"[""B01AA03""]"
856566	"[""A11GA01""]"
856572	"[""C07AA05""]"
857572	"[""R01BA02"", ""R05DA03"", ""R06AB01""]"
858609	"[""C08CA04""]"
207948	"[""L01AD04""]"
209341	"[""N02BE01""]"
209872	"[""N02BE01""]"
209919	"[""N02BE01""]"
210834	"[""A02AD01""]"
210007	"[""A02AD01""]"
211805	"[""A01AA01"", ""A12CD01""]"
212579	"[""C10AD02""]"
212797	"[""J04AB01""]"
213143	"[""R05CA03""]"
2178758	"[""N02BE01""]"
1090996	"[""G03AA05""]"
1091068	"[""N01BB08""]"
1091721	"[""S01KA01""]"
1099861	"[""A12AX""]"
1116758	"[""P01BA01""]"
1150834	"[""S01ED03""]"
1190179	"[""S01KA01""]"
1094128	"[""G04BX06""]"
1094107	"[""G04BX06""]"
1101457	"[""R06AA09""]"
1111741	"[""C05AD03"", ""D04AB04"", ""D08AX08""]"
1111822	"[""R01BA02""]"
1115592	"[""A11JC""]"
1115892	"[""A06AA01""]"
1143677	"[""D08AE05""]"
1145679	"[""R05DA09""]"
1151107	"[""R01BA01""]"
1234578	"[""R01AA04""]"
476350	"[""C10BA02""]"
544666	"[""D10AF06""]"
578915	"[""R01BA02"", ""R06AB01""]"
579999	"[""S01XA20""]"
616713	"[""A06AG04"", ""A06AX01""]"
859068	"[""R05CA09"", ""R05DA03""]"
859816	"[""R01BA02"", ""R05CA03"", ""R05DA03""]"
859994	"[""R05CA03"", ""R05DA03""]"
860105	"[""S01BC05""]"
860113	"[""M01AB15""]"
1012709	"[""N01BB04""]"
1043608	"[""S01GA01"", ""S01KA02""]"
1046281	"[""D01AE12""]"
1048136	"[""R02AD04""]"
1049218	"[""N02AJ17""]"
1049404	"[""D08AJ01""]"
1052707	"[""D01AE12""]"
1053631	"[""R01BA02"", ""R06AB04""]"
1085754	"[""H02AB08""]"
241621	"[""C01EB09""]"
244638	"[""D02AB""]"
248654	"[""R01BA02"", ""R05CA03""]"
253059	"[""A16AA01""]"
260494	"[""A12CB01"", ""B05XA18"", ""V03AB20""]"
260851	"[""B01AC06"", ""N02BA01""]"
282760	"[""A12AA03"", ""A12AA04""]"
1665447	"[""J01DC02""]"
1726835	"[""C05AD03"", ""D04AB04""]"
237892	"[""A09AA04""]"
1191264	"[""D10AD51""]"
860595	"[""R01BA01"", ""R05DA03""]"
1001021	"[""R01AA05""]"
1048405	"[""A03BA03""]"
1053345	"[""A06AD04""]"
105823	"[""N02BA11""]"
1086443	"[""R05DA09"", ""R06AB04""]"
239191	"[""J01CA04""]"
1191250	"[""V03AB15""]"
1192516	"[""D04AB04"", ""D08AJ08""]"
544459	"[""A06AD11""]"
547199	"[""J06BA01""]"
578124	"[""A11JC""]"
617262	"[""V01AA07""]"
860217	"[""G03AC05"", ""G03DB02"", ""L02AB01""]"
1009399	"[""G03BA03""]"
1011470	"[""A02AD01""]"
1012204	"[""D04AB01""]"
1012340	"[""D08AG03""]"
1012787	"[""R01BA02"", ""R06AA08""]"
1012903	"[""R06AA08""]"
1039147	"[""R02AD01""]"
1046835	"[""D01AE12""]"
1050805	"[""C03AA03"", ""C08CA01"", ""C09XA02""]"
237976	"[""A06AC07""]"
240375	"[""N02AX03""]"
240698	"[""A01AA01""]"
250344	"[""D01AE14""]"
253014	"[""L04AB01""]"
307831	"[""D06BA05"", ""D08AA02"", ""J01EB06""]"
1654969	"[""A01AA04""]"
1716067	"[""N02AE01""]"
1720606	"[""R03DX09""]"
1726321	"[""L01CE02""]"
212274	"[""D10AE01""]"
213120	"[""D06BX01""]"
1188443	"[""R01BA01""]"
1190635	"[""A03BA01"", ""A07DA01""]"
1192931	"[""A06AA02""]"
1234386	"[""R05DA09"", ""R06AA09""]"
581645	"[""G04BE03""]"
602910	"[""L04AX04""]"
859833	"[""N05AB02""]"
1038779	"[""N02BE01""]"
1085703	"[""H02AB08""]"
251293	"[""A03AX13""]"
261239	"[""M01AH02""]"
1659650	"[""P03AX05""]"
1737563	"[""C01BB01""]"
2186092	"[""D08AC02""]"
1739766	"[""N03AX23""]"
1740008	"[""N01AH01"", ""N02AB03""]"
1741974	"[""B05AA01""]"
1791859	"[""C01CE02""]"
1657982	"[""L04AC07""]"
310161	"[""J01FA01""]"
309035	"[""D03BA01""]"
198561	"[""A16AA01""]"
198693	"[""R02AA12""]"
2002002	"[""L01DB02""]"
201613	"[""M03BB02""]"
205290	"[""J05AG03""]"
206062	"[""J04BA01""]"
206627	"[""D11AX11""]"
206988	"[""A07EA03"", ""H02AB07""]"
207106	"[""J02AC01""]"
995692	"[""R06AE05""]"
999391	"[""D10AX01""]"
403818	"[""S01AE07""]"
829928	"[""L01XX27""]"
311409	"[""A02AD02""]"
1087169	"[""R06AE07""]"
314034	"[""N05AD01""]"
848750	"[""N05AX14""]"
849303	"[""N02AC04"", ""N02BE01""]"
849395	"[""N04BB01""]"
849833	"[""C03XA01""]"
1099870	"[""N03AG01""]"
1114838	"[""R01BA53""]"
1233871	"[""C10AA02""]"
1235243	"[""L04AD02""]"
1235249	"[""N05AE05""]"
210628	"[""N07BB01""]"
2122661	"[""L04AA40""]"
213490	"[""G03CA03""]"
213559	"[""C05AA05"", ""D07AC01"", ""D07XC01""]"
2172497	"[""R06AA09""]"
237381	"[""B05XA17""]"
486247	"[""A01AA04""]"
486912	"[""J01FA01""]"
313585	"[""N06AX16""]"
2178792	"[""C01CA24""]"
544463	"[""S01KA02""]"
597772	"[""V03AC03""]"
607020	"[""N02BF02""]"
616103	"[""V06DC01""]"
860277	"[""R05CA03"", ""R05DA03""]"
860446	"[""R01BA02"", ""R05CA03"", ""R05DA03""]"
860654	"[""S01GX10""]"
1000352	"[""G03FA12""]"
1010793	"[""C01BB01"", ""N01BB02""]"
1039657	"[""J01DH04""]"
1039900	"[""D08AX05""]"
1043348	"[""D08AJ08""]"
1046375	"[""N02BE01""]"
1049688	"[""N02AA05""]"
105562	"[""L01AA03""]"
105798	"[""N02BA06""]"
239233	"[""V03AB26""]"
241056	"[""A02AD02""]"
284379	"[""J05AE05""]"
1666111	"[""J01CA01""]"
849650	"[""D02AE01""]"
1146690	"[""N03AX09""]"
103956	"[""G04BE01""]"
262226	"[""N05AG02""]"
1658175	"[""J06BB04""]"
1666613	"[""M03BX01""]"
1731348	"[""V03AC01""]"
1735508	"[""D11AX11""]"
1737569	"[""C01BB01""]"
1737852	"[""V03AB17""]"
1740010	"[""N01AH01"", ""N02AB03""]"
1741409	"[""B02BD02""]"
1742395	"[""B05AA01""]"
1747489	"[""D01AC01""]"
1806665	"[""D10AE01""]"
1722939	"[""J01DH02""]"
108474	"[""J05AF03""]"
261288	"[""L01AX03""]"
1747187	"[""L04AX03""]"
1790383	"[""J06BB01""]"
1809670	"[""J06BA01""]"
1867716	"[""R03CC03""]"
1873991	"[""L01EF02""]"
1875600	"[""D08AC02""]"
1928545	"[""D08AC02"", ""D09AA12""]"
197430	"[""R01BA01"", ""R01BA02"", ""R06AB04""]"
1241976	"[""R01BA02"", ""R06AB04""]"
1242136	"[""V03AF09""]"
1242707	"[""R05FB02""]"
1245957	"[""A12CA01"", ""B05CB01"", ""B05XA03""]"
1248473	"[""R05DB20""]"
1293706	"[""R01BA52""]"
1294002	"[""D07BA04"", ""D04AB07""]"
1294365	"[""R01BA53""]"
1298326	"[""R05FB02""]"
1299659	"[""D01AE04""]"
1299770	"[""C01CA02"", ""R03AB02"", ""R03CB01""]"
1302195	"[""A12BA01""]"
1302755	"[""B01AC09""]"
1303845	"[""R05DB20""]"
1313116	"[""P02CC01"", ""P02CF01""]"
1356489	"[""D04AB01"", ""D08AJ01""]"
1356531	"[""P02BA01"", ""P02CC01"", ""P02CF01""]"
1357548	"[""N02BE01"", ""R01BA02"", ""R05DA09"", ""R06AB01""]"
1358759	"[""R01BA02"", ""R05DA03"", ""R06AB04""]"
1358974	"[""J01CA04""]"
1362027	"[""B01AB01""]"
1367383	"[""R01BA02"", ""R06AX12""]"
1376207	"[""A02AD01""]"
1376440	"[""H02AB08""]"
1421878	"[""A02AC01"", ""A12AA04""]"
1423814	"[""R05CA02""]"
1429887	"[""D08AJ01""]"
1429895	"[""N02BE01""]"
1430148	"[""N02BE01"", ""R01BA02"", ""R06AB04""]"
1437546	"[""D08AG03""]"
197731	"[""C03CA01""]"
197954	"[""C02LA01""]"
1442575	"[""D08AG03""]"
1534676	"[""R01BA51""]"
1541229	"[""D02AA""]"
1541609	"[""N06BA02""]"
1544183	"[""D08AG02"", ""D09AA09"", ""D11AC06""]"
1547114	"[""N05CJ01""]"
1547660	"[""R03BA09""]"
197555	"[""G03XA01""]"
1729420	"[""L01CA04""]"
1729527	"[""C03CA04""]"
1732136	"[""N02AA01""]"
1736592	"[""V03AF02""]"
1736784	"[""L01XA03""]"
1737450	"[""M05BA03""]"
1740894	"[""L01DC03""]"
1741296	"[""B05AA01""]"
1747725	"[""A01AA01"", ""A12CD01""]"
1790546	"[""L04AB02""]"
1793908	"[""L03AX14""]"
1804738	"[""B01AE03""]"
1806955	"[""A09AA01""]"
1807888	"[""A10BA02""]"
1807894	"[""A10BA02""]"
1860482	"[""L01CD02""]"
1870681	"[""J01GB03""]"
1874130	"[""H01BA02""]"
1875870	"[""N03AX14""]"
1236073	"[""N02AA08"", ""R01BA01"", ""R06AB04""]"
1236191	"[""N02AA08"", ""N02BA05"", ""N02BE01""]"
1236169	"[""N02AA08"", ""R05CA03""]"
1237072	"[""R01BA02"", ""R06AB04""]"
1248119	"[""A06AA02""]"
1293642	"[""D07BA04"", ""D04AB07""]"
1294315	"[""D08AJ01""]"
1294592	"[""D04AA32""]"
1298422	"[""R01BA02"", ""R05CA03""]"
1300210	"[""R01BA02"", ""R06AB01""]"
1313820	"[""A06AA01"", ""C05AX06""]"
1362753	"[""N05CH01""]"
1366500	"[""R06AE04""]"
1369814	"[""N02BE01""]"
1422546	"[""C05AD01""]"
1422900	"[""A12BA05""]"
1435495	"[""R02AD01""]"
197408	"[""D07AC01""]"
197463	"[""J01BA01""]"
197479	"[""G03CA06""]"
197648	"[""G02AB03""]"
197942	"[""H03BB02""]"
1442876	"[""D07AB09""]"
1491009	"[""N01BA05""]"
1491970	"[""D01AE04""]"
1535927	"[""R06AB04""]"
1544175	"[""N02BE01"", ""R05CA03"", ""R05DA09"", ""R06AA09""]"
1550963	"[""M01AE57""]"
1809502	"[""J06BA01""]"
1237062	"[""N02AB03""]"
1485599	"[""R05CA03""]"
198035	"[""C08CA05""]"
1860484	"[""L01CD02""]"
1873765	"[""A06AX07""]"
1876406	"[""D11AH05""]"
1926855	"[""N06BA04""]"
197528	"[""N03AE01""]"
197579	"[""H02AB02""]"
197787	"[""H02AB09""]"
1236060	"[""N02AA08"", ""R06AB01""]"
1244737	"[""R05CA03""]"
1248807	"[""B03XA04""]"
1251571	"[""D01AE12""]"
1251574	"[""D01AE12""]"
1299716	"[""C01CA02"", ""R03AB02"", ""R03CB01""]"
1312260	"[""N02BE01"", ""R05DA09""]"
1312465	"[""G04BA01""]"
1356848	"[""R06AB01""]"
1356906	"[""R06AB01""]"
1360044	"[""C02AC01""]"
1362950	"[""B01AB01""]"
1366815	"[""N02CC01""]"
198159	"[""N05AB04""]"
1490415	"[""R01BA53""]"
1494778	"[""N03AX11""]"
152923	"[""C10AA01""]"
1536862	"[""R05DA09"", ""R06AB04""]"
1537911	"[""D02AA""]"
1597298	"[""N02BE01""]"
1599164	"[""M02AC""]"
1648510	"[""D04AB01""]"
1650974	"[""N05AX13""]"
1246315	"[""R03AK07""]"
1305588	"[""R01BA52""]"
1430449	"[""L01EB03""]"
1439894	"[""C02KX05""]"
1600130	"[""D04AB01""]"
153303	"[""C10AA06""]"
1809583	"[""J06BA01""]"
197391	"[""M03BX01""]"
197441	"[""N03AF01""]"
197453	"[""J01DC10""]"
197529	"[""N03AE01""]"
197658	"[""G03CA03""]"
1242968	"[""A10BJ01""]"
1245951	"[""D01AE12""]"
1250565	"[""G04BD04""]"
1251192	"[""A06AD11""]"
1251589	"[""L03AB05""]"
1291231	"[""D10AB02""]"
1291692	"[""D08AG03""]"
1299018	"[""R01BA02""]"
1307415	"[""A06AX04""]"
1309349	"[""P03AX05""]"
1310487	"[""R01BA02""]"
1356091	"[""G01AD01""]"
1358452	"[""R01BA02"", ""R05CA03""]"
1358637	"[""R01BA02"", ""R05CA03""]"
1359005	"[""J01CA04""]"
1359118	"[""G03AA05""]"
1359630	"[""C01EB10""]"
1362805	"[""A12AX""]"
1364358	"[""L01EA05""]"
1366556	"[""A07EA06""]"
1367211	"[""R01BA53""]"
1370826	"[""D08AJ08""]"
141916	"[""C10AB05""]"
1426600	"[""G03AA05"", ""B03AA02""]"
1427395	"[""H03AA01""]"
198070	"[""M01CC01""]"
151227	"[""N03AX11""]"
1535449	"[""R05DA09""]"
1541226	"[""L04AX03""]"
1544918	"[""A10BJ01""]"
1598050	"[""J01GB06""]"
1601373	"[""A06AH03""]"
1602570	"[""N02BE01""]"
1648180	"[""N06BA04""]"
1652104	"[""C05AD01""]"
1549372	"[""R01AA07""]"
1648584	"[""N02BE01""]"
1248833	"[""B03XA04""]"
1593833	"[""A10BD15""]"
1594334	"[""G03GA05""]"
1596816	"[""R01BA02"", ""R06AB01""]"
1598658	"[""G03AC03""]"
1650439	"[""D01AE12""]"
1292459	"[""J07BK01""]"
1360041	"[""G03BA03""]"
1596413	"[""D03AX05""]"
1651599	"[""D11AC""]"
1251745	"[""N05CA03""]"
1599948	"[""G03BA03""]"
1001433	"[""L01CD04""]"
1007909	"[""N02AX51""]"
1010598	"[""A06AH04"", ""V03AB15""]"
10114	"[""L01AD04""]"
1013857	"[""N02BE01""]"
102313	"[""C07AB02""]"
102846	"[""A10BB04""]"
102848	"[""A10BC01""]"
103	"[""L01BB02""]"
10355	"[""N05CD07""]"
10362	"[""L01CB02""]"
1037041	"[""B01AE07""]"
1037042	"[""B01AE07""]"
1037045	"[""B01AE07""]"
1037046	"[""B01AE07""]"
1037179	"[""B01AE07""]"
1038776	"[""N02BE01""]"
104122	"[""A07EC01""]"
104123	"[""A07EC03""]"
1041527	"[""N02BE01""]"
104220	"[""C03CA01""]"
104222	"[""C03CA02""]"
104223	"[""C03CA02""]"
104230	"[""C03DA01""]"
104231	"[""C03DA01""]"
104233	"[""C03DA01""]"
1043560	"[""A10BH03""]"
1043562	"[""A10BD10""]"
1043563	"[""A10BD10""]"
1043570	"[""A10BD10""]"
1043578	"[""A10BD10""]"
1045452	"[""L01XX41""]"
1045453	"[""L01XX41""]"
1045456	"[""L01XX41""]"
1045457	"[""L01XX41""]"
104693	"[""N05CD07""]"
104706	"[""N05BA01""]"
10485	"[""L01BB03""]"
1049543	"[""N02AA05""]"
1049574	"[""N02AA05""]"
1049593	"[""N02AA05""]"
1049717	"[""N02AA05""]"
1049719	"[""N02AA05""]"
1049720	"[""N02AA05""]"
1049721	"[""N02AA05""]"
1049727	"[""N02AA05""]"
105069	"[""N07BB04""]"
1053648	"[""N02AB03""]"
1053655	"[""N02AB03""]"
105374	"[""A10BB08""]"
105567	"[""L01AB02""]"
105578	"[""L01DB04""]"
105584	"[""L01BC02""]"
105589	"[""L01BA01""]"
10633	"[""A10BB05""]"
10635	"[""A10BB03"", ""V04CA01""]"
10689	"[""N02AX02""]"
10737	"[""N06AX05""]"
10767	"[""N05CD05""]"
108379	"[""N05BA01""]"
108380	"[""N05BA01""]"
108766	"[""J05AP01""]"
1087976	"[""N02BF01""]"
108874	"[""N05AB03""]"
108875	"[""N05AB03""]"
1091620	"[""C08DB01""]"
1091642	"[""C09CA09""]"
1091643	"[""C09CA09""]"
1091646	"[""C09CA09""]"
1091647	"[""C09CA09""]"
1091652	"[""C09CA09""]"
1091836	"[""D05AX06"", ""R03DX07""]"
1091840	"[""R03DX07""]"
1095698	"[""N02BF01""]"
10996	"[""L01AD08""]"
1099882	"[""N05CA01""]"
1100002	"[""N02BE01""]"
1100699	"[""A10BH05""]"
1100702	"[""A10BH05""]"
1100703	"[""A10BH05""]"
1101333	"[""N02BF01""]"
1101338	"[""N02BF01""]"
1101342	"[""N02BE01""]"
1101769	"[""L01CD02""]"
1101770	"[""L01CD02""]"
1102129	"[""J05AP03""]"
1102132	"[""J05AP03""]"
1102261	"[""J05AP02""]"
1102280	"[""J05AP02""]"
1111071	"[""L01CD02""]"
1112198	"[""C03CA01""]"
1113314	"[""N02AA05""]"
1114195	"[""B01AF01""]"
1114198	"[""B01AF01""]"
1114199	"[""B01AF01""]"
1114693	"[""L01AA09""]"
1115547	"[""N01AH01"", ""N02AB03""]"
1115573	"[""N01AH01"", ""N02AB03""]"
1115577	"[""N01AH01"", ""N02AB03""]"
1115966	"[""R05DA04""]"
1119400	"[""L01EG02""]"
11198	"[""L01CA01""]"
11199	"[""L01CA01""]"
11202	"[""L01CA02""]"
11203	"[""L01CA02""]"
11204	"[""L01CA03""]"
11205	"[""L01CA03""]"
11289	"[""B01AA03""]"
114194	"[""B01AA03""]"
114228	"[""N06AB05""]"
114527	"[""L01CA04""]"
1145929	"[""L04AA24""]"
1147790	"[""A07EC01""]"
1148479	"[""N02AX02""]"
1148797	"[""N02AX06""]"
1148800	"[""N02AX06""]"
1148803	"[""N02AX06""]"
1148807	"[""N02AX06""]"
1148809	"[""N02AX06""]"
118463	"[""C09CA08""]"
118886	"[""S01LA01""]"
1189803	"[""A10BH51""]"
121191	"[""L01FA01""]"
1232082	"[""B01AF01""]"
1232086	"[""B01AF01""]"
1232150	"[""L01XX44"", ""S01LA05""]"
1232154	"[""S01LA05""]"
1232155	"[""S01LA05""]"
1232586	"[""N06AX12""]"
1235457	"[""N02BE01""]"
1237050	"[""N02AB03""]"
1237051	"[""N02AB03""]"
1237057	"[""N02AB03""]"
1237060	"[""N02AB03""]"
1237064	"[""N02AB03""]"
1237068	"[""N02AB03""]"
1242963	"[""A10BJ01""]"
1242964	"[""A10BJ01""]"
1243019	"[""A10BD11""]"
1243020	"[""A10BD11""]"
1243027	"[""A10BD11""]"
1243034	"[""A10BD11""]"
1243827	"[""A10BD07""]"
1243842	"[""A10BD07""]"
1243846	"[""A10BD07""]"
1245368	"[""C01AA05""]"
1251	"[""L01BC07""]"
1256	"[""L04AX01""]"
12574	"[""L01BC05""]"
1293937	"[""N02BE01""]"
1294588	"[""N05AH03""]"
1297766	"[""C10AA05""]"
1298334	"[""J05AP01""]"
1298837	"[""C03DB01""]"
1298842	"[""N06AB05""]"
1299922	"[""L01CD02""]"
1303097	"[""R03BB05""]"
1303098	"[""R03BB05""]"
1303102	"[""R03BB05""]"
1303103	"[""R03BB05""]"
1304475	"[""L01XX44""]"
1304480	"[""L01XX44""]"
1304990	"[""L01CA02""]"
1304991	"[""L01CA02""]"
1304995	"[""L01CA02""]"
1304996	"[""L01CA02""]"
1305000	"[""L01CA02""]"
1306074	"[""S01LA04""]"
1308428	"[""L01EG02""]"
1308430	"[""L01EG02""]"
1308432	"[""L01EG02""]"
1310923	"[""N02AF01""]"
1311626	"[""N06AB05""]"
131725	"[""N05CF02""]"
134547	"[""L01AA09""]"
134774	"[""N06AX11""]"
135423	"[""N05AH03""]"
135446	"[""N06DA02""]"
135447	"[""N06DA02""]"
135481	"[""C09CA06""]"
1356315	"[""N02AX06""]"
1356688	"[""L01XX40""]"
1356689	"[""L01XX40""]"
1357536	"[""L04AF01""]"
1357541	"[""L04AF01""]"
1357542	"[""L04AF01""]"
135805	"[""A10AB04""]"
1358492	"[""L04AF01""]"
1358830	"[""N02BE01""]"
1362067	"[""B01AB01""]"
1364321	"[""L01DB02""]"
1364430	"[""B01AF02""]"
1364435	"[""B01AF02""]"
1364436	"[""B01AF02""]"
1364445	"[""B01AF02""]"
1368000	"[""A10BH04""]"
1368001	"[""A10BH04""]"
1368007	"[""A10BH04""]"
1368384	"[""A10BD13""]"
1368402	"[""A10BD09""]"
1368955	"[""A07EC02""]"
1372692	"[""A10BD13""]"
1372706	"[""A10BD11""]"
1372717	"[""A10BD09""]"
1372730	"[""A10BD10""]"
1372734	"[""C09DB04""]"
1372738	"[""A10BD07""]"
1373458	"[""A10BK02""]"
1373463	"[""A10BK02""]"
1373464	"[""A10BK02""]"
1373471	"[""A10BK02""]"
139825	"[""A10AE05""]"
139953	"[""A10BX05""]"
141704	"[""L01EG02"", ""L04AH02""]"
141926	"[""N05BA01""]"
142146	"[""C07AB07""]"
1422085	"[""C10BA05""]"
1422086	"[""C10BA05""]"
1422093	"[""C10BA05""]"
1422096	"[""C10BA05""]"
1422099	"[""C10BA05""]"
142424	"[""C03DB01""]"
142433	"[""L01DB01""]"
142436	"[""N01AH01"", ""N02AB03""]"
142439	"[""R05DA03""]"
1430123	"[""N06AB05""]"
1430892	"[""C10BA04""]"
1430990	"[""N06DA52""]"
1431642	"[""L04AB06""]"
1435475	"[""N06AX23""]"
1435624	"[""C09AA02""]"
1435625	"[""C09AA02""]"
1437556	"[""L01AA05""]"
1437711	"[""L01AA05""]"
1439808	"[""N06AX26""]"
1439810	"[""N06AX26""]"
1439812	"[""N06AX26""]"
1439834	"[""N06AX26""]"
1439840	"[""N06AX26""]"
1440051	"[""A10BJ03""]"
1441402	"[""L04AX03""]"
1441403	"[""L04AX03""]"
1441411	"[""L04AX03""]"
1441416	"[""L04AX03""]"
1441422	"[""L04AX03""]"
1441527	"[""L04AC07""]"
1442523	"[""R05DA03""]"
1442693	"[""L01FA03""]"
1442694	"[""L01FA03""]"
1455099	"[""N06AX26""]"
1482790	"[""J05AP05""]"
1482813	"[""L04AB06""]"
1482820	"[""N02BF01""]"
1483793	"[""C10AA05""]"
1484518	"[""J05AP05""]"
1484911	"[""J05AP08""]"
1484916	"[""J05AP08""]"
1484917	"[""J05AP08""]"
1486192	"[""J05AP01""]"
1486197	"[""J05AP01""]"
1486202	"[""J05AP01""]"
1486436	"[""A10BD15""]"
1486966	"[""A10BK01""]"
1486972	"[""A10BK01""]"
1487366	"[""N06AX23""]"
1487512	"[""R03BB07""]"
1487514	"[""R03BB07""]"
1488564	"[""A10BK01""]"
1488569	"[""A10BK01""]"
1488574	"[""A10BK01""]"
1489987	"[""N02AF01""]"
1492727	"[""L04AA32""]"
1492732	"[""L04AA32""]"
1492733	"[""L04AA32""]"
1492738	"[""L04AA32""]"
1492740	"[""L04AA32""]"
1492742	"[""L04AA32""]"
1492744	"[""L04AA32""]"
1492747	"[""L04AA32""]"
151260	"[""N06AB03""]"
151283	"[""N05CD07""]"
151317	"[""C03DA01""]"
151325	"[""L01AA03""]"
151558	"[""C09CA01""]"
151689	"[""C03CC01""]"
151692	"[""N06AX16""]"
151826	"[""A10BF01""]"
151827	"[""A10BA02""]"
151956	"[""L01BB03""]"
151972	"[""C10AA04""]"
152092	"[""N07BB04""]"
152115	"[""L01XX08""]"
152200	"[""L01XA02""]"
152318	"[""N05AX08""]"
152620	"[""N02BE01""]"
152751	"[""N07BC02""]"
153077	"[""C09CA03""]"
153129	"[""L04AX01""]"
153165	"[""C10AA05""]"
153329	"[""L01CE02""]"
1534763	"[""A10BJ04""]"
1534800	"[""A10BJ04""]"
1534801	"[""A10BJ04""]"
1534820	"[""A10BJ04""]"
153592	"[""A10BB12""]"
1536484	"[""L01BB02""]"
1536485	"[""L01BB02""]"
153668	"[""C09CA04""]"
153718	"[""A07EC04""]"
153791	"[""N05AX08""]"
1538097	"[""L04AG05""]"
1538137	"[""L04AG05""]"
1538138	"[""L04AG05""]"
1543202	"[""A10AF01""]"
1543203	"[""A10AB01""]"
1544378	"[""L04AX03""]"
1544379	"[""L04AX03""]"
1544385	"[""L04AX03""]"
1544387	"[""L04AX03""]"
1544389	"[""L04AX03""]"
1544395	"[""L04AX03""]"
1544397	"[""L04AX03""]"
1544401	"[""L04AX03""]"
1544403	"[""L04AX03""]"
1544488	"[""A10AF01""]"
1545149	"[""A10BD16""]"
1545150	"[""A10BD16""]"
1545151	"[""A10BD16""]"
1545157	"[""A10BD16""]"
1545161	"[""A10BD16""]"
1545164	"[""A10BD16""]"
1545653	"[""A10BK03""]"
1545658	"[""A10BK03""]"
1545659	"[""A10BK03""]"
1545666	"[""A10BK03""]"
1545771	"[""L01AD02""]"
1545976	"[""R05DA04""]"
1545988	"[""L01AA01""]"
1546005	"[""L01BB03""]"
1546022	"[""C09AA03""]"
1546028	"[""L01BB02""]"
