RXCUI	ATC
858967	"[""R05FA02""]"
858962	"[""R01BA02"", ""R05DA03"", ""R06AB04""]"
859085	"[""R05CA09"", ""R05DA03""]"
859234	"[""R01BA03"", ""R05DA03"", ""R06AB04""]"
1000131	"[""L02AB02""]"
1006791	"[""H02AB02""]"
1009432	"[""G03BA03""]"
1010812	"[""R01BA02"", ""R06AA08""]"
1012015	"[""S01CB02""]"
1012583	"[""D04AB01""]"
1013089	"[""N01BB02""]"
1038834	"[""D08AJ01""]"
103899	"[""J04AB04""]"
1039255	"[""R05DA09""]"
1044412	"[""D02AB""]"
1044965	"[""P03AX05""]"
1047440	"[""M03BX01""]"
1049223	"[""N02AJ17""]"
1049918	"[""R06AA02""]"
1053660	"[""N02AB03""]"
106675	"[""C05BB01""]"
1086613	"[""S01XA20""]"
2196592	"[""R03AK09""]"
237169	"[""C01AA05""]"
243670	"[""B01AC06""]"
246020	"[""B02AB01""]"
247747	"[""C10AD02""]"
253039	"[""N05CH01""]"
259152	"[""A06AC05""]"
259287	"[""A11CB""]"
285128	"[""S01EE03""]"
1658664	"[""C05AX04""]"
206902	"[""D10BA01""]"
213568	"[""D07AC01""]"
2168596	"[""C01EB17""]"
1098584	"[""D11AF""]"
1101877	"[""A01AA01""]"
1189036	"[""D10AB02"", ""D10AF06""]"
1233062	"[""R01BA02"", ""R05CA03"", ""R05DA09""]"
858866	"[""R01BA03"", ""R05DA03"", ""R06AA08""]"
1020407	"[""G03AA05""]"
1037173	"[""N02BA05"", ""N02BE01""]"
1038824	"[""N02BE01"", ""R01BA03"", ""R06AB04""]"
1046562	"[""R01BA01"", ""R06AB05"", ""R06AC01""]"
1046918	"[""G04BX12""]"
1049233	"[""N02AJ17""]"
1052647	"[""R01BA03""]"
1086026	"[""D08AX07""]"
238082	"[""N01AX03""]"
251020	"[""A06AB06""]"
252591	"[""N01BA03""]"
260384	"[""S01CA01""]"
282746	"[""A02AD01""]"
547243	"[""J07BD01""]"
857824	"[""R01BA03"", ""R05DA03"", ""R06AB04""]"
1012000	"[""S01CB02""]"
1718902	"[""N05CM18""]"
283077	"[""H02AB06""]"
1113536	"[""D01AE12""]"
1038741	"[""D09AA11""]"
1986337	"[""N02BE01""]"
199149	"[""A10BF01""]"
2053245	"[""N07BA01""]"
206766	"[""C09AA03""]"
995767	"[""R06AE05""]"
996730	"[""R01BA02"", ""R05DA04""]"
313360	"[""L01AC01""]"
314221	"[""A03AX13""]"
349201	"[""C09CA03""]"
349237	"[""N02BE01""]"
349592	"[""N06BA09""]"
828696	"[""N05CF02""]"
829757	"[""B05XA05""]"
805678	"[""M03BX01""]"
833714	"[""N02AX02""]"
847232	"[""A10AE04""]"
851210	"[""M01AE01"", ""A11DA01"", ""A11HA04"", ""B03BA01"", ""N06BC01""]"
853017	"[""J01FF01""]"
855818	"[""B01AC22""]"
856946	"[""N02BE01"", ""R05DA03""]"
857430	"[""R06AA04""]"
855907	"[""M01AB05""]"
208278	"[""R03DA04""]"
208681	"[""N05CD05""]"
210279	"[""A03AX13""]"
210575	"[""B03AA02""]"
210672	"[""C09AA10""]"
210838	"[""A02AB01""]"
210296	"[""A03AX13""]"
210972	"[""A11CA01""]"
213070	"[""D05BB02""]"
213093	"[""A04AA04""]"
213283	"[""L01XX05""]"
213191	"[""J01MA13""]"
213485	"[""A10BF02""]"
214097	"[""M03BB03""]"
2173936	"[""R05DA20""]"
237942	"[""A06AB04""]"
1092447	"[""R06AA02""]"
1092567	"[""C02AC02""]"
1092678	"[""D08AE05""]"
1098933	"[""R05FB02""]"
1100384	"[""N06AA10""]"
1114435	"[""D08AG03""]"
1116369	"[""M01AE02""]"
2168765	"[""H01AC06""]"
310187	"[""G03CA03""]"
312347	"[""N06AF03""]"
1089729	"[""N02BE01""]"
312641	"[""G03DA04""]"
199091	"[""D02AE01""]"
2056482	"[""H03AA01""]"
207216	"[""G03BA02""]"
2054316	"[""G03CA03""]"
995199	"[""R05DA04"", ""R06AB04""]"
995287	"[""N05BB01""]"
996091	"[""S01EA02""]"
313656	"[""A11CA01""]"
313806	"[""N06BC01""]"
317143	"[""P03AC01""]"
347024	"[""V03AN02""]"
349405	"[""C09CA08""]"
352307	"[""N05AX12""]"
402014	"[""A02BC01""]"
807363	"[""A02AB01""]"
826917	"[""A08AA01""]"
830245	"[""J07BC01""]"
834341	"[""N04BA02""]"
349410	"[""B01AC21""]"
834309	"[""D08AC02""]"
849387	"[""N04BB01""]"
851035	"[""C01EB09""]"
854840	"[""N06BA12""]"
856467	"[""G03AA11""]"
856764	"[""N06AA09""]"
858627	"[""N04BC05""]"
208451	"[""S01AA18"", ""S03AA03""]"
209092	"[""G04BE04""]"
209326	"[""N07BA01""]"
210050	"[""B03AA07""]"
211044	"[""A02AD02""]"
2119482	"[""R06AB04""]"
2122260	"[""R01BA01"", ""R05DA09""]"
213275	"[""C10AD02""]"
2167842	"[""N02BE01"", ""R01BA02"", ""R05DA09"", ""R06AB04""]"
1091403	"[""D11AC""]"
1094232	"[""G04BX06""]"
1101762	"[""P03AX05""]"
1189301	"[""A12AA13""]"
208949	"[""G03CA57""]"
1148597	"[""A11CC05""]"
1190834	"[""R01BA03"", ""R06AB04""]"
1191710	"[""D10AB02""]"
1232719	"[""R01AA06""]"
1234976	"[""N02AA08"", ""N06BC01""]"
1234986	"[""N02AA08"", ""N02BE01"", ""N06BC01""]"
404742	"[""N03AF01""]"
410835	"[""A11HA04"", ""C01EB09""]"
577031	"[""C10AB05""]"
582239	"[""A07BC04""]"
597852	"[""L01XX35""]"
605118	"[""A12AA04""]"
858774	"[""R01BA03"", ""R05DA03"", ""R06AB04""]"
859082	"[""R03AC02""]"
859934	"[""R05CA03"", ""R05DA03""]"
860553	"[""R01BA02"", ""R05CA03"", ""R05DA03""]"
1000487	"[""G03CA57""]"
1010035	"[""N01BB02""]"
1012937	"[""R05DA09"", ""R06AA08""]"
102750	"[""J01DB03""]"
1037204	"[""D08AG02""]"
1039673	"[""R02AA12""]"
1041497	"[""S01EE03""]"
1041780	"[""D08AX08""]"
1043479	"[""M02AA15""]"
1047759	"[""A03CB""]"
1047920	"[""A03BA03""]"
1049640	"[""N02AJ17""]"
1050511	"[""R05FB02""]"
105330	"[""D01BA02""]"
106258	"[""D07AA02""]"
108396	"[""J05AF01""]"
1086475	"[""R01BA03"", ""R06AB04""]"
245473	"[""A11GA01""]"
249469	"[""A01AD07""]"
251374	"[""N02BE01""]"
261107	"[""N02AB03""]"
284370	"[""B01AC23""]"
1658165	"[""J06BB04""]"
1724340	"[""N02AA03""]"
1729511	"[""D07AA02""]"
1150829	"[""N01BB08""]"
858817	"[""C09AA02""]"
106078	"[""D07CA01""]"
238175	"[""M03BA03""]"
240637	"[""J01CF04""]"
243325	"[""R03DA04""]"
260107	"[""A11HA03""]"
260407	"[""H02AB06""]"
283407	"[""N06AX11""]"
1657066	"[""L01FG01""]"
1725078	"[""N01BB01""]"
404592	"[""J01AA02""]"
413640	"[""M01AA01""]"
432402	"[""H05BX01""]"
485001	"[""C02AB01"", ""C03AA03""]"
485647	"[""D07AC08""]"
541666	"[""N06AB05""]"
562360	"[""S01KA01""]"
582328	"[""N02CC01""]"
584510	"[""D02AE01""]"
608934	"[""G01AF01""]"
859252	"[""R05DA03"", ""R06AB04""]"
860005	"[""V03AB03""]"
1000078	"[""N06AA12""]"
1000114	"[""L02AB02""]"
1000715	"[""D10AF06""]"
1000935	"[""S01EB01""]"
1001084	"[""R01AA05""]"
1011875	"[""D10AF06""]"
1037383	"[""R06AB01""]"
1038926	"[""D08AE05""]"
104097	"[""A02BA04""]"
1043300	"[""A11JC""]"
1044547	"[""A01AA01""]"
1046604	"[""S01GA01""]"
1053158	"[""D02AA""]"
1053319	"[""D10AB02""]"
237736	"[""A11HA03""]"
242107	"[""C05CA03""]"
243675	"[""N02BE01""]"
252306	"[""R05FB02""]"
260402	"[""H02AB06""]"
260947	"[""A02AB01""]"
283325	"[""A06AB06""]"
284204	"[""N02CC05""]"
284202	"[""B03AA02""]"
1656643	"[""L04AC02""]"
1657617	"[""G03AC03""]"
1658690	"[""B01AB01""]"
1735490	"[""H01AC01""]"
1737468	"[""B01AC17""]"
211001	"[""A06AB04""]"
1101538	"[""N02BE01""]"
1101793	"[""D01AE04""]"
1114473	"[""J01AA06""]"
1234575	"[""S01FB01""]"
404602	"[""N05AX12""]"
1001062	"[""R01AA05""]"
1086790	"[""N06AX24""]"
238851	"[""D08AG02""]"
1724881	"[""N01BB01""]"
1736541	"[""C07AB09""]"
1052696	"[""C10AX08""]"
1720026	"[""N05AD01""]"
310261	"[""L02BG06""]"
310769	"[""A03AB10""]"
311488	"[""B02BA02""]"
311611	"[""J01XX05""]"
1090443	"[""R01BA53""]"
198601	"[""D04AB02""]"
199166	"[""C01EB09""]"
205535	"[""N06AB03""]"
206399	"[""N07BC03""]"
207131	"[""H02AA02""]"
999653	"[""D03BA01""]"
346508	"[""C01EB03""]"
352317	"[""N06BA09""]"
360345	"[""R01BA02"", ""R05CA03""]"
377766	"[""G01AF04""]"
349553	"[""N05AX12""]"
826586	"[""A08AA01""]"
352085	"[""D11AH02""]"
800669	"[""D08AX05""]"
831841	"[""A01AA01""]"
849281	"[""N02AC04""]"
849315	"[""N02AC04"", ""N02BA01""]"
854832	"[""N06BA12""]"
856789	"[""N02CC01""]"
834116	"[""J01CE02""]"
1092730	"[""M01AX05"", ""M01AX25""]"
1100576	"[""G03DA03""]"
1115559	"[""A16AX01""]"
1150836	"[""S01ED03""]"
1193293	"[""R01BA03""]"
209117	"[""C10AX02""]"
209888	"[""N02BE01""]"
2099691	"[""G03BA03""]"
210453	"[""A11HA03""]"
211361	"[""J01DC04""]"
2122760	"[""R01BA01"", ""R05CA03""]"
2123042	"[""J06BA01""]"
212575	"[""C08CA01""]"
213503	"[""D02BB01""]"
846929	"[""N05CH01""]"
1191230	"[""V03AB15""]"
2178077	"[""G04BX16""]"
404459	"[""H01AX01""]"
483325	"[""G03AC03""]"
544468	"[""S01KA02""]"
545087	"[""D11AX11""]"
577049	"[""B03BB01""]"
604932	"[""C01EB09""]"
608623	"[""A03FA01""]"
539809	"[""P01AB02""]"
857851	"[""R01BA03"", ""R05DA03"", ""R06AB04""]"
1000870	"[""S01EB01""]"
1005771	"[""D10AB02"", ""D10AF06""]"
1009482	"[""G03BA03""]"
1010297	"[""D04AB01""]"
1012457	"[""N01BB01""]"
102740	"[""J01CA13""]"
1045460	"[""L01XX41""]"
1046751	"[""N02BE01""]"
1047040	"[""G03AA05""]"
1049523	"[""R01BA02""]"
105585	"[""L04AX03""]"
1086711	"[""M01AC06""]"
240758	"[""A11HA05""]"
261222	"[""J01CA04""]"
261306	"[""J01FG02""]"
1654006	"[""N01AX07""]"
1656595	"[""B01AB01""]"
1723767	"[""L01XG03""]"
208236	"[""V04CC03""]"
2122114	"[""C05AX04""]"
2167567	"[""C10AA07""]"
2173725	"[""R05DA09""]"
562524	"[""S01EC01""]"
604379	"[""G03GA06""]"
857871	"[""C01BA02""]"
857888	"[""C01BA02""]"
1039265	"[""D04AB04"", ""D08AJ08""]"
246217	"[""A03FA02""]"
247308	"[""P03AX06""]"
1741380	"[""B05AA01""]"
1742038	"[""B05AA01""]"
1745091	"[""D04AB01""]"
1792707	"[""R05FA02""]"
1795344	"[""B05BB02""]"
1795480	"[""B05BA03""]"
1795610	"[""B05BA03""]"
1797863	"[""R01AD04""]"
1799307	"[""L01DB01""]"
1801278	"[""L04AB04""]"
1806938	"[""D04AB01""]"
1809581	"[""J06BA01""]"
1857273	"[""N02BE01"", ""R05DA09"", ""R06AB04""]"
1876136	"[""H05BX04""]"
1927890	"[""L01FA01""]"
1944524	"[""D08AX08""]"
1945479	"[""N02BE01"", ""N06BC01""]"
197470	"[""M03BB02""]"
1235322	"[""D04AA32""]"
1236109	"[""D01AE18""]"
1241623	"[""D10AE01""]"
1241951	"[""R01BA02"", ""R06AB04""]"
1244062	"[""A06AH01""]"
1245765	"[""A09AA01""]"
1246573	"[""C05AA01"", ""C05AD07""]"
1246538	"[""C05AA01"", ""C05AD07""]"
1247288	"[""N05BA06""]"
1248912	"[""N02BE01"", ""R06AC01""]"
1251596	"[""L03AB05""]"
1293886	"[""C05AD07"", ""D04AB07""]"
1294591	"[""D04AA32""]"
1300017	"[""R01BA02"", ""R05CA03"", ""R05DA09""]"
1307058	"[""N07BC51""]"
1310525	"[""L04AK02""]"
1312415	"[""A10BH51""]"
1313760	"[""D11AX12""]"
1356343	"[""R05CA13""]"
1357417	"[""N02BE01"", ""R01BA01"", ""R06AB01""]"
1357570	"[""R01BA01"", ""R06AB01""]"
1358330	"[""R05FB02""]"
1359152	"[""D07XA01""]"
1367213	"[""N02BE01"", ""R01BA03"", ""R05CA03""]"
1369839	"[""N02BE01"", ""R01BA02"", ""R05DA09"", ""R06AB04""]"
1370454	"[""C05AX04""]"
1372644	"[""N02BE01"", ""N06BC01"", ""R06AB04""]"
1430115	"[""S03CA06""]"
1357901	"[""R05CA03"", ""R05DA09"", ""R06AB04""]"
1375922	"[""S01BC11""]"
197819	"[""M01AB01""]"
197838	"[""C01DA08""]"
198059	"[""N05BA04""]"
198116	"[""A12BA01""]"
1432465	"[""A12AA04""]"
1437725	"[""R06AA02""]"
1440002	"[""G01AF04""]"
1483190	"[""D01AE12""]"
1537200	"[""R05DA20""]"
1546288	"[""D07CC01""]"
1549214	"[""D01AC02"", ""D08AC02""]"
1593886	"[]"
1596422	"[""D08AG03"", ""D08AX05""]"
1605189	"[""H03AA01""]"
1608253	"[""G01AF01""]"
1649906	"[""G03CA03""]"
1293597	"[""S01KA02""]"
1790666	"[""N05CH01""]"
1792398	"[""B05CX10""]"
1797933	"[""R01AD08""]"
1798474	"[""A01AA01""]"
1855057	"[""J06BC03""]"
1867552	"[""A12BA01""]"
1871443	"[""N02AA01""]"
1918218	"[""R01BA02""]"
1921775	"[""C05AX04""]"
1923015	"[""S01KA02""]"
1923827	"[""V03AC03""]"
1242125	"[""R02AA19""]"
1242101	"[""D08AX08""]"
1243999	"[""S01GA01""]"
1244547	"[""D08AJ01""]"
1246528	"[""C05AA01""]"
1247256	"[""C01CA06""]"
1248059	"[""R01BA03"", ""R06AD02""]"
1249616	"[""R01BA02"", ""R06AB02""]"
1250174	"[""D08AX08""]"
1251885	"[""D08AC02""]"
1293710	"[""N02BE01"", ""R01BA02"", ""R06AA02""]"
1293861	"[""D04AB07""]"
1294194	"[""R06AA02""]"
1294255	"[""S02BA01""]"
1294391	"[""N02BE01"", ""R01BA01"", ""R06AB04""]"
1297649	"[""R05DA04""]"
1299161	"[""H03AA01""]"
1299698	"[""R03AB02""]"
1299959	"[""C09BA13""]"
1306078	"[""D02AE01""]"
1307986	"[""R05FB02""]"
1312459	"[""A11HA03""]"
1314685	"[""B03AE04""]"
1356563	"[""N03AX22""]"
1357862	"[""R06AB01""]"
1358438	"[""R01BA02"", ""R05CA03"", ""R05DA09""]"
1358463	"[""R01BA02"", ""R05CA03"", ""R05DA09""]"
1358991	"[""P03AX05""]"
1359009	"[""J01CA04""]"
1359349	"[""D06AX05""]"
1376070	"[""H02AB02""]"
1426694	"[""M01AX05"", ""M01AX25""]"
1372265	"[""R05DA03"", ""R06AB04""]"
197622	"[""B01AC07""]"
197681	"[""J04AD03""]"
198057	"[""N05BA04""]"
198056	"[""A14AA08""]"
198179	"[""R01BA02"", ""R05CA03""]"
1442161	"[""R05CA03""]"
153658	"[""G04BE01""]"
1541216	"[""L04AX03""]"
1549454	"[""H01AX01""]"
1594358	"[""L04AB04""]"
1599137	"[""R02AA06""]"
1724667	"[""R03DA05""]"
261289	"[""L01AX03""]"
1736782	"[""L01XA03""]"
1741986	"[""B05AA01""]"
1742400	"[""B05AA01""]"
1744398	"[""A02BA03""]"
1789508	"[""R06AX07""]"
1790294	"[""D01AE18""]"
1791855	"[""C01CE02""]"
1860619	"[""L01CD02""]"
1867594	"[""N01BB01""]"
1876669	"[""D10AE01""]"
1919094	"[""L01EX10""]"
1925255	"[""L04AA24""]"
1927660	"[""D08AJ08""]"
1942959	"[""L01FB01""]"
1245015	"[""B03BA01""]"
1245686	"[""A06AA02""]"
1250729	"[""D01AC02""]"
1294038	"[""C05AD07"", ""D04AB07""]"
1305910	"[""B02BC30""]"
1309069	"[""R01BA03"", ""R05DA03""]"
1310138	"[""L01EG02""]"
1312476	"[""G02AD01""]"
1356850	"[""R06AB01""]"
1357884	"[""R06AB01""]"
1359360	"[""D06AX04""]"
1367375	"[""D11AX12""]"
1367848	"[""C10AX11""]"
1368018	"[""A10BH04""]"
1369756	"[""R01BA02""]"
141859	"[""D06BB03""]"
1421080	"[""G01AD01""]"
1424847	"[""A03BB03"", ""R01BA02"", ""R06AB04""]"
1436929	"[""M02AB01""]"
197367	"[""D01AE""]"
197974	"[""N02CA04""]"
198045	"[""N06AA10""]"
1485895	"[""D11AX12""]"
1489132	"[""D10AE01""]"
1490057	"[""C01CA24""]"
1492047	"[""J02AC04""]"
1593733	"[""D04AB01""]"
1788945	"[""V03AN04""]"
1792154	"[""H01BB02""]"
1799725	"[""B05BA02""]"
1806179	"[""N06BA04""]"
1859554	"[""A02BA02""]"
1860154	"[""N02AA05""]"
1861939	"[""R05DA09""]"
1866518	"[""A06AC01""]"
1869821	"[""D11AX27""]"
1941476	"[""A16AX04""]"
1942748	"[""L01XY01""]"
197501	"[""M03BB03""]"
197545	"[""H02AB10""]"
197608	"[""A11CC02""]"
197657	"[""G03CA03""]"
197804	"[""M01AE01""]"
1249628	"[""S01CA07""]"
1251688	"[""D06BX01""]"
1291083	"[""R02AA06""]"
1294445	"[""C05AX04""]"
1298086	"[""C01BC08""]"
1298269	"[""R05CA03""]"
1312969	"[""B03AB02""]"
1361572	"[""G03GA06""]"
1363315	"[""R06AB04""]"
1364848	"[""G03AA07""]"
197924	"[""N03AA01""]"
1442790	"[""N02AA01""]"
152915	"[""N07XX02""]"
1536212	"[""C05AX04""]"
1549683	"[""B01AF01""]"
1599852	"[""N04BA02""]"
1424013	"[""D10AB02"", ""D10AE01""]"
1426763	"[""N02BE01"", ""R01BA02"", ""R05DA09""]"
1490414	"[""R06AB04""]"
152953	"[""N04BC04""]"
1536931	"[""R01BA03""]"
1598052	"[""S01XA20""]"
1649405	"[""J01AA02""]"
153047	"[""N05AH03""]"
1536840	"[""R01BA53""]"
1602028	"[""H05AA03""]"
1648192	"[""N06BA04""]"
1648772	"[""C10AX12""]"
1432261	"[""N02BE01""]"
197654	"[""N05CD04""]"
618651	"[""B05BA01""]"
630032	"[""C03CA01""]"
647873	"[""N02BE01""]"
668292	"[""A12AX""]"
700499	"[""V03AB33""]"
707558	"[""A12CB01""]"
794071	"[""J05AP01"", ""L03AB05""]"
763308	"[""A02BC02""]"
636677	"[""R01BA02"", ""R05CA03""]"
706872	"[""S01AA26""]"
749818	"[""H01CB03""]"
749853	"[""G03AA05""]"
746319	"[""B03BA01"", ""B03BB01""]"
757704	"[""C10AA01""]"
861506	"[""D07AD01""]"
883718	"[""A06AB06""]"
890858	"[""A06AD02""]"
966219	"[""H03AA01""]"
731376	"[""B03AB02""]"
749329	"[""D10AD01""]"
763115	"[""N02BE01""]"
797003	"[""B02BC06"", ""B02BD30""]"
895040	"[""S02AA10"", ""S02DA03""]"
904447	"[""M05BA04""]"
905191	"[""N01BB09""]"
968183	"[""C05BB02""]"
991044	"[""N05AA01""]"
992787	"[""N03AA02""]"
308199	"[""N06BA01"", ""N06BA02""]"
308385	"[""A11GA01""]"
310175	"[""G03CA03""]"
310190	"[""G03CA03""]"
310681	"[""S02CA03""]"
311431	"[""A12CC10""]"
312737	"[""A11DA01""]"
198533	"[""A12AA04""]"
1987646	"[""D10AD01""]"
2043252	"[""D11AF""]"
2049841	"[""N02BE01"", ""R05DA09"", ""R06AB04""]"
206296	"[""D07AA02""]"
207029	"[""L03AB05""]"
998558	"[""D07AA02"", ""D01AC02""]"
314911	"[""N02BE01"", ""R06AB04""]"
884660	"[""N06BA02""]"
900393	"[""J01FF01""]"
308643	"[""R01BA01""]"
647253	"[""D01AC08""]"
311678	"[""D06BX01""]"
866323	"[""D01AE18""]"
866438	"[""C07AB02""]"
886627	"[""N02AF01""]"
902282	"[""P02CF01""]"
308718	"[""H02AB01""]"
309288	"[""B06AA04""]"
309778	"[""B05BA03""]"
310015	"[""S01EC03""]"
1999657	"[""R06AA09""]"
313943	"[""S01CA01""]"
315132	"[""A03AB09"", ""N05AB04""]"
347675	"[""V03AN03""]"
808128	"[""C05AX04""]"
809341	"[""A09AA01""]"
897846	"[""C09BB10""]"
903697	"[""H03AA02""]"
309344	"[""D07AA02"", ""D08AH30""]"
884702	"[""B06AC03""]"
993943	"[""N02BE71""]"
308601	"[""A03BA04""]"
2003670	"[""B02BC30""]"
207246	"[""N05BA04""]"
349321	"[""M01AH03""]"
798928	"[""N02BE01""]"
308901	"[""A02AC01""]"
309444	"[""N02BE01"", ""R01BA01"", ""R05CA03"", ""R05DA04""]"
629365	"[""D10AE01""]"
646250	"[""G03AC08""]"
643021	"[""N05AX12""]"
721776	"[""N05AH02""]"
656654	"[""R05CA03""]"
708071	"[""D02AB""]"
722269	"[""N02BE01"", ""R05CA03""]"
751879	"[""G03AA05""]"
751890	"[""G03AA07""]"
751902	"[""G03AA07""]"
882536	"[""G01AA10""]"
310210	"[""G03CA07"", ""G03CC04""]"
705156	"[""A03AX13""]"
745560	"[""J01CE09""]"
727492	"[""V04CK01""]"
728115	"[""J05AH02""]"
746023	"[""C07CB03""]"
861200	"[""S01EA05""]"
861648	"[""C10AA08""]"
892489	"[""N02AA01""]"
897052	"[""J01CA04""]"
897757	"[""N02AA03""]"
901326	"[""N03AX11""]"
991367	"[""N05AA01""]"
308303	"[""N02BE01"", ""N06BC01"", ""R01BA03"", ""R05CA03""]"
308717	"[""H02AB01""]"
308939	"[""D04AX""]"
309040	"[""J01DC04""]"
309080	"[""J01DC10""]"
311670	"[""A03FA01""]"
312036	"[""N06AA10""]"
312128	"[""J01CF04""]"
312182	"[""G01AA07""]"
312338	"[""G04BX06""]"
198248	"[""N01BA03""]"
198488	"[""N01BA05""]"
200010	"[""D02AA""]"
200284	"[""C09DA03""]"
205612	"[""D07AC07""]"
205751	"[""C10AB04""]"
205964	"[""J01FF01""]"
999915	"[""D10AE01""]"
312899	"[""N02BA06""]"
313552	"[""D01AE04""]"
317145	"[""D08AG02""]"
351446	"[""G03CB01"", ""G03CC02""]"
801398	"[""B05BA01""]"
828706	"[""L01BB05""]"
830882	"[""C08DB01""]"
979379	"[""R03AB03""]"
900468	"[""G04BA01""]"
310586	"[""G03GA01""]"
309338	"[""J01FF01""]"
760638	"[""L03AB09""]"
308842	"[""N03AA02""]"
1088712	"[""A06AX01""]"
2047120	"[""N07BA01""]"
995613	"[""B03AA07""]"
997550	"[""R06AX26""]"
312894	"[""D11AF""]"
314232	"[""H01AC01""]"
310972	"[""S01AD01""]"
730514	"[""C09AA05""]"
797976	"[""D10AE01""]"
701678	"[""A02AF02""]"
761974	"[""G03AA09""]"
795085	"[""L04AB05""]"
750243	"[""G03AA06""]"
861002	"[""A10BA02""]"
900141	"[""S01KA02""]"
979499	"[""R03AB03""]"
311097	"[""D08AG03""]"
311092	"[""D08AG03""]"
996654	"[""R01BA02"", ""R05DA04"", ""R06AX07""]"
731241	"[""B03XA02""]"
861064	"[""N06AB06""]"
866113	"[""N05BE01""]"
885733	"[""C08CA03""]"
895057	"[""D10AE01""]"
896878	"[""G03GA01""]"
898687	"[""C09AA07""]"
899951	"[""A11HA05""]"
900000	"[""A10BD05""]"
903699	"[""H03AA02""]"
904671	"[""C10BX02""]"
905083	"[""M05BA07""]"
905516	"[""N05BA02""]"
884191	"[""C02AC01""]"
895247	"[""N02AA01""]"
966583	"[""D07AC10""]"
993456	"[""M05BX04""]"
309177	"[""N05BA02""]"
309273	"[""N02BA03""]"
309911	"[""C10AD02"", ""R06AA11""]"
312354	"[""R01BA03"", ""R06AB05""]"
312505	"[""A12BA01""]"
1090676	"[""R01BA02"", ""R05CA03""]"
309876	"[""L02AA01""]"
198252	"[""J01AA07""]"
199006	"[""D08AE05""]"
1991509	"[""A06AD02""]"
199224	"[""L02BG03""]"
200015	"[""A11JA""]"
206444	"[""N05BA13""]"
206950	"[""L04AG01""]"
996708	"[""R05FA02""]"
998461	"[""D01AC02""]"
314200	"[""A02BC02""]"
352318	"[""N06BA09""]"
828346	"[""S01CA01""]"
828929	"[""R03BA03""]"
866414	"[""C07AB02""]"
866516	"[""C07AB02""]"
904429	"[""D02AX""]"
905026	"[""M05BA07""]"
892784	"[""J01DD13""]"
308149	"[""G04BA01""]"
309238	"[""R01BA01"", ""R06AB04""]"
2043878	"[""M05BX05""]"
2048017	"[""A03CB""]"
997488	"[""R06AX26""]"
992459	"[""R06AD02""]"
94407	"[""J01CA04""]"
309509	"[""D03BA02""]"
797065	"[""A02BC01""]"
669112	"[""R05CA03""]"
798104	"[""B02BD08""]"
861360	"[""B01AX05""]"
905201	"[""C02DB02""]"
721797	"[""N05AH04""]"
729778	"[""A06AX01""]"
729941	"[""R01BA02"", ""R06AC01""]"
865139	"[""N05AB02""]"
866152	"[""A02BC03""]"
885215	"[""N04AC01""]"
897717	"[""N02AA03""]"
901401	"[""J01AA02""]"
904549	"[""M05BA01""]"
904583	"[""C07AA07""]"
905028	"[""M05BA07""]"
968993	"[""P02CF01""]"
978639	"[""D10AX01""]"
977980	"[""D07AC21""]"
979127	"[""A08AA01""]"
308173	"[""P01BA06""]"
309047	"[""J01DB05""]"
309050	"[""J01DC03""]"
310162	"[""J01FA01""]"
310635	"[""R05CA03""]"
312015	"[""C01DA02""]"
312532	"[""A12BA02"", ""A12BA05""]"
312576	"[""V03AB04""]"
199080	"[""A07BC04""]"
199388	"[""J05AB12""]"
1995293	"[""N01BC01""]"
199826	"[""A03AX13""]"
200059	"[""N05CM05""]"
2003801	"[""N03AX09""]"
204637	"[""A12AA04""]"
2049239	"[""N07BA01""]"
206617	"[""D11AX11""]"
312889	"[""D10AB02""]"
313412	"[""M03BX02""]"
317869	"[""R03DA04""]"
809250	"[""A09AA01""]"
826610	"[""G03CA57""]"
866109	"[""D02AE01""]"
966214	"[""H03AA01""]"
311612	"[""J01XX05""]"
205329	"[""A10BF02""]"
313635	"[""A11CA01"", ""A11GA01"", ""A11HA03"", ""A12CB01""]"
310982	"[""D06BB10""]"
311425	"[""A12CC03""]"
1089990	"[""D08AJ01""]"
198759	"[""C04AC01""]"
2048005	"[""D04AB01""]"
205798	"[""S01AA11""]"
207315	"[""H01BB02""]"
996652	"[""R01BA02"", ""R05DA04"", ""R06AX07""]"
996959	"[""N02BE01"", ""R05DA04""]"
312911	"[""A04AD01"", ""N05CM05""]"
313123	"[""A02BX02""]"
314228	"[""G04BE03""]"
314241	"[""R03DA04""]"
314253	"[""N05CD05""]"
315157	"[""C01DA05"", ""C10AD02""]"
348459	"[""V03AN01"", ""V03AN04""]"
351318	"[""J01CA04""]"
809422	"[""A09AA01""]"
810087	"[""N04BA03""]"
825159	"[""J06BB04""]"
828583	"[""N02AC04"", ""N02BE01""]"
831398	"[""B05BA01""]"
831899	"[""A01AA04""]"
834080	"[""J01CE02""]"
834131	"[""A01AB03""]"
996495	"[""R05CA03"", ""R05DA04""]"
315211	"[""A12CA01""]"
847225	"[""H02AB02""]"
848121	"[""J01FA01""]"
854166	"[""V01AA07""]"
856720	"[""N06CA01""]"
856944	"[""N02AJ22""]"
856984	"[""N02BE01"", ""R05DA03""]"
857390	"[""N02BE01"", ""R05DA03""]"
848934	"[""A16AA01""]"
857346	"[""N02BE01"", ""R05DA03""]"
207716	"[""N07BA01""]"
207963	"[""C09BA03""]"
