rxcui,drug_name,tty,current_final,production,bucket,qa_prior,qa_cat
1086316,triamcinolone acetonide 0.001 MG/MG Topical Gel,SCD,C05AA12|D07AB09|D07XB02,A01AC01|H02AB08|R01AD11,A2-combo-multi,,
245489,beta carotene 10000 UNT Oral Tablet,SCD,A11CA02,D02BB01,A3-single-single,,
1667878,benzoic acid 9 MG / hyoscyamine sulfate 0.12 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG Oral Tablet [Urophen],SBD,A03BA03|G04BX12|J01XX05|V03AB17|V04CG05,A03BA03|G04BX12|J01XX05,A2-combo-multi,,
1037070,pheniramine maleate 16 MG / phenylpropanolamine hydrochloride 50 MG / phenyltoloxamine citrate 16 MG / pyrilamine maleate 16 MG Extended Release Oral Capsule,SCD,R01BA01|R06AB05|R06AC01,R01BA01,A2-combo-multi,,
260393,prednisolone 40 MG/ML Injectable Suspension [Depo-Predate],SBD,A01AC04|A07EA01|C05AA04|H02AB06|S03BA02,A07EA01|H02AB06|S01BA04|S03BA02,A2-combo-multi,,
1658271,{1 (118000 MG) (dimethicone 50 MG/ML Topical Cream) / 1 (8000 MG) (triamcinolone acetonide 10 MG/ML Topical Cream) } Pack,GPCK,A01AC01|C05AA12|D07AB09|D07XB02|H02AB08|P03AX05|R01AD11|R03BA06|S01BA05,P03AX05,A2-combo-multi,,
1660750,betamethasone 6 MG/ML Injectable Suspension [Betavet],SBD,H02AB01,D07AC01|H02AB01|S01BA06|S03BA03,A4-combo-single,,
106222,lidocaine 20 MG/ML Topical Cream,SCD,D04AB01,D04AB01|N01BB02|R02AD02,A4-combo-single,,
283373,pancreatin 180 MG / potassium bicarbonate 190 MG / sodium bicarbonate 380 MG Oral Tablet,SCD,A12BA04|B05CB04,A12BA04,A2-combo-multi,,
1190166,benzalkonium chloride 1.3 MG/ML / lidocaine hydrochloride 20 MG/ML Topical Spray,SCD,C05AD01|D04AB01|D08AJ01|D09AA11,D04AB01|D08AJ01|D08AJ08|N01BB02|R02AA16|R02AD02,A2-combo-multi,,
2056893,chlorpheniramine maleate 0.8 MG/ML / codeine phosphate 2 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,SCD,R05DA04,R05DA04|R06AB04,A4-combo-single,,
206535,1000 ML mannitol 50 MG/ML Injection [Osmitrol],SBD,B05BC01,A06AD16,A4-combo-single,,
313138,sulfanilamide 1050 MG Vaginal Insert,SCD,D06BA05,D06BA05|J01EB06,A3-single-single,,
377500,coal tar / salicylic acid Medicated Shampoo,SCDF,D05AA,D01AE12|N02BA04,A4-combo-single,,
801034,alanine 10.4 MG/ML / arginine 5.75 MG/ML / calcium chloride 0.004 MEQ/ML / dibasic potassium phosphate 2.61 MG/ML / glucose 250 MG/ML / glycine 5.15 MG/ML / histidine 2.4 MG/ML / isoleucine 3 MG/ML / leucine 3.65 MG/ML / lysine 2.9 MG/ML / magnesium chloride 0.01 MEQ/ML / methionine 2 MG/ML / phenylalanine 2.8 MG/ML / proline 3.4 MG/ML / serine 2.5 MG/ML / sodium acetate trihydrate 3.4 MG/ML / sodium chloride 0.01 MEQ/ML / threonine 2.1 MG/ML / tryptophan 0.9 MG/ML / tyrosine 0.2 MG/ML / valine 2.9 MG/ML Injectable Solution [Clinimix E 5/25],SBD,B05BA01,B05CX03|B05XB03|N06AX02|V03AB26,A4-combo-single,,
853134,capsaicin 0.00025 MG/MG / menthol 0.05 MG/MG Medicated Patch,SCD,M02AB,N01BX04,A4-combo-single,CHANGE_CORRECT,
834177,chlorhexidine gluconate 5 MG/ML Topical Solution [Hibistat],SBD,D08AC02|D09AA12,A01AB03|D08AC02|R02AA05,A2-combo-multi,,
208589,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Suspension [Dexacidin],SBD,S01AA03|S01AA18|S01BA01|S01CB01|S03AA01|S03AA03|S03BA01,A07AA01|D06AX04|H02AB02|S01AA03|S01BA01,A2-combo-multi,,
208649,dexamethasone 0.1 MG/ACTUAT Nasal Inhalant [Dexacort Phosphate in Turbinaire],SBD,R01AD03,H02AB02|S01BA01,A4-combo-single,,
2099286,12 HR chlorpheniramine maleate 8 MG / codeine phosphate 54.3 MG Extended Release Oral Tablet [Tuxarin],SBD,R05DA04,R05DA04|R06AB04,A4-combo-single,,
210110,calcium carbonate 500 MG Chewable Tablet [Alkets],SBD,A02AC01|A12AA04,A12AA04,A1-single-multi,CHANGE_CORRECT,
211189,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Esgic],SBD,N02BE01,N02BE01|N06BC01,A4-combo-single,,
2168528,lidocaine hydrochloride 50 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Topical Spray,SCD,D04AB01,D04AB01|N01BB02|R01AA04|R02AD02|S01FB01|S01XA20,A4-combo-single,,
1114604,{30 (ascorbic acid 120 MG / calcium carbonate 200 MG / cholecalciferol 0.41 MG / choline bitartrate 55 MG / ferrous fumarate 27 MG / folic acid 1 MG / niacin 20 MG / potassium iodide 0.15 MG / pyridoxine hydrochloride 50 MG / riboflavin 3 MG / thiamine mononitrate 3 MG / vitamin B12 0.008 MG / vitamin E 0.03 MG / zinc oxide 15 MG Delayed Release Oral Tablet) / 30 (docosahexaenoic acid 250 MG / eicosapentaenoic acid 0.625 MG Oral Capsule) } Pack [Gesticare DHA],BPCK,A02AC01|A11CC05|A11DA01|A11GA01|A11HA02|A11HA03|A11HA04|A12AA04|B03AA02|B03BA01|B03BB01|C04AC01|C10AD02|N02BA03|N07AX02|R05CA02|S01XA04|S01XA26|V03AB21,A11CC05|A11DA01|A11GA01|A11HA02|A11HA03|A11HA04|B03BA01|B03BB01,A2-combo-multi,,
1115831,ephedrine hydrochloride 1.25 MG/ML / guaifenesin 20 MG/ML Oral Solution,SCD,C01CA26|R03CA02|R05CA03,R05CA03,A2-combo-multi,,
2184153,chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 20 MG Extended Release Oral Tablet,SCD,R01BA03|R06AB04,R06AB04,A2-combo-multi,,
1087180,aluminum hydroxide 6.34 MG/ML / magnesium carbonate 26.2 MG/ML Oral Suspension [Riginic],SBD,A02AA01|A02AB01|A02AB02|A06AD01,A02AB01,A2-combo-multi,,
996759,codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / promethazine hydrochloride 1.25 MG/ML Oral Solution [M-Phen],SBD,R01BA03|R05DA04|R06AD02,R05DA04,A2-combo-multi,,
2108020,dexamethasone 0.4 MG Drug Implant [Dextenza],SBD,S01BA01,H02AB02|S01BA01,A3-single-single,,
1148952,salicylic acid 18 MG/ML Topical Cream [Miracle Rash Repair],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
1235496,salicylic acid 10 MG/ML Topical Cream [Sebrx Acne Control],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
485166,acetaminophen 325 MG / caffeine 30 MG / phenylpropanolamine 20 MG / pyrilamine 12.5 MG Oral Tablet,SCD,N02BE01|N06BC01|R01BA01|R06AC01,N02BE01|N06BC01|R01BA01,A2-combo-multi,,
577237,metronidazole 0.01 MG/MG Topical Gel,SCD,D06BX01,A01AB17|D06BX01|P01AB01,A4-combo-single,,
858772,hydrocodone bitartrate 2.5 MG / ibuprofen 200 MG Oral Tablet [Reprexain],SBD,N02AJ23,R05DA03,A4-combo-single,,
859216,chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Chlorgest HD],SBD,R01BA03|R05DA03|R06AB04,R05DA03|R06AB04,A2-combo-multi,,
1000128,1 ML medroxyprogesterone acetate 150 MG/ML Injection [Depo-Provera],SBD,L02AB02,G03DA02,A4-combo-single,,
1010895,lidocaine hydrochloride 40 MG/ML Topical Cream,SCD,D04AB01,D04AB01|N01BB02|R02AD02,A4-combo-single,,
1039556,salicylic acid 20 MG/ML Medicated Pad [Clearasil Acne Control],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
248411,salicylic acid 7.5 MG/ML Topical Solution,SCD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
259047,gentamicin 0.4 MG/ML Injectable Solution,SCD,J01GB03|S03AA06,D06AX07|S03AA06,A2-combo-multi,,
259581,glycerin 2 MG/ML / hypromellose 2 MG/ML / polyethylene glycol 400 10 MG/ML Ophthalmic Solution,SCD,S01XA20,S01KA02,A4-combo-single,,
284328,sodium fluoride 1 MG/ML Oral Solution,SCD,A01AA01|A12CD01,A01AA01,A2-combo-multi,,
1658672,benzocaine 15 MG / menthol 2.6 MG Oral Lozenge [Angidol],SBD,R02AD01,C05AD03|D04AB04|R02AD01,A4-combo-single,,
1665459,2 ML ketorolac tromethamine 30 MG/ML Injection,SCD,M01AB15,M01AB15|S01BC05,A4-combo-single,,
1667872,"hyoscyamine sulfate 0.12 MG / methenamine 120 MG / methylene blue 10 MG / sodium phosphate, monobasic 40.8 MG Oral Capsule [Indiomin]",SBD,A03BA03|J01XX05|V03AB17|V04CG05,A03BA03|J01XX05,A2-combo-multi,,
1664645,capsaicin 0.25 MG/ML / menthol 12.5 MG/ML / methyl salicylate 100 MG/ML Topical Lotion,SCD,M02AB01,N01BX04,A4-combo-single,,
1737850,1 ML methylene blue 10 MG/ML Injection,SCD,V03AB17,V03AB17|V04CG05,A4-combo-single,,
1099575,pseudoephedrine hydrochloride 60 MG / triprolidine hydrochloride 2.5 MG Oral Tablet [Actacin],SBD,R01BA02|R06AX07,R01BA02|R01BA52|R06AX07,A2-combo-multi,,
858836,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Liquitussin HC],SBD,R01BA03|R05DA03|R06AB04,R05DA03|R06AB04,A2-combo-multi,,
1000642,pilocarpine hydrochloride 0.04 MG/MG Ophthalmic Gel [Pilopine],SBD,S01EB01,N07AX01|S01EB01,A4-combo-single,,
1045481,benzalkonium chloride 1 MG/ML Topical Foam [Meditize],SBD,D08AJ01|D09AA11,D08AJ01|D08AJ08|R02AA16,A2-combo-multi,,
1053247,benzocaine 75 MG/ML Mucous Membrane Topical Solution [Orajel],SBD,C05AD03|D04AB04,C05AD03|D04AB04|R02AD01,A2-combo-multi,,
248249,triclosan 3 MG/ML Topical Lotion,SCD,D08AE04|D09AA06,D08AE04,A2-combo-multi,,
1665214,200 ML ciprofloxacin 2 MG/ML Injection [Cipro],SBD,J01MA02|S03AA07,J01MA02,A2-combo-multi,,
1234552,pramoxine hydrochloride 10 MG/ML / zinc acetate 1 MG/ML Topical Lotion [Caladryl Clear],SBD,D04AB,A16AX05,A4-combo-single,,
425101,triclosan 1.5 MG/ML Topical Solution,SCD,D08AE04|D09AA06,D08AE04,A2-combo-multi,,
617304,amoxicillin 250 MG / clavulanate 62.5 MG Chewable Tablet,SCD,J01CR02,J01CA04,A4-combo-single,,
1000673,sulfacetamide sodium 0.1 MG/MG Ophthalmic Ointment,SCD,S01AB04,D10AB02,A4-combo-single,,
1000672,sulfacetamide sodium 0.1 MG/MG / sulfur 0.05 MG/MG Topical Gel [Avar],SBD,D10AB02|D10AF06,D10AB02,A2-combo-multi,,
1039391,triclosan 5 MG/ML Medicated Pad,SCD,D08AE04|D09AA06,D08AE04,A2-combo-multi,,
308085,aluminum hydroxide 120 MG/ML / magnesium hydroxide 60 MG/ML Oral Suspension,SCD,A02AD01,A02AB01,A4-combo-single,,
1657122,salicylic acid 20 MG/ML Medicated Pad [Asepxia],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
213556,betamethasone 0.0005 MG/MG Topical Ointment [Maxivate],SBD,C05AA05|D07AC01|D07XC01,D07AC01,A2-combo-multi,CHANGE_CORRECT,
2180420,magnesium citrate 17000 MG Powder for Oral Solution,SCD,A06AD19|A12CC04|B05CB03,A12CC04,A1-single-multi,,
1046963,atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Spastolate],SBD,A03BA01|A03BA03|A04AD01|N03AA02|N05CM05,A03BA03|N03AA02,A2-combo-multi,,
1658265,1000 ML magnesium sulfate 40 MG/ML Injection,SCD,B05XA05,A06AD04|B05XA05,A4-combo-single,,
2047247,baricitinib 2 MG Oral Tablet [Olumiant],SBD,L04AF02,L04AA37,A3-single-single,,
313248,tetracycline hydrochloride 0.01 MG/MG Ophthalmic Ointment,SCD,S01AA09,D06AA04|J01AA07,A4-combo-single,,
800687,glucose 50 MG/ML / magnesium chloride 0.00361 MEQ/ML / potassium chloride 0.013 MEQ/ML / sodium acetate 0.0268 MEQ/ML / sodium chloride 0.0239 MEQ/ML Injectable Solution [Isolyte H],SBD,A12BA01|A12CA01|A12CC01|B05CB01|B05CX01|B05XA01|B05XA03|B05XA08|B05XA11|V04CA02|V06DC01,B05XA08,A2-combo-multi,,
801145,magnesium acetate 0.0015 MEQ/ML / potassium acetate 0.013 MEQ/ML / sodium chloride 0.04 MEQ/ML Injectable Solution [Plasma-Lyte 56],SBD,A12CA01|B05CB01|B05XA03|B05XA17,B05XA17,A2-combo-multi,,
1101940,sodium fluoride 0.011 MG/MG Toothpaste [Ethedent],SBD,A01AA01|A12CD01,A01AA01,A2-combo-multi,,
1190750,5 ML atropine sulfate 0.14 MG/ML / edrophonium chloride 10 MG/ML Injection [Enlon-Plus],SBD,A03BA01|V04CX07,A03BA01|S01FA01,A2-combo-multi,CHANGE_CORRECT,
208947,hydrocortisone 100 MG Injection [A-Hydrocort],SBD,A01AC03|A07EA02|C05AA01|H02AB09,H02AB09,A1-single-multi,,
211726,phenylephrine 1.2 MG/ML / zinc sulfate 2.5 MG/ML Ophthalmic Solution [Zincfrin],SBD,S01FB01|S01GA05,A12CB01,A2-combo-multi,,
212094,calamine / phenol Topical Lotion,SCDF,D04AX,D08AE03,A4-combo-single,,
486109,aluminum chloride 250 MG/ML Topical Solution [Lumicain],SBD,D11AA,D10AX01,A4-combo-single,,
857403,12 HR clemastine fumarate 1.34 MG / phenylpropanolamine hydrochloride 75 MG Extended Release Oral Tablet [Allerhist-D],SBD,R01BA01|R06AA04,R01BA01,A2-combo-multi,,
858374,24 HR minocycline 65 MG Extended Release Oral Tablet [Solodyn],SBD,J01AA08,A01AB23|J01AA08,A3-single-single,,
858797,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Histussin-HC],SBD,R01BA03|R05DA03|R06AB04,R05DA03|R06AB04,A2-combo-multi,,
1038908,sodium fluoride 0.221 MG/ML Mouthwash [Listerine],SBD,A01AA01|A12CD01,A01AA01,A2-combo-multi,,
261280,gabapentin 600 MG Oral Tablet [Neurontin],SBD,N02BF01,N02BF01|N03AX12,A3-single-single,,
212462,calcium carbonate 850 MG Chewable Tablet [Alka-Mints],SBD,A02AC01,A12AA04,A3-single-single,,
242816,100 ML gentamicin 1 MG/ML Injection,SCD,J01GB03,D06AX07|S03AA06,A4-combo-single,,
544754,triclosan 20 MG/ML Medicated Liquid Soap,SCD,D08AE04|D09AA06,D08AE04,A2-combo-multi,,
1737744,500 ML lidocaine hydrochloride 4 MG/ML Injection,SCD,C01BB01,D04AB01|N01BB02|R02AD02,A4-combo-single,,
1741930,salicylic acid 18 MG/ML Medicated Liquid Soap [Psoriwash],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
1791230,diltiazem hydrochloride 5 MG/ML Injection,SCD,C05AE03|C08DB01,C08DB01,A2-combo-multi,,
1804178,ethanol 0.48 ML/ML Topical Solution,SCD,D08AX08,D08AX08|V03AB16|V03AZ01,A4-combo-single,,
1813112,{24 (drospirenone 3 MG / ethinyl estradiol 0.02 MG / levomefolate calcium 0.451 MG Oral Tablet) / 4 (levomefolate calcium 0.451 MG Oral Tablet) } Pack [Rajani 28 Day],BPCK,G03AA12,G03AC10,A4-combo-single,,
1876395,benzethonium chloride 2 MG/ML Topical Cream [NoRisc],SBD,D08AJ08,R02AA09,A4-combo-single,,
1244199,sodium hyaluronate 0.025 MG/MG Topical Gel,SCD,D03AX05,M09AX01,A4-combo-single,,
1293042,chlorpheniramine tannate 2 MG / methscopolamine nitrate 1.5 MG Chewable Tablet [Dexodryl],SBD,A03BB03|R06AB04,R06AB04,A2-combo-multi,,
1293311,1 ML atropine sulfate 0.4 MG/ML Prefilled Syringe,SCD,A03BA01,A03BA01|S01FA01,A4-combo-single,,
1293739,chromic chloride 0.0205 MG/ML / copper sulfate 1.57 MG/ML / manganese sulfate 0.308 MG/ML / selenious acid 0.0327 MG/ML / zinc sulfate 4.39 MG/ML Injectable Solution [Multitrace-5],SBD,B05BB,A12CB01|V03AB20,A4-combo-single,,
1294382,diphenhydramine hydrochloride 2.5 MG/ML / hydrocodone bitartrate 0.7 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,SCD,R01BA03|R05DA03|R06AA02,R05DA03,A2-combo-multi,,
1294557,diphenhydramine hydrochloride 25 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet,SCD,R01BA02|R06AA02,R01BA02,A2-combo-multi,,
1298255,povidone-iodine 3 MG/ML Topical Solution [Rexall],SBD,D08AG02|D09AA09|D11AC06,D08AG02|D09AA09|D11AC06|G01AX11|R02AA15,A2-combo-multi,,
1299879,phenylephrine hydrochloride 5 MG Oral Tablet [Congestaid II],SBD,R01BA03,R01AA04|S01FB01|S01XA20,A3-single-single,,
1300382,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe",SCD,J07AJ52,J07AF01|J07AM01,A4-combo-single,,
1302680,cholecalciferol 80 UNT/ML / vitamin A 800 UNT/ML Oral Solution,SCD,A11CB,A11CA01|A11CC05,A4-combo-single,,
1310589,{10 (12 HR clonidine hydrochloride 0.1 MG Extended Release Oral Tablet [Kapvay]) / 10 (12 HR clonidine hydrochloride 0.2 MG Extended Release Oral Tablet [Kapvay]) } Pack [Kapvay Dose Pack],BPCK,C02AC01|N02CX02|S01EA04,C02AC01|N02CX02,A2-combo-multi,,
1358843,phenylephrine hydrochloride 5 MG Oral Tablet [Sudo-Tab],SBD,R01BA03,R01AA04|S01FB01|S01XA20,A3-single-single,,
1359029,{21 (ethinyl estradiol 0.03 MG / norethindrone acetate 1.5 MG Oral Tablet) } Pack [Gildess 1.5/30 21 Day],BPCK,G03AC01|G03CA01|G03DC02|L02AA03,G03AA05,A2-combo-multi,,
1362704,benzocaine 20 MG/ML / cetylpyridinium chloride 1 MG/ML / menthol 5 MG/ML Mucous Membrane Topical Solution,SCD,R02AA,C05AD03|D04AB04|R02AD01,A4-combo-single,,
1367691,{21 (ethinyl estradiol 0.035 MG / norethindrone 0.4 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Gildagia],BPCK,G03AC01|G03CA01|G03DC02|L02AA03,G03CA01|G03DC02,A2-combo-multi,,
198153,colchicine 0.5 MG / probenecid 500 MG Oral Tablet,SCD,M04AC51,M04AB01|M04AC01,A4-combo-single,,
1430054,undecylenic acid 200 MG/ML Topical Spray [Hongo Killer],SBD,D01AE04,D01AE04|D01AE20,A4-combo-single,CHANGE_CORRECT,
1436374,capsaicin 0.35 MG/ML / menthol 50 MG/ML / methyl salicylate 200 MG/ML Topical Cream [Doloracin],SBD,M02AB01,N01BX04,A4-combo-single,,
1439953,acetic acid 20 MG/ML / chlorhexidine gluconate 20 MG/ML / ketoconazole 10 MG/ML Medicated Shampoo [Mal-A-Ket],SBD,D01AC08|D08AC02,A01AB03|D01AC08|D08AC02|G01AD02|J02AB02|R02AA05|S02AA10,A2-combo-multi,,
1441563,zinc pyrithione 7.5 MG/ML Medicated Shampoo [Head & Shoulders Damage Treatment],SBD,D11AC,D11AX12,A4-combo-single,,
1482662,chlorhexidine gluconate 23 MG/ML / ketoconazole 10 MG/ML Medicated Shampoo [Ketochlor],SBD,D01AC08|D08AC02,A01AB03|D01AC08|D08AC02|J02AB02|R02AA05,A2-combo-multi,,
1483223,hydrocortisone 10 MG/ML Topical Lotion [Resicort],SBD,C05AA01|D07AA02|D07AB02|D07AB11|D07AC16|D07XA01,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A2-combo-multi,,
1540235,ketorolac 2.88 MG/ML / phenylephrine 10.16 MG/ML Ophthalmic Irrigation Solution [Omidria],SBD,S01FB51,M01AB15|R01AA04|S01BC05|S01FB01|S01XA20,A4-combo-single,,
1540356,hydrocortisone 25 MG/ML Topical Cream [Proctosol],SBD,D07AA02,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A4-combo-single,,
1545688,benzalkonium chloride 1.3 MG/ML / lidocaine hydrochloride 25 MG/ML Topical Spray [Bactine],SBD,C05AD01|D04AB01|D08AJ01|D09AA11,D04AB01|D08AJ01|D08AJ08|N01BB02|R02AA16|R02AD02,A2-combo-multi,,
1549304,miconazole nitrate 20 MG/ML / salicylic acid 20 MG/ML Medicated Shampoo [Dermazole],SBD,D01AC02|D01AE12,A01AB09|D01AC02|D01AE12|G01AF04|N02BA04,A2-combo-multi,,
1746915,6 ML obiltoxaximab 100 MG/ML Injection [Anthim],SBD,J06BC04,J06BB22,A4-combo-single,,
