rxcui,atcprod_l4s,candidate_l5,coverage
1085614,,,MISS
1037273,N02BE,N02BE01,COVERED
1085807,,,MISS
284544,,,MISS
244523,,,MISS
1049182,R01BA,R01BA03,COVERED
1085805,,,MISS
238754,H02AB,H02AB09,COVERED
237631,,,MISS
238144,,,MISS
1661427,B05XA,B05XA03,COVERED
1659927,L01XJ,L01XJ02,COVERED
1666374,C01CA,C01CA06,COVERED
1010745,N01BB,N01BB02,COVERED
349625,,,MISS
836370,,,MISS
240093,N02BE,N02BE01,COVERED
204759,,,MISS
249465,C05AX,C05AX06,COVERED
205247,,,MISS
252965,D08AG,D08AG02,COVERED
206963,,,MISS
315120,,,MISS
806013,,,MISS
832909,A12AX,,COVERED
211835,,,MISS
318202,D10AF,D10AF02,COVERED
833695,,,MISS
212837,,,MISS
853499,N02BA,N02BA01,COVERED
996202,S01GA,S01GA02,COVERED
2122526,J05AR,J05AR25,COVERED
1087208,B03AE,,COVERED
830871,,,MISS
832924,,,MISS
2197238,N01BA,N01BA05,COVERED
857822,,,MISS
1090699,R01BA,R01BA02,COVERED
1000500,G03FA,,COVERED
807016,D02AX,,COVERED
1092680,,,MISS
1092602,,,MISS
1088255,L01EB,L01EB02,COVERED
1100258,,,MISS
1099097,,,MISS
2121061,L01ED,L01ED02,COVERED
1190897,,,MISS
1147659,,,MISS
425319,,,MISS
858851,,,MISS
1114074,L01EX,L01EX04,COVERED
1101840,N01BX,N01BX03,COVERED
1006685,,,MISS
309286,B06AA,B06AA04,COVERED
1044470,,,MISS
1046598,,,MISS
1046862,,,MISS
1048309,,,MISS
860092,M01AB,M01AB15,COVERED
1047451,,,MISS
1039942,D08AX,D08AX08,COVERED
1049904,,,MISS
1049725,,,MISS
1038791,D08AJ|D11AC,D08AJ01,COVERED
1086249,,,MISS
1086242,,,MISS
1116098,,,MISS
1189683,,,MISS
1041846,,,MISS
1046969,,,MISS
242446,S02AA,S02AA16,COVERED
1737636,C01BB,C01BB01,COVERED
1720002,C05AX,C05AX06,COVERED
1005844,,,MISS
1047766,,,MISS
604664,R01BA,R01BA03,COVERED
1049905,,,MISS
603208,L01EB,L01EB02,COVERED
245249,D01BA,D01BA01,COVERED
248426,,,MISS
259533,,,MISS
1192980,,,MISS
1049549,,,MISS
243587,D04AB,D04AB04,COVERED
1795169,,,MISS
310411,,,MISS
312497,,,MISS
1721571,L01EB,L01EB04,COVERED
200139,,,MISS
1788839,D08AX,D08AX08,COVERED
205848,,,MISS
343013,,,MISS
1745438,C05AD,C05AD01,COVERED
1720258,B03BB,B03BB01,COVERED
1795170,B05BB,,COVERED
1116143,,,MISS
1190920,,,MISS
1001691,A11JB,,COVERED
2181302,,,MISS
858900,,,MISS
859939,,,MISS
860147,,,MISS
1994362,L01EL,L01EL01,COVERED
1111343,S01GX,S01GX09,COVERED
1043389,,,MISS
1046575,,,MISS
805663,N06BA,N06BA13,COVERED
1673951,,,MISS
1807547,,,MISS
1655054,B02BC,B02BC06,COVERED
1747697,J05AR,J05AR17,COVERED
1006120,S01AB,S01AB04,COVERED
1808194,,,MISS
1807513,J01XA,J01XA01,COVERED
1044936,D02AA,,COVERED
1801298,A12BA,A12BA01,COVERED
1790877,B03BB,B03BB01,COVERED
284140,D02AA,,COVERED
1807636,B05XA,B05XA03,COVERED
1244576,,,MISS
1860139,A12BA,A12BA01,COVERED
1247831,,,MISS
1869797,D04AB,D04AB01,COVERED
1921589,L01XK,L01XK03,COVERED
1868494,C01DA,C01DA02,COVERED
1939340,D04AB,D04AB01,COVERED
1291292,,,MISS
1293854,,,MISS
1297956,,,MISS
1870112,M02AC,,COVERED
1293997,,,MISS
1251355,A02AD,A02AD03,COVERED
1244968,R01AX,,COVERED
1300288,,,MISS
1248057,R01BA,R01BA03,COVERED
1312265,,,MISS
1242123,R02AA,R02AA19,COVERED
1362221,,,MISS
1293506,N02CA,N02CA02,COVERED
1368280,,,MISS
1363787,,,MISS
1372890,,,MISS
1372449,,,MISS
1424008,,,MISS
1428830,,,MISS
1314768,J01GB,J01GB01,COVERED
1366794,C05AD,C05AD01,COVERED
1373142,D04AB,D04AB01,COVERED
1723168,,,MISS
1876729,,,MISS
1373137,D04AB,D04AB01,COVERED
1251788,,,MISS
1297521,,,MISS
1305902,,,MISS
1367702,,,MISS
1947133,H02AB,H02AB08,COVERED
197960,C02LB,,COVERED
1424042,,,MISS
1308577,,,MISS
1542981,N02AJ,,COVERED
1373503,G03AA|G03AB|G03CA,G03AA08|G03AB03|G03CA01,COVERED
1363788,,,MISS
1375110,,,MISS
1427002,D04AB,D04AB01,COVERED
1423319,,,MISS
1375107,,,MISS
1552226,D04AB,D04AB04,COVERED
1596460,,,MISS
1648217,,,MISS
1366116,D06AX,D06AX05,COVERED
1251276,,,MISS
1598039,,,MISS
1245700,,,MISS
198204,N02BE,N02BE01,COVERED
1312713,,,MISS
1251371,A01AB,,COVERED
1358506,,,MISS
1359242,,,MISS
1545036,,,MISS
1652093,R05DA,R05DA04,COVERED
1592764,,,MISS
1535978,,,MISS
730976,,,MISS
1604323,D08AJ,D08AJ01,COVERED
1597267,L01FX,L01FX07,COVERED
1251495,G03FA,,COVERED
1542803,N01BA,N01BA05,COVERED
672601,N02BE,N02BE01,COVERED
749849,,,MISS
645146,D11AX,D11AX01,COVERED
308488,,,MISS
757594,,,MISS
756189,,,MISS
668579,L01XH,L01XH01,COVERED
1942846,A07BB,,COVERED
992795,,,MISS
756245,N02BE,N02BE01,COVERED
308636,,,MISS
309472,,,MISS
200141,V06DC,V06DC01,COVERED
205352,,,MISS
206952,,,MISS
313927,,,MISS
797450,,,MISS
313807,,,MISS
312539,R05CA,R05CA02,COVERED
762967,,,MISS
2058529,J01AA,J01AA08,COVERED
312515,A12BA,A12BA01,COVERED
904311,A12CX,,COVERED
310355,,,MISS
2049505,,,MISS
201415,,,MISS
206285,,,MISS
628918,,,MISS
807839,,,MISS
705166,,,MISS
977836,G03AC,G03AC01,COVERED
882548,D10AD,D10AD01,COVERED
756235,,,MISS
308715,D07XC,D07XC01,COVERED
808513,A11JA,,COVERED
749857,,,MISS
978950,G03CA|G03AA|G03AB,G03CA03,COVERED
797277,,,MISS
795727,,,MISS
877466,A11EB,,COVERED
883748,,,MISS
901649,,,MISS
966623,,,MISS
93462,,,MISS
310882,,,MISS
797022,H02AB,H02AB02,COVERED
312740,,,MISS
313630,,,MISS
995064,R05DA,R05DA04,COVERED
312513,,,MISS
731591,,,MISS
730876,,,MISS
749151,,,MISS
198473,N02BA,N02BA01,COVERED
311364,J01MA,J01MA07,COVERED
309699,,,MISS
895952,,,MISS
309502,,,MISS
204874,S01CA,,COVERED
312570,S01AX,S01AX18,COVERED
206359,,,MISS
831485,,,MISS
891867,,,MISS
706820,S01XA,,COVERED
896976,C07BG,,COVERED
2003123,R05CA,R05CA03,COVERED
992682,,,MISS
308369,,,MISS
754869,,,MISS
748977,G03AC,G03AC01,COVERED
993111,,,MISS
312279,,,MISS
198268,P02CA,P02CA02,COVERED
206726,,,MISS
204675,,,MISS
312769,,,MISS
798447,J07AG,,COVERED
314244,,,MISS
845491,,,MISS
209265,,,MISS
314108,J01AA,J01AA08,COVERED
827757,R05CA,R05CA03,COVERED
996097,G04CA,G04CA02,COVERED
211641,,,MISS
999749,B03AE,,COVERED
315096,G03AA,,COVERED
1091600,,,MISS
801417,B05BA,,COVERED
847628,V07AB,,COVERED
211747,D08AG,D08AG02,COVERED
1101385,,,MISS
212567,D07AA,D07AA02,COVERED
2107511,M02AC,,COVERED
2183700,R01BA,R01BA02,COVERED
1099719,R01BA,R01BA02,COVERED
2183676,,,MISS
2168270,N01AH,N01AH01,COVERED
1113064,,,MISS
1115016,,,MISS
1113392,,,MISS
210073,D01AE,D01AE12,COVERED
1116107,,,MISS
213109,M02AB,M02AB01,COVERED
1117564,,,MISS
1192981,,,MISS
616785,,,MISS
1037245,,,MISS
1038795,,,MISS
1085691,,,MISS
243450,,,MISS
1190817,S01FA,S01FA01,COVERED
248113,,,MISS
260126,,,MISS
1000126,L02AB,L02AB02,COVERED
260405,,,MISS
1659147,,,MISS
1112703,,,MISS
858871,,,MISS
245248,D01BA,D01BA01,COVERED
1045558,,,MISS
1085785,,,MISS
239202,,,MISS
237867,A02AF,,COVERED
1092591,,,MISS
241514,,,MISS
1037336,,,MISS
213499,A01AB,A01AB02,COVERED
1116277,,,MISS
1050789,,,MISS
831718,,,MISS
606786,D10AF,,COVERED
1046529,D08AJ,D08AJ01,COVERED
1049568,D08AX,D08AX08,COVERED
836374,,,MISS
213540,,,MISS
1049882,D04AA,D04AA32,COVERED
828367,C05AD,C05AD07,COVERED
310311,,,MISS
205075,,,MISS
857748,,,MISS
2166129,R01BA,R01BA03,COVERED
209769,,,MISS
2169362,L01FD,L01FD01,COVERED
834206,D08AC,D08AC02,COVERED
313322,P02CA,P02CA02,COVERED
1101425,,,MISS
1145624,,,MISS
208334,D10AD,D10AD01,COVERED
1005860,,,MISS
1095271,A01AB,A01AB02,COVERED
1012943,,,MISS
1006707,,,MISS
857366,D01AC,D01AC03,COVERED
1053855,,,MISS
244496,,,MISS
1085700,,,MISS
307753,,,MISS
1653767,,,MISS
248341,D04AB,D04AB04,COVERED
1037288,,,MISS
1116155,D04AB,D04AB07,COVERED
1006688,D10AF,D10AF06,COVERED
1048336,G04BX,G04BX12,COVERED
1011093,C01BB,C01BB01,COVERED
1667909,C01CA,C01CA02,COVERED
804186,J07BD,,COVERED
244542,,,MISS
243774,,,MISS
1234566,,,MISS
1047795,G04BX,G04BX12,COVERED
1052767,R01BA,R01BA03,COVERED
1014331,,,MISS
544743,D11AC,,COVERED
1737345,C01BB,C01BB01,COVERED
416910,D02AF,,COVERED
259191,A11JA,,COVERED
1046924,A03CB,,COVERED
1728301,,,MISS
1667684,,,MISS
1798297,,,MISS
1037347,,,MISS
1805285,,,MISS
996584,,,MISS
314982,,,MISS
211809,,,MISS
2183672,,,MISS
1092422,R06AA,R06AA02,COVERED
244967,S01AA,S01AA18,COVERED
404063,,,MISS
1236048,R01BA|R05DA,R01BA03,COVERED
539903,,,MISS
562521,,,MISS
603711,,,MISS
237210,A03AD,A03AD01,COVERED
310759,D07BA,,COVERED
1006116,,,MISS
208330,D10AD,D10AD01,COVERED
849410,A11JC,,COVERED
1012764,,,MISS
1047771,,,MISS
1006693,D10AF,D10AF06,COVERED
604020,S01AD,S01AD09,COVERED
311415,A02AF,,COVERED
1668248,B05XA,B05XA19,COVERED
857131,N02AJ,,COVERED
208424,S01KA,,COVERED
1863986,,,MISS
240984,J01CR,J01CR04,COVERED
1005856,D10AF,D10AF06,COVERED
1807551,B05XA,B05XA03,COVERED
1293628,,,MISS
1294196,,,MISS
1868486,B05XA,B05XA02,COVERED
1363509,,,MISS
1297549,,,MISS
1807511,J01XA,J01XA01,COVERED
1490668,,,MISS
1245230,D08AC,D08AC02,COVERED
1489163,,,MISS
1873993,L01EF,L01EF02,COVERED
1542796,,,MISS
1547648,,,MISS
1251398,R01AX,,COVERED
1549433,,,MISS
1549317,,,MISS
1542798,,,MISS
1541630,R05DA,R05DA04,COVERED
1373379,D02AA,,COVERED
1293651,,,MISS
1421626,,,MISS
1492387,A02AF,,COVERED
1293487,R01BA,R01BA03,COVERED
1491562,,,MISS
1294026,D04AB,D04AB07,COVERED
1545789,,,MISS
1547928,,,MISS
1294024,D07XA,D07XA01,COVERED
1247445,S01JA,S01JA01,COVERED
1437295,D01AE,D01AE04,COVERED
1356073,,,MISS
1369971,R05DB,R05DB10,COVERED
1235456,A02AF,,COVERED
1599169,,,MISS
1366495,R06AE,R06AE04,COVERED
1543162,D04AB,D04AB06,COVERED
1604384,L01EX,L01EX08,COVERED
1875468,,,MISS
1298275,,,MISS
197404,A11CA,A11CA02,COVERED
1430453,L01EB,L01EB03,COVERED
1484809,,,MISS
1606483,C05AA,C05AA01,COVERED
1604331,,,MISS
1608264,,,MISS
1869320,S01KA,,COVERED
1494826,D10AF,D10AF06,COVERED
1596010,,,MISS
644134,,,MISS
1595989,N01BB,N01BB02,COVERED
745286,,,MISS
1442442,A12AX,,COVERED
797807,,,MISS
646333,M02AB,M02AB01,COVERED
795618,,,MISS
308662,,,MISS
310680,,,MISS
899217,D08AC,D08AC02,COVERED
905139,,,MISS
724861,N06BA,N06BA13,COVERED
197670,G03EA,,COVERED
800438,B05BA,,COVERED
1305916,D04AX,,COVERED
992765,G01AF,G01AF04,COVERED
978033,,,MISS
310857,,,MISS
311193,,,MISS
753396,,,MISS
800298,,,MISS
759696,H02AB,H02AB02,COVERED
310520,,,MISS
308514,,,MISS
308513,D06AX,D06AX05,COVERED
312353,,,MISS
1089121,,,MISS
808062,N01BA,N01BA05,COVERED
804978,,,MISS
665106,,,MISS
664961,D01AC,D01AC08,COVERED
995483,R05FA,,COVERED
833036,N02AJ,,COVERED
309016,,,MISS
311251,,,MISS
635970,B03AA,B03AA07,COVERED
646456,D01AA,D01AA01,COVERED
311356,,,MISS
790884,D02AF|D01AE,D01AE12,COVERED
1087960,,,MISS
309683,S01CA,,COVERED
206375,,,MISS
797463,B03AE,,COVERED
198462,,,MISS
998537,,,MISS
1088253,L01EB,L01EB02,COVERED
686868,,,MISS
348624,V03AN,V03AN04,COVERED
309917,D02AA,,COVERED
313714,D02AX,,COVERED
897298,,,MISS
637565,D02AA,,COVERED
308389,,,MISS
310127,S01EA,S01EA01,COVERED
312493,,,MISS
1090937,,,MISS
885109,D02AX,,COVERED
308355,,,MISS
1089805,,,MISS
864010,D02AX|D07AC,,COVERED
205714,,,MISS
345131,S01BA,S01BA04,COVERED
205906,D01BA,D01BA01,COVERED
311359,G03AA,,COVERED
308144,,,MISS
343002,G03CA,G03CA07,COVERED
2002727,,,MISS
310323,B03AA,B03AA07,COVERED
751885,G03AA,,COVERED
727988,N01BA,N01BA05,COVERED
204539,,,MISS
901038,D10AF,D10AF06,COVERED
995940,R05FA,,COVERED
979318,,,MISS
309175,,,MISS
206224,,,MISS
315094,,,MISS
206527,,,MISS
1090824,A11JB,,COVERED
313801,,,MISS
828602,,,MISS
2049890,J01XA,J01XA01,COVERED
834179,,,MISS
2055315,D01AE|D02AF,D01AE12,COVERED
207584,,,MISS
994226,M03BA,M03BA02,COVERED
211352,,,MISS
211822,,,MISS
211587,,,MISS
212019,,,MISS
1101019,,,MISS
829758,A11JB,,COVERED
315045,B06AA,B06AA04,COVERED
1115981,,,MISS
1232714,,,MISS
827751,N02AC,N02AC04,COVERED
1145942,,,MISS
210140,D11AF,,COVERED
544438,,,MISS
1115894,D10AF,D10AF06,COVERED
1101754,N02BE,N02BE01,COVERED
1012224,,,MISS
1006703,,,MISS
1013036,,,MISS
1043507,,,MISS
562793,D10AD,D10AD01,COVERED
584414,D01AA,D01AA01,COVERED
1000859,D10AF,D10AF06,COVERED
1098159,D03AX,,COVERED
1000091,D04AX,D04AX01,COVERED
1043757,,,MISS
1052431,,,MISS
1085777,,,MISS
1085748,,,MISS
1663410,,,MISS
616795,,,MISS
1052928,R01BA,R01BA03,COVERED
1011342,,,MISS
859038,,,MISS
1037330,,,MISS
1189623,D04AB,D04AB01,COVERED
616762,D08AX,D08AX08,COVERED
212086,N02BA,N02BA01,COVERED
105226,,,MISS
2184134,,,MISS
1041869,,,MISS
260500,,,MISS
347106,,,MISS
207302,,,MISS
404508,,,MISS
860114,M01AB,M01AB15,COVERED
805659,N06BA,N06BA13,COVERED
829734,B05XA,B05XA05,COVERED
359050,D10AD,D10AD01,COVERED
857583,,,MISS
834162,D08AC,D08AC02,COVERED
848200,D07AC,D07AC01,COVERED
857416,R06AA,R06AA04,COVERED
404509,A02AF,,COVERED
2107764,,,MISS
210692,,,MISS
211639,,,MISS
208331,D10AD,D10AD01,COVERED
309910,,,MISS
1102207,B03AE|A11EX,,COVERED
829187,,,MISS
857828,,,MISS
2118078,,,MISS
847055,C09DA,,COVERED
317161,D04AB,D04AB06,COVERED
209823,N02BA,N02BA01,COVERED
2179019,,,MISS
199891,A12CX,,COVERED
1092683,,,MISS
1150114,,,MISS
1094224,,,MISS
1112489,,,MISS
2109948,S01KA,,COVERED
2119706,S01EE,S01EE01,COVERED
1112250,R01BA,R01BA02,COVERED
210346,D04AX,,COVERED
562768,,,MISS
859126,,,MISS
413424,B05XA,B05XA02,COVERED
859238,,,MISS
860085,,,MISS
1098125,S01KA,,COVERED
1012993,,,MISS
359595,S01XA,,COVERED
1234579,S01FB,S01FB01,COVERED
1012955,D04AB,D04AB01,COVERED
103568,D01AE,D01AE12,COVERED
1086738,,,MISS
283342,,,MISS
1049254,D08AJ,D08AJ01,COVERED
1655489,,,MISS
1049909,R06AA,R06AA02,COVERED
1655506,,,MISS
238850,D08AG,D08AG02,COVERED
1668054,,,MISS
1721266,,,MISS
578759,C01EX,,COVERED
1001029,,,MISS
102770,,,MISS
1045616,,,MISS
562444,M02AB,M02AB01,COVERED
1053196,,,MISS
1192984,A06AG,,COVERED
1658720,,,MISS
1721530,,,MISS
1047479,P02CF,P02CF01,COVERED
1115928,,,MISS
1049306,A04AD,,COVERED
1190839,,,MISS
483446,N02BF,N02BF02,COVERED
1039541,D04AB|C05AA,D04AB07,COVERED
1734932,J05AB,J05AB01,COVERED
1738574,D07XA,D07XA01,COVERED
485818,C01EX,,COVERED
1737567,C01BB,C01BB01,COVERED
1795496,,,MISS
1797511,,,MISS
1792499,D02AB,,COVERED
1801282,,,MISS
1791408,B05BC,B05BC01,COVERED
802716,,,MISS
1794881,B05BB,,COVERED
1795250,B05BB,,COVERED
1190759,,,MISS
2101534,,,MISS
1038806,,,MISS
1006202,,,MISS
1053414,,,MISS
1050494,G03AA,,COVERED
1094451,R06AA,R06AA02,COVERED
1657987,,,MISS
1006701,,,MISS
1721308,,,MISS
1086035,,,MISS
1125493,M02AC,,COVERED
607024,N02BF,N02BF02,COVERED
1244909,,,MISS
1798481,D04AB,D04AB07,COVERED
1245374,,,MISS
238460,D02AF,,COVERED
1250637,,,MISS
1812262,D08AX,D08AX08,COVERED
1868482,B05XA,B05XA02,COVERED
1251505,,,MISS
1251836,,,MISS
1797851,R01AC,R01AC01,COVERED
1362783,,,MISS
1362944,,,MISS
1363759,,,MISS
485558,A01AD,,COVERED
1373217,,,MISS
1359363,D06AX,D06AX05,COVERED
1420997,,,MISS
1483229,,,MISS
1484775,,,MISS
1369424,R05DB,R05DB10,COVERED
1493170,,,MISS
1540669,,,MISS
1441112,D01AE,D01AE12,COVERED
1542804,,,MISS
1547983,,,MISS
1789250,,,MISS
1310473,,,MISS
1811470,D04AB,D04AB01,COVERED
1867993,N01BB,N01BB02,COVERED
1812095,H02AB,H02AB02,COVERED
1242399,R01BA,R01BA02,COVERED
1925790,N02BA,N02BA01,COVERED
1941489,J01AA,J01AA08,COVERED
1361609,,,MISS
1796079,J05AJ,J05AJ03,COVERED
1365984,A11JB,,COVERED
1372899,,,MISS
1363795,,,MISS
1359356,D06AX,D06AX05,COVERED
1483551,G03FA,,COVERED
1426601,G03AA|B03AA,B03AA02,COVERED
1547926,S01FB,S01FB01,COVERED
1292454,,,MISS
1245086,,,MISS
197530,G01AF,G01AF02,COVERED
1544717,D04AB,D04AB07,COVERED
1242406,R01BA,R01BA02,COVERED
1495092,G03AC,G03AC01,COVERED
1313971,,,MISS
1364278,,,MISS
1549386,R01AA,R01AA04,COVERED
1491000,,,MISS
1650988,,,MISS
1491618,,,MISS
1485610,,,MISS
1537046,,,MISS
1536833,N02BA,N02BA01,COVERED
1539808,D01AE,D01AE12,COVERED
1310948,A12AX,,COVERED
1294244,,,MISS
1294264,,,MISS
1248356,R06AA,R06AA02,COVERED
1535619,,,MISS
1302737,D08AJ,D08AJ08,COVERED
1489932,N02BA,N02BA04,COVERED
1923429,S01ED,S01ED01,COVERED
1297519,N02BA,,COVERED
1599135,A01AB,,COVERED
618026,,,MISS
1433879,J05AJ,J05AJ03,COVERED
1550952,D02AB,,COVERED
745535,,,MISS
1595214,R05FA,,COVERED
749565,,,MISS
701913,N02BE,N02BE01,COVERED
1600710,J05AR,J05AR14,COVERED
643125,H02AB,H02AB06,COVERED
758497,,,MISS
1359124,G03FA,,COVERED
623677,J01CE,J01CE08,COVERED
904326,,,MISS
686534,B05BB,,COVERED
995617,,,MISS
745294,,,MISS
894876,,,MISS
992660,,,MISS
308653,,,MISS
992656,,,MISS
688704,,,MISS
993890,N02AJ,N02AJ06,COVERED
308708,,,MISS
801018,,,MISS
753544,G03AA,,COVERED
800472,B05DB,,COVERED
759743,G03AB|G03CA|G03AA,G03CA01,COVERED
896884,N02BA,N02BA01,COVERED
759717,C05AA,C05AA01,COVERED
310875,,,MISS
198912,A12CB,A12CB01,COVERED
309918,D02AA,,COVERED
994839,,,MISS
885580,B03AA,B03AA07,COVERED
861054,,,MISS
707375,,,MISS
994404,R05DA,R05DA04,COVERED
731563,,,MISS
795067,D07AA,D07AA02,COVERED
312216,A03AD,A03AD01,COVERED
311491,,,MISS
731536,M01AE,M01AE01,COVERED
990986,,,MISS
308255,,,MISS
1087262,A11JB,,COVERED
312522,,,MISS
308297,N02BE,N02BE01,COVERED
2045344,,,MISS
643142,V06DD,,COVERED
207017,,,MISS
198467,N02BA,N02BA01,COVERED
318217,,,MISS
2001751,G03AB|G03AA|G03CA,G03AB03|G03AA08|G03CA01,COVERED
309305,S02CA,,COVERED
312541,R05CA,R05CA02,COVERED
200350,,,MISS
759742,G03AA|G03AB,,COVERED
205973,,,MISS
315077,,,MISS
313037,,,MISS
996958,,,MISS
1999890,D06AX,D06AX05,COVERED
312223,A11HA,,COVERED
203088,D01AC,D01AC08,COVERED
2048259,D08AJ,D08AJ01,COVERED
311680,D06BX,D06BX01,COVERED
895464,,,MISS
896789,A11JC,,COVERED
978077,,,MISS
902614,,,MISS
93370,,,MISS
797811,D08AX,D08AX01,COVERED
793099,H02AB,H02AB06,COVERED
309694,,,MISS
312632,,,MISS
702354,D11AX,D11AX01,COVERED
827485,,,MISS
750264,G03AA|G03AB,,COVERED
998516,,,MISS
793871,,,MISS
833507,D07AA|D11AC,D07AA02,COVERED
2057666,D08AJ,D08AJ01,COVERED
205669,S01BA,S01BA01,COVERED
860926,,,MISS
881156,,,MISS
727347,C01CA,C01CA24,COVERED
205104,D11AC,,COVERED
312263,,,MISS
313908,,,MISS
201152,,,MISS
315209,,,MISS
806527,,,MISS
1996965,,,MISS
885880,C02AC,C02AC01,COVERED
1998639,,,MISS
204590,,,MISS
206793,,,MISS
904495,M05BB,,COVERED
313975,D11AX,D11AX16,COVERED
978282,D02AA,,COVERED
198295,M01AB,M01AB03,COVERED
359277,,,MISS
2055751,D06AX,D06AX05,COVERED
999604,D10AF,D10AF06,COVERED
351349,D07AA,D07AA02,COVERED
853618,,,MISS
857597,,,MISS
834152,D08AC,D08AC02,COVERED
209303,,,MISS
2107814,,,MISS
317106,B03BA,B03BA03,COVERED
853501,N02BA,N02BA01,COVERED
213525,,,MISS
208327,D10AD,D10AD01,COVERED
1091511,,,MISS
806727,R01AX,,COVERED
857001,N02AJ,,COVERED
1098408,,,MISS
806396,S01KX,,COVERED
211904,A11CA,A11CA02,COVERED
210487,,,MISS
1148121,,,MISS
402239,,,MISS
1190696,,,MISS
2179641,S01XA,,COVERED
440303,,,MISS
212836,D02AF|J01AA|D01AE,D01AE12,COVERED
349482,N07XX,N07XX04,COVERED
540938,,,MISS
858832,,,MISS
859761,,,MISS
375355,A11JA,,COVERED
860428,,,MISS
1000555,,,MISS
1000680,,,MISS
1117243,D02AA,,COVERED
1006695,,,MISS
1190916,J07AM,J07AM01,COVERED
417425,D02AB,,COVERED
1044914,,,MISS
1044579,,,MISS
1049899,,,MISS
1011809,N01BB,N01BB02,COVERED
1039273,D07AA,D07AA02,COVERED
1013630,G03AA,,COVERED
1052526,D08AX,D08AX08,COVERED
1053192,D08AJ,D08AJ01,COVERED
1047415,D02AF,,COVERED
1013048,,,MISS
244573,A01AD,,COVERED
1234238,G04BE,G04BE01,COVERED
210015,A02AF,,COVERED
1658663,M02AB,M02AB01,COVERED
1014580,R01BA,R01BA02,COVERED
205335,,,MISS
315200,,,MISS
849426,,,MISS
830750,,,MISS
244613,D11AA,,COVERED
804754,M02AB,M02AB01,COVERED
213542,,,MISS
404285,D07AA,D07AA02,COVERED
2166147,,,MISS
209971,N01BA,N01BA03,COVERED
315109,,,MISS
831209,,,MISS
210135,,,MISS
211633,A02AF,,COVERED
211269,,,MISS
858372,J01AA,J01AA08,COVERED
1116173,,,MISS
1090034,M02AC,,COVERED
853372,D02AB,,COVERED
616917,,,MISS
804183,J07BD,,COVERED
2101531,M02AB,M02AB01,COVERED
860576,,,MISS
1011843,,,MISS
307677,,,MISS
241793,,,MISS
1723776,,,MISS
307750,,,MISS
1020477,R06AA,R06AA02,COVERED
1046978,A03CB,,COVERED
1046999,A03CB,,COVERED
1043446,,,MISS
1010448,,,MISS
1050951,,,MISS
244556,,,MISS
584534,S01AA,S01AA17,COVERED
1793920,,,MISS
1090053,,,MISS
106234,D07BA,,COVERED
800410,,,MISS
607295,D10AX,D10AX05,COVERED
1052932,D11AC,,COVERED
1041849,D08AX,D08AX08,COVERED
829753,,,MISS
210041,,,MISS
1235049,,,MISS
1086022,D02AB,,COVERED
237872,,,MISS
211105,,,MISS
1042692,A12AX,,COVERED
544118,D07BA,,COVERED
2122907,,,MISS
1145629,,,MISS
1859165,,,MISS
1716037,G03AB|G03CA|G03AA,G03CA01,COVERED
1098163,D03AX,,COVERED
1807578,B05XA,B05XA03,COVERED
426904,D11AC,,COVERED
1657007,L01FX,L01FX04,COVERED
1871479,,,MISS
1874008,,,MISS
1741569,A02AF,,COVERED
1867998,N01BB,N01BB02,COVERED
1793915,D02AB,,COVERED
1243894,,,MISS
1860463,A12BA,A12BA01,COVERED
1248331,,,MISS
1291607,,,MISS
1291096,,,MISS
1876117,R01BA,R01BA03,COVERED
1869279,V03AZ,V03AZ01,COVERED
1300361,,,MISS
1314779,,,MISS
1246076,D04AB,D04AB07,COVERED
1357938,,,MISS
1358508,,,MISS
1359362,,,MISS
1297832,N01BA,N01BA05,COVERED
1862595,L01XK,L01XK03,COVERED
1245026,R01AX,,COVERED
1362061,,,MISS
1367222,,,MISS
1486208,,,MISS
1374383,D04AB,D04AB01,COVERED
1541109,,,MISS
1440003,R05DA,R05DA04,COVERED
1494173,D10AF,D10AF06,COVERED
1536604,G01AF,G01AF04,COVERED
1487076,M02AA,M02AA15,COVERED
1486985,A06AG,,COVERED
1535143,V06DC,V06DC01,COVERED
1542380,D10AF,D10AF06,COVERED
1294616,,,MISS
1300901,,,MISS
1942189,N01BA,N01BA05,COVERED
1305222,A11JA,,COVERED
1245378,N01BA,N01BA05,COVERED
1436557,,,MISS
1494046,,,MISS
1421461,G03AA|B03AA,B03AA02,COVERED
1541594,,,MISS
1245168,A06AD,A06AD19,COVERED
1549399,,,MISS
1741268,B03AC,,COVERED
1247893,,,MISS
1250169,,,MISS
1300384,J07AJ,,COVERED
1251274,,,MISS
1494035,G02CX,,COVERED
1946577,M02AC,,COVERED
1243771,B02BD,B02BD30,COVERED
1309062,R05CA,R05CA03,COVERED
1314672,B03AE,,COVERED
1542994,D07CC,,COVERED
1367219,,,MISS
1430050,D01AE,D01AE04,COVERED
197477,C02LA,,COVERED
1535364,,,MISS
1649007,,,MISS
1606353,,,MISS
1310125,D02AA,,COVERED
1946481,D02AC,,COVERED
197947,D05BA,D05BA02,COVERED
198158,N01BA,N01BA02,COVERED
1484488,M02AB,M02AB01,COVERED
1601386,L01EF,L01EF01,COVERED
1651394,,,MISS
1549081,,,MISS
1607012,,,MISS
1537948,D11AX,D11AX01,COVERED
1598073,D11AX,D11AX22,COVERED
1549867,D08AJ,D08AJ01,COVERED
