rxcui,atcprod_l4s,candidate_l5,coverage
1863988,B05BB,,COVERED
1811631,B01AC,B01AC06,COVERED
1545034,,,MISS
1360733,R01BA,R01BA03,COVERED
1945207,R01AX,,COVERED
1243014,L01EK,L01EK01,COVERED
1375954,R06AA,R06AA09,COVERED
1442274,D04AB,D04AB01,COVERED
1247917,,,MISS
1294370,,,MISS
1294266,,,MISS
1249050,,,MISS
1299687,,,MISS
1592891,,,MISS
1549447,D04AB,D04AB01,COVERED
1598826,D10AF,D10AF01,COVERED
1247818,,,MISS
1248168,,,MISS
1293877,,,MISS
1310934,,,MISS
1294587,,,MISS
1809056,N01BA,N01BA03,COVERED
1868485,B05XA,B05XA02,COVERED
1486880,,,MISS
1872091,D08AJ,D08AJ08,COVERED
153595,,,MISS
1495103,,,MISS
1541094,,,MISS
670307,,,MISS
1602356,D10AF,D10AF06,COVERED
685576,,,MISS
745462,,,MISS
688708,,,MISS
647127,H02AB,H02AB06,COVERED
1440185,G03AA,,COVERED
1652634,G04BC,,COVERED
1495480,D02AB,,COVERED
800110,,,MISS
2001994,,,MISS
750245,,,MISS
992671,,,MISS
687211,P01AB,P01AB01,COVERED
308959,,,MISS
757665,B02BD,B02BD30,COVERED
310865,,,MISS
792577,B05XA,B05XA02,COVERED
884783,D08AX,D08AX08,COVERED
802696,,,MISS
310434,N02BF,N02BF01,COVERED
748321,B02BD,B02BD30,COVERED
825186,,,MISS
746757,,,MISS
93131,,,MISS
1087218,,,MISS
205895,,,MISS
199219,M09AB,M09AB03,COVERED
198301,H02AB,H02AB08,COVERED
832092,,,MISS
2045409,H02AB,H02AB02,COVERED
310812,C03EA,,COVERED
998528,D01AC,D01AC02,COVERED
800064,B05DB,,COVERED
309874,,,MISS
995081,R05DA,R05DA04,COVERED
664844,,,MISS
800216,B05BA,,COVERED
805370,D10AD,D10AD01,COVERED
2058531,D02AB,,COVERED
749796,N01BA,N01BA05,COVERED
313962,S01XA,,COVERED
637168,D02AB,,COVERED
1087399,B03AE,,COVERED
310682,,,MISS
749786,G03AA,,COVERED
904783,D07XA,D07XA01,COVERED
877014,D01AE,D01AE12,COVERED
200871,,,MISS
897048,J01CR,,COVERED
205157,,,MISS
631799,S02DC,,COVERED
205901,,,MISS
198494,D04AB,D04AB04,COVERED
992733,,,MISS
883795,,,MISS
2049723,D04AB,D04AB01,COVERED
311682,,,MISS
204498,G03CB,G03CB02,COVERED
797885,D01AE,D01AE12,COVERED
998511,,,MISS
310963,M01AE,M01AE01,COVERED
315198,,,MISS
313000,R01AX,,COVERED
376695,,,MISS
207248,D01AC,D01AC11,COVERED
705877,,,MISS
205606,,,MISS
347742,,,MISS
1089065,D02AB,,COVERED
207060,,,MISS
313408,S01ED,S01ED01,COVERED
207330,,,MISS
998671,C02AC,C02AC01,COVERED
2044962,,,MISS
991369,D04AX,,COVERED
312447,J01CR,,COVERED
801357,B05BB,,COVERED
1999202,A02AF,,COVERED
311254,D02AX,,COVERED
377732,,,MISS
315183,A12BA,A12BA01,COVERED
207797,,,MISS
208303,,,MISS
801112,B05BB,,COVERED
2104187,,,MISS
210820,,,MISS
804919,B02BC,B02BC06,COVERED
801136,B05BA,,COVERED
810097,G03AA|G03CA|G03AB,G03AA08|G03CA01|G03AB03,COVERED
1100469,,,MISS
826807,D02AA,,COVERED
213555,,,MISS
1190894,,,MISS
849822,S01KA,,COVERED
2117608,B05XA,B05XA19,COVERED
404033,,,MISS
433353,,,MISS
2118551,D04AB,D04AB01,COVERED
562497,,,MISS
562531,,,MISS
807284,B05XA,B05XA02,COVERED
1234512,D07XA,D07XA01,COVERED
860042,,,MISS
860044,,,MISS
1038903,,,MISS
1012099,D08AJ,D08AJ01,COVERED
1046548,,,MISS
1014314,D07AB,D07AB09,COVERED
1046914,,,MISS
1046910,,,MISS
1046353,R02AD,R02AD01,COVERED
617302,J01CR,,COVERED
1047765,,,MISS
1042693,R05DA,R05DA04,COVERED
1053756,,,MISS
1085100,,,MISS
1100746,B05DA,,COVERED
1085762,,,MISS
1046560,,,MISS
307685,,,MISS
1099756,,,MISS
435681,,,MISS
1085680,H02AB,H02AB08,COVERED
1039057,D02AB,,COVERED
1116499,D07XA,D07XA01,COVERED
1086271,,,MISS
1011767,D04AB,D04AB01,COVERED
248609,D02AF,,COVERED
1043325,D08AJ,D08AJ08,COVERED
1098644,S01GA,S01GA02,COVERED
403890,B05BB,,COVERED
1052620,D04AB,D04AB04,COVERED
206218,,,MISS
1000861,D10AF,D10AF06,COVERED
603929,C05AD,C05AD03,COVERED
857750,,,MISS
2099528,,,MISS
214040,,,MISS
360348,N01BA,N01BA05,COVERED
348719,J01GB,J01GB01,COVERED
1989491,M02AC,,COVERED
198535,,,MISS
809572,A12AX,,COVERED
1094434,R01BA,R01BA03,COVERED
205871,,,MISS
1111764,D04AA,D04AA32,COVERED
1089811,S01XA,,COVERED
1098139,S01KA,,COVERED
2055026,S01XA,S01XA18,COVERED
854764,,,MISS
1991413,L01FF,L01FF01,COVERED
1989112,C01CA,C01CA24,COVERED
211640,,,MISS
209867,,,MISS
849742,D04AB,D04AB04,COVERED
211755,,,MISS
2174514,,,MISS
211798,,,MISS
2177190,,,MISS
562414,,,MISS
860239,,,MISS
1092461,R06AA,R06AA02,COVERED
856992,N02AJ,,COVERED
1093377,R06AA,R06AA02,COVERED
1112942,D04AB,D04AB04,COVERED
1191394,D08AH,,COVERED
1039560,,,MISS
1010033,N01BB,N01BB02,COVERED
1046313,,,MISS
1119597,M02AC,,COVERED
244537,,,MISS
1039699,D08AX,D08AX08,COVERED
103439,D07AB,D07AB08,COVERED
260495,,,MISS
1046997,A03CB,,COVERED
1665682,,,MISS
1673799,,,MISS
1673788,,,MISS
1674197,,,MISS
1006551,,,MISS
1012226,,,MISS
1037082,,,MISS
252963,,,MISS
1086605,A12AX,,COVERED
1659139,J01CR,,COVERED
1011854,D04AB,D04AB01,COVERED
245208,V06DD,,COVERED
1044265,D08AG,D08AG02,COVERED
859236,,,MISS
1006127,,,MISS
1005829,,,MISS
244475,D05AA,,COVERED
1191692,D04AB,D04AB01,COVERED
1234533,D04AB,D04AB07,COVERED
1047774,,,MISS
1658108,A07FA,,COVERED
206219,,,MISS
800683,,,MISS
833746,,,MISS
1737343,C01BB,C01BB01,COVERED
1010755,N01BB,N01BB02,COVERED
198776,N01BX,N01BX03,COVERED
1091242,,,MISS
210043,,,MISS
313861,A11CA,A11CA02,COVERED
476677,,,MISS
313572,J01XA,J01XA01,COVERED
857652,,,MISS
1052645,,,MISS
213197,D03AX,D03AX06,COVERED
1044465,D11AC,,COVERED
836358,R03BB,R03BB01,COVERED
857005,N02AJ,,COVERED
211273,,,MISS
1867995,,,MISS
1673566,D06AX,D06AX05,COVERED
1923431,,,MISS
1659592,J01CR,J01CR04,COVERED
2104192,G03AB|G03AA,,COVERED
1048078,A03CB,,COVERED
616292,L01EX,L01EX01,COVERED
1925871,,,MISS
245346,A02AD,,COVERED
1868461,D04AB,D04AB04,COVERED
1927647,,,MISS
1872075,N02BE,N02BE01,COVERED
1942340,,,MISS
1235467,,,MISS
1245250,,,MISS
1248362,,,MISS
1250923,,,MISS
1293895,,,MISS
1294383,,,MISS
1303727,,,MISS
1307225,,,MISS
1298747,,,MISS
1438129,,,MISS
1488602,,,MISS
1251336,G03AA|G03FA,G03AA05,COVERED
1292877,D04AB,D04AB01,COVERED
1491773,,,MISS
1294036,D04AB,D04AB07,COVERED
1540505,,,MISS
1593660,,,MISS
1598027,,,MISS
1795345,,,MISS
1803546,,,MISS
1293510,,,MISS
1945175,,,MISS
1535160,G01AF,G01AF04,COVERED
1536610,G01AF,G01AF04,COVERED
1549315,S01BA,S01BA04,COVERED
1360391,,,MISS
1291672,D04AB,D04AB01,COVERED
1244636,D07AC,D07AC01,COVERED
1245229,D04AB,D04AB04,COVERED
1251928,R01BA,R01BA02,COVERED
1598068,D11AX,D11AX22,COVERED
142002,S01KA,S01KA02,COVERED
1490693,,,MISS
1363410,L01EX,L01EX07,COVERED
1370963,R01BA,R01BA02,COVERED
1731584,,,MISS
197411,N04BC,N04BC01,COVERED
1797927,,,MISS
1245379,,,MISS
1376094,D02AF,,COVERED
1493165,D02AF|D01AE|J01AA,D01AE12,COVERED
1484890,,,MISS
1537049,,,MISS
1651571,,,MISS
1246075,D04AB,D04AB07,COVERED
1249712,H02AB,H02AB02,COVERED
1293639,N02CA,N02CA02,COVERED
1547991,,,MISS
1552201,D04AB,D04AB01,COVERED
1535981,,,MISS
1947261,,,MISS
1546212,D08AG,D08AG02,COVERED
1366571,J06BC,J06BC02,COVERED
1308385,,,MISS
645497,,,MISS
1539265,C01EX,,COVERED
1363408,L01EX,L01EX07,COVERED
1251617,A01AB,,COVERED
1301848,D02AA,,COVERED
1542919,R01AX,,COVERED
885568,,,MISS
631504,B05CB,B05CB01,COVERED
308930,,,MISS
884787,D08AX,D08AX08,COVERED
744868,D02AB,,COVERED
727507,G03GA,G03GA08,COVERED
799999,B05DB,,COVERED
204899,,,MISS
903298,H03AA,H03AA02,COVERED
992778,G01AF,G01AF04,COVERED
205890,,,MISS
310431,N02BF,N02BF01,COVERED
756303,,,MISS
979413,,,MISS
198999,B03AA,B03AA07,COVERED
834176,D08AC,D08AC02,COVERED
205023,D11AC,,COVERED
312017,C01DA,C01DA02,COVERED
996101,G04CA,G04CA02,COVERED
866489,A02AC,A02AC01,COVERED
359261,D08AE,D08AE04,COVERED
979411,,,MISS
905300,,,MISS
991488,,,MISS
898718,N02BF,N02BF02,COVERED
204849,,,MISS
206998,,,MISS
1999026,G03AA,,COVERED
966542,,,MISS
884804,D02AB,,COVERED
313091,B05CX,B05CX02,COVERED
865105,D01AE,D01AE12,COVERED
309783,B05BB,,COVERED
1088235,D04AB,D04AB01,COVERED
312562,D08AG,D08AG02,COVERED
827706,,,MISS
831111,,,MISS
2045638,N02CD,N02CD01,COVERED
204676,,,MISS
692757,,,MISS
1995288,N01BC,N01BC01,COVERED
708221,,,MISS
880411,,,MISS
1996196,D11AC,,COVERED
979338,B03AE,,COVERED
199135,,,MISS
966743,,,MISS
702243,,,MISS
309316,,,MISS
205347,,,MISS
903302,H03AA,H03AA02,COVERED
702008,S01XA,,COVERED
312289,N02AD,N02AD01,COVERED
308167,N05CB,,COVERED
313253,,,MISS
997515,R01BA,R01BA02,COVERED
309339,J01FF,J01FF01,COVERED
2000538,D04AB,D04AB01,COVERED
2003131,,,MISS
2045343,,,MISS
865073,D02AB,,COVERED
753482,G03AA,,COVERED
998479,,,MISS
829762,B05XA,B05XA05,COVERED
311642,S01XA,,COVERED
359930,,,MISS
795765,B03AE,,COVERED
800918,A06AD,A06AD13,COVERED
801533,,,MISS
317865,A02AC,A02AC01,COVERED
210752,,,MISS
995441,R05FA,,COVERED
213545,,,MISS
213641,,,MISS
2181318,,,MISS
801185,G03AA,,COVERED
828377,C10AB,C10AB05,COVERED
1098487,,,MISS
856908,N02AJ,,COVERED
2107058,L01FD,L01FD01,COVERED
1101859,,,MISS
198334,J01EE,J01EE01,COVERED
212403,,,MISS
1095224,B03AA|G03AA,B03AA02,COVERED
1099583,R01BA,R01BA02,COVERED
1150121,,,MISS
1190936,,,MISS
2106334,J07AM,J07AM01,COVERED
1099892,,,MISS
2168083,H02AB,H02AB08,COVERED
1146883,D04AA,D04AA32,COVERED
541544,,,MISS
1233208,D04AB,D04AB07,COVERED
857866,,,MISS
1234509,D07XA,D07XA01,COVERED
856422,C07BA,,COVERED
1001064,,,MISS
1010055,,,MISS
477451,D10AF,D10AF01,COVERED
608897,N01BA,N01BA05,COVERED
1012611,,,MISS
1041873,,,MISS
1043199,,,MISS
858064,J01AA,J01AA08,COVERED
1010900,N01BB,N01BB02,COVERED
1053133,S01GA,S01GA01,COVERED
108204,D08AG,D08AG02,COVERED
1660018,,,MISS
1085612,,,MISS
1085636,D07AB,D07AB09,COVERED
242297,G03AB|G03AA,G03AB03|G03AA08,COVERED
242429,R05CA,R05CA02,COVERED
1049759,D08AJ|D11AC|P03AC,D08AJ01,COVERED
247137,N02BA,N02BA01,COVERED
211806,,,MISS
307703,,,MISS
1116111,,,MISS
237367,B05BB,,COVERED
857725,,,MISS
1012569,,,MISS
1012264,,,MISS
1086115,,,MISS
261349,L01XF,L01XF03,COVERED
581658,D08AX,D08AX08,COVERED
204925,,,MISS
997160,,,MISS
314197,,,MISS
578803,H02AB,H02AB01,COVERED
1047362,D01AE,D01AE12,COVERED
855659,,,MISS
545255,S01CA,,COVERED
1013662,J01AA,J01AA08,COVERED
998282,D08AC,D08AC02,COVERED
853511,D01AE,D01AE12,COVERED
1101855,,,MISS
207633,,,MISS
1191400,,,MISS
208328,D10AD,D10AD01,COVERED
857443,R06AA,R06AA04,COVERED
211109,D08AG,D08AG02,COVERED
204808,,,MISS
205832,,,MISS
206954,,,MISS
2181317,R01BA,R01BA03,COVERED
2109973,S01KA,,COVERED
2045245,A06AD,A06AD13,COVERED
210223,,,MISS
1098144,,,MISS
998546,G01AF,G01AF04,COVERED
616411,,,MISS
860678,,,MISS
1000933,,,MISS
403826,A02AF,,COVERED
211881,N02BA|C10BX,N02BA01,COVERED
859081,N04BC,N04BC01,COVERED
582608,R07AX,R07AX01,COVERED
377234,B05BB,,COVERED
1001718,,,MISS
1005808,,,MISS
1037146,,,MISS
1001714,D10AF,D10AF06,COVERED
1049100,,,MISS
1086033,,,MISS
1014305,B02BC,B02BC06,COVERED
245244,,,MISS
307713,,,MISS
1656284,,,MISS
1728768,,,MISS
1100650,S01XA,,COVERED
239209,J01XA,J01XA01,COVERED
1038840,,,MISS
245723,D10AD,D10AD01,COVERED
318146,A16AX,,COVERED
1013044,,,MISS
1657916,,,MISS
1739871,,,MISS
1233729,,,MISS
858770,N02AJ,N02AJ23,COVERED
858334,A11JA,,COVERED
1738592,H02AB,H02AB09,COVERED
483440,N02BF,N02BF02,COVERED
602393,J05AR,J05AR02,COVERED
860234,,,MISS
860426,,,MISS
1041847,,,MISS
543362,,,MISS
1012375,,,MISS
307748,,,MISS
1657904,,,MISS
1659219,,,MISS
1038558,D09AA,D09AA11,COVERED
237512,B05XA,B05XA18,COVERED
1044532,A02AC,A02AC01,COVERED
210760,,,MISS
260409,H02AB,H02AB06,COVERED
859130,G04BE,G04BE01,COVERED
1099893,D02AF,,COVERED
211069,,,MISS
313967,R03AA,R03AA01,COVERED
860149,,,MISS
824190,J01CR,,COVERED
1116117,,,MISS
211223,,,MISS
1117398,D02AA,,COVERED
1193353,L01EJ,L01EJ01,COVERED
1863606,,,MISS
1125471,D02AB,,COVERED
1243233,,,MISS
1000095,D04AX,D04AX01,COVERED
1807580,B05XA,B05XA03,COVERED
1947197,D04AB,D04AB01,COVERED
1043249,S01GA,S01GA02,COVERED
1243237,,,MISS
197407,D07AC,D07AC01,COVERED
1244205,,,MISS
1869281,V03AZ,V03AZ01,COVERED
1795470,B05BB,,COVERED
1250486,,,MISS
1293338,,,MISS
1302627,,,MISS
856792,N06CA,,COVERED
1427298,,,MISS
1425493,,,MISS
1245492,J01XX,J01XX05,COVERED
1432974,,,MISS
1374372,H02AB,H02AB02,COVERED
1247825,D02AF|D01AE|D02AE,D01AE12|D02AE01,COVERED
1430457,L01EB,L01EB03,COVERED
1293649,C05AD,C05AD07,COVERED
1488702,,,MISS
1442964,D08AJ,D08AJ01,COVERED
1541233,,,MISS
1607582,,,MISS
1483617,R06AA,R06AA02,COVERED
1535597,D08AX,D08AX08,COVERED
1603382,D01AE,D01AE12,COVERED
1246599,D03AX,,COVERED
1659595,J01CR,J01CR04,COVERED
1727485,L01ED,L01ED03,COVERED
1648155,D02AF,,COVERED
1299672,,,MISS
1807637,B05XA,B05XA03,COVERED
1298806,,,MISS
1299244,R01BA,R01BA02,COVERED
1356529,,,MISS
1741559,D02AF,,COVERED
1796083,J05AJ,J05AJ03,COVERED
1371353,,,MISS
1491830,,,MISS
1945072,,,MISS
1437982,D01AE,D01AE04,COVERED
1432967,,,MISS
1424872,R05DB,R05DB10,COVERED
1495106,,,MISS
1242240,R01BA,R01BA03,COVERED
1535144,,,MISS
1547607,R05FA,,COVERED
1540854,,,MISS
197431,H05BX,H05BX05,COVERED
1548705,,,MISS
1423123,G03AB|G03AA|G03CA,G03AB03|G03AA08|G03CA01,COVERED
1357940,,,MISS
1541104,,,MISS
1248166,,,MISS
1244215,,,MISS
1250898,,,MISS
1307165,,,MISS
1542813,D06AA,D06AA04,COVERED
687204,,,MISS
1431286,N02AJ,,COVERED
1536467,N02BA,N02BA01,COVERED
756250,,,MISS
308254,,,MISS
1648152,D11AX,,COVERED
1543552,L01XH,L01XH04,COVERED
880454,,,MISS
617432,J01CR,,COVERED
797955,D01AE,D01AE12,COVERED
797274,D10AF,D10AF01,COVERED
308486,,,MISS
204887,,,MISS
2001439,D04AB,D04AB01,COVERED
1607808,J07CA,,COVERED
318178,,,MISS
207346,C01DA,C01DA02,COVERED
801009,B05BB,,COVERED
198463,N02BA,N02BA01,COVERED
1739887,A03CB,,COVERED
310878,A07EA,A07EA02,COVERED
308848,,,MISS
310880,,,MISS
206513,,,MISS
206851,,,MISS
206960,,,MISS
834167,D08AC,D08AC02,COVERED
207355,,,MISS
309349,,,MISS
93253,C03EA,,COVERED
790888,,,MISS
695930,,,MISS
993924,,,MISS
310470,,,MISS
728126,D04AB,D04AB06,COVERED
311661,,,MISS
1992841,,,MISS
2044375,,,MISS
998485,,,MISS
801015,,,MISS
1860414,G03AA,,COVERED
748868,G03AA,,COVERED
884225,N02CX,N02CX02,COVERED
206698,,,MISS
876858,A11JA,,COVERED
207846,,,MISS
800066,B05DB,,COVERED
992799,,,MISS
317146,D08AG,D08AG02,COVERED
343050,A12BA,A12BA01,COVERED
312373,,,MISS
313045,,,MISS
2045140,,,MISS
312555,,,MISS
998513,,,MISS
313626,,,MISS
861422,S01ED,S01ED01,COVERED
968663,D02AA,,COVERED
347669,,,MISS
1090941,,,MISS
310594,S01AA,S01AA03,COVERED
748857,G03AA,,COVERED
860928,,,MISS
904620,D10AF|D02AE,D10AF06|D02AE01,COVERED
206511,S02CA,,COVERED
797452,D10AF,D10AF02,COVERED
895749,D04AB,D04AB04,COVERED
204906,,,MISS
205643,D02AX|D07AC,,COVERED
637149,D02AB,,COVERED
1996204,B03BB,B03BB01,COVERED
308940,D04AX,,COVERED
315219,,,MISS
618606,A11JC,,COVERED
205349,,,MISS
205818,,,MISS
2001424,J05AR,J05AR11,COVERED
763088,G03AC|G03AD,G03AC03|G03AD01,COVERED
997555,,,MISS
996746,,,MISS
313947,,,MISS
314986,,,MISS
834154,,,MISS
809547,,,MISS
313805,,,MISS
313251,J01AA,J01AA07,COVERED
845493,,,MISS
857463,,,MISS
373901,B05XA,B05XA03,COVERED
208029,,,MISS
209704,,,MISS
705921,G03EA,,COVERED
212048,,,MISS
212739,,,MISS
1095510,,,MISS
204901,V06DD,,COVERED
1100501,,,MISS
2180661,D06AA,D06AA04,COVERED
801031,B05BA,,COVERED
213541,D07AC,D07AC01,COVERED
1110809,,,MISS
2119467,,,MISS
1099593,R01BA,R01BA02,COVERED
1098198,D08AX,D08AX08,COVERED
211609,S01KA,S01KA02,COVERED
1119422,,,MISS
1116150,,,MISS
1191684,,,MISS
1233685,,,MISS
1011820,,,MISS
859141,,,MISS
1011981,,,MISS
1101852,R02AA,R02AA19,COVERED
1012253,,,MISS
1014367,,,MISS
1086240,,,MISS
244051,,,MISS
1020479,R06AA,R06AA02,COVERED
1039281,D07AA,D07AA02,COVERED
1050385,R01BA,R01BA03,COVERED
1234576,R01AA,R01AA04,COVERED
1052416,N02BE,N02BE01,COVERED
1012257,,,MISS
1085769,,,MISS
1098924,,,MISS
1052950,,,MISS
403840,J01AA,J01AA08,COVERED
251380,D11AF,,COVERED
248678,D02AF,,COVERED
1086041,,,MISS
1049901,R06AA,R06AA02,COVERED
204510,,,MISS
1095693,D11AF,,COVERED
311430,A12CC,A12CC10,COVERED
346806,,,MISS
199130,D08AX,D08AX08,COVERED
996994,N02AJ,N02AJ07,COVERED
857527,,,MISS
802559,R02AD,R02AD01,COVERED
857754,,,MISS
332451,M01AC,M01AC06,COVERED
996736,R05FA,,COVERED
208652,,,MISS
855628,M01AB,M01AB05,COVERED
209469,,,MISS
824194,J01CR,,COVERED
1053753,D07CB,,COVERED
2104586,,,MISS
1147526,,,MISS
855657,M01AB,M01AB05,COVERED
349092,,,MISS
999832,,,MISS
206316,,,MISS
210351,M02AB,M02AB01,COVERED
807356,,,MISS
833197,,,MISS
208332,D10AD,D10AD01,COVERED
210056,,,MISS
212792,,,MISS
1114383,,,MISS
1001060,,,MISS
1012929,,,MISS
1098397,D06AX,D06AX05,COVERED
237212,G04BE,G04BE01,COVERED
284024,,,MISS
860236,,,MISS
1147619,R01BA,R01BA03,COVERED
1046593,D08AJ,D08AJ01,COVERED
1052633,N01BA,N01BA05,COVERED
1740250,,,MISS
486042,G04BC,,COVERED
485788,,,MISS
540582,,,MISS
1046957,,,MISS
1661567,J01GB,J01GB01,COVERED
241063,R03DA,R03DA01,COVERED
1739880,,,MISS
106302,D10AD,D10AD01,COVERED
205625,,,MISS
476628,A11JA,,COVERED
1191691,D11AF,,COVERED
251294,D01AE,D01AE12,COVERED
205850,,,MISS
248684,D01AE|D02AF,D01AE12,COVERED
831337,,,MISS
208985,,,MISS
1737566,C01BB,C01BB01,COVERED
2118716,,,MISS
857861,,,MISS
2049888,J01XA,J01XA01,COVERED
1048906,,,MISS
577819,,,MISS
604271,,,MISS
1658260,,,MISS
312214,A03AD,A03AD01,COVERED
1797871,,,MISS
1192860,S01KA,,COVERED
1091092,D11AC,,COVERED
1795149,B05BB,,COVERED
1858984,D04AB,D04AB01,COVERED
262197,B05BB,,COVERED
1795254,B05BB,,COVERED
1870207,C01CA,C01CA24,COVERED
1237129,,,MISS
1804806,B01AD,B01AD02,COVERED
1923483,R02AD,R02AD01,COVERED
1250065,,,MISS
577190,A11GB,,COVERED
1250909,,,MISS
1294322,,,MISS
1294246,,,MISS
1868839,A11JA,,COVERED
1294366,,,MISS
1247397,N02BA,N02BA01,COVERED
1297564,,,MISS
1314141,,,MISS
1297547,,,MISS
1356859,,,MISS
1362213,,,MISS
1435083,,,MISS
1440184,,,MISS
1491795,,,MISS
1494064,,,MISS
1431687,D04AB,D04AB01,COVERED
1246594,S01KA,,COVERED
197736,J01GB,J01GB03,COVERED
1545297,,,MISS
1250657,,,MISS
1250492,,,MISS
1299702,,,MISS
1297363,,,MISS
1293342,,,MISS
1648369,R06AA,R06AA02,COVERED
1668247,B05XA,B05XA19,COVERED
1357942,,,MISS
1363511,,,MISS
1364052,,,MISS
1246609,S01KA,,COVERED
1356809,R05DA,R05DA04,COVERED
1303251,N02BE,N02BE01,COVERED
1492680,,,MISS
1293040,,,MISS
1490487,A02AC,A02AC01,COVERED
1293962,,,MISS
1292443,J07BD,,COVERED
1300206,J07AJ,,COVERED
1362059,,,MISS
1795518,B05BA,,COVERED
1429409,,,MISS
1293446,B05BB,,COVERED
1537189,,,MISS
1299811,A12AX,,COVERED
1361692,D02AA,,COVERED
1741417,A11JC,,COVERED
1485531,A11JC,,COVERED
1491797,D08AX,D08AX08,COVERED
1543717,D04AB,D04AB01,COVERED
1649526,,,MISS
1365980,A11JB,,COVERED
1250921,,,MISS
1650696,,,MISS
1547593,N01BA,N01BA05,COVERED
1549435,,,MISS
1603365,L01XH,L01XH03,COVERED
1245283,,,MISS
1920976,,,MISS
1294248,,,MISS
1876392,D08AJ,D08AJ08,COVERED
1543072,N02BE,N02BE01,COVERED
1427959,D02AB,,COVERED
1364581,L01EX,L01EX07,COVERED
667906,,,MISS
686185,,,MISS
1865206,D02AB,,COVERED
628953,A12BA,A12BA01,COVERED
1923343,D02AA,,COVERED
905005,,,MISS
861098,,,MISS
895907,,,MISS
308370,,,MISS
991259,,,MISS
707544,R01AX,,COVERED
310890,,,MISS
312527,,,MISS
1550965,G03FA,,COVERED
800003,B05DB,,COVERED
801012,B05BA,,COVERED
310891,D07AA,D07AA02,COVERED
1997508,,,MISS
205914,,,MISS
1293268,D08AB,,COVERED
308714,D07XC,D07XC01,COVERED
998543,,,MISS
876852,,,MISS
309771,,,MISS
901818,,,MISS
2003668,B02BC,B02BC06,COVERED
705164,R01BA,R01BA03,COVERED
830541,,,MISS
866404,M02AC,,COVERED
2059297,,,MISS
992443,,,MISS
313016,B05XA,B05XA03,COVERED
758019,J01AA|A07BB|P01AB|A02BD,J01AA07|P01AB01,COVERED
1087285,A11JB,,COVERED
895905,,,MISS
310207,,,MISS
749848,G03AA,,COVERED
992668,,,MISS
998232,S01XA,,COVERED
314029,C03EA,,COVERED
748962,G03AC,G03AC01,COVERED
308846,,,MISS
995192,,,MISS
830873,,,MISS
881376,,,MISS
895521,,,MISS
198555,M02AB,M02AB01,COVERED
309774,V06DC,V06DC01,COVERED
206354,D07AA,D07AA02,COVERED
333834,,,MISS
348548,,,MISS
997658,D04AB,D04AB04,COVERED
2001364,N02AJ,,COVERED
313092,A06AD,A06AD18,COVERED
1088953,R05FA,,COVERED
93130,,,MISS
312032,,,MISS
794239,D11AX,D11AX03,COVERED
995455,,,MISS
800269,B05BA,,COVERED
978949,G03CA|G03AA|G03AB,G03CA03,COVERED
351277,,,MISS
794979,H02AB,H02AB06,COVERED
749736,G03AA,,COVERED
309454,,,MISS
807790,,,MISS
312881,D01AE,D01AE12,COVERED
308281,,,MISS
312284,,,MISS
2055989,G02BB,,COVERED
311948,A11JA,,COVERED
310476,,,MISS
833472,D05AX,D05AX02,COVERED
617995,J01CR,,COVERED
730866,C09DB,,COVERED
312356,,,MISS
876980,D02AA,,COVERED
348870,,,MISS
1087459,R05DA,R05DA03,COVERED
310811,C07BA,,COVERED
831533,G03AC,G03AC01,COVERED
1088965,R05FA,,COVERED
848180,D07AC,D07AC01,COVERED
324026,R06AX,R06AX26,COVERED
800790,,,MISS
309682,S01CA,,COVERED
848579,R01AX,,COVERED
847630,B05BB,,COVERED
1094467,,,MISS
1095687,,,MISS
857099,N02AJ,,COVERED
1098175,,,MISS
1099033,,,MISS
209468,N02BE,N02BE01,COVERED
857595,,,MISS
1116094,,,MISS
2117337,R02AD,R02AD01,COVERED
210249,A12CD,A12CD01,COVERED
1100016,D08AX,D08AX08,COVERED
1098910,B03AA,B03AA07,COVERED
860430,,,MISS
801405,B05BA,,COVERED
608926,N01BA,N01BA05,COVERED
543492,D07AA,D07AA02,COVERED
1011746,,,MISS
597823,J01GB,J01GB01,COVERED
860115,M01AB,M01AB15,COVERED
1189668,B05BB,,COVERED
1190551,A03BA,A03BA01,COVERED
1012208,,,MISS
1014379,,,MISS
1037074,,,MISS
1038768,,,MISS
1110802,A02AH,,COVERED
1011852,D04AB,D04AB01,COVERED
2184168,,,MISS
244661,,,MISS
1014022,J01AA,J01AA08,COVERED
1010740,,,MISS
1044196,,,MISS
1050624,,,MISS
1013934,C02AC,C02AC01,COVERED
1043014,D11AC,,COVERED
311426,,,MISS
104873,,,MISS
2119719,L01FD,L01FD01,COVERED
312217,,,MISS
1052684,D04AB,D04AB07,COVERED
1052670,R01BA,R01BA03,COVERED
1012223,C05AA,C05AA01,COVERED
206955,,,MISS
2001516,,,MISS
1053329,D01AE,D01AE12,COVERED
830661,,,MISS
830547,,,MISS
855492,,,MISS
1085640,D07AB,D07AB09,COVERED
207640,,,MISS
1114372,,,MISS
198579,,,MISS
847414,,,MISS
857404,,,MISS
208133,,,MISS
1101854,R02AA,R02AA19,COVERED
1089117,D06AX,D06AX05,COVERED
211684,,,MISS
1091892,,,MISS
855635,M02AA,M02AA15,COVERED
856940,N02AJ,,COVERED
1112948,,,MISS
212332,D11AF|D02AF,,COVERED
1190770,,,MISS
542512,,,MISS
