rxcui,final_codes,fix_source
313572,J01XA01,atcprod-confirmed
313861,A11CA02,atcprod-confirmed
836358,R03BB01,atcprod-confirmed
213197,D03AX06,atcprod-confirmed
1659592,J01CR04,atcprod-confirmed
616292,L01EX01,atcprod-confirmed
1868461,D04AB04,atcprod-confirmed
1251336,G03AA05,atcprod-confirmed
1292877,D04AB01,atcprod-confirmed
1294036,D04AB07,atcprod-confirmed
1535160,G01AF04,atcprod-confirmed
1536610,G01AF04,atcprod-confirmed
1549315,S01BA04,atcprod-confirmed
1598068,D11AX22,atcprod-confirmed
1244636,D07AC01,atcprod-confirmed
1245229,D04AB04,atcprod-confirmed
1251928,R01BA02,atcprod-confirmed
1291672,D04AB01,atcprod-confirmed
1363410,L01EX07,atcprod-confirmed
1370963,R01BA02,atcprod-confirmed
142002,S01KA02,atcprod-confirmed
197411,N04BC01,atcprod-confirmed
1493165,D01AE12,atcprod-confirmed
1246075,D04AB07,atcprod-confirmed
1249712,H02AB02,atcprod-confirmed
1366571,J06BC02,atcprod-confirmed
1552201,D04AB01,atcprod-confirmed
1546212,D08AG02,atcprod-confirmed
1363408,L01EX07,atcprod-confirmed
631504,B05CB01,atcprod-confirmed
727507,G03GA08,atcprod-confirmed
903298,H03AA02,atcprod-confirmed
884787,D08AX08,atcprod-confirmed
992778,G01AF04,atcprod-confirmed
310431,N02BF01,atcprod-confirmed
359261,D08AE04,atcprod-confirmed
198999,B03AA07,atcprod-confirmed
834176,D08AC02,atcprod-confirmed
312017,C01DA02,atcprod-confirmed
866489,A02AC01,atcprod-confirmed
898718,N02BF02,atcprod-confirmed
313091,B05CX02,atcprod-confirmed
865105,D01AE12,atcprod-confirmed
312562,D08AG02,atcprod-confirmed
1088235,D04AB01,atcprod-confirmed
1995288,N01BC01,atcprod-confirmed
2045638,N02CD01,atcprod-confirmed
903302,H03AA02,atcprod-confirmed
997515,R01BA02,atcprod-confirmed
309339,J01FF01,atcprod-confirmed
2000538,D04AB01,atcprod-confirmed
198334,J01EE01,atcprod-confirmed
829762,B05XA05,atcprod-confirmed
317865,A02AC01,atcprod-confirmed
828377,C10AB05,atcprod-confirmed
2107058,L01FD01,atcprod-confirmed
2106334,J07AM01,atcprod-confirmed
2168083,H02AB08,atcprod-confirmed
1146883,D04AA32,atcprod-confirmed
1233208,D04AB07,atcprod-confirmed
1234509,D07XA01,atcprod-confirmed
477451,D10AF01,atcprod-confirmed
608897,N01BA05,atcprod-confirmed
858064,J01AA08,atcprod-confirmed
1010900,N01BB02,atcprod-confirmed
108204,D08AG02,atcprod-confirmed
1085636,D07AB09,atcprod-confirmed
242429,R05CA02,atcprod-confirmed
247137,N02BA01,atcprod-confirmed
261349,L01XF03,atcprod-confirmed
581658,D08AX08,atcprod-confirmed
1047362,D01AE12,atcprod-confirmed
578803,H02AB01,atcprod-confirmed
1013662,J01AA08,atcprod-confirmed
998282,D08AC02,atcprod-confirmed
853511,D01AE12,atcprod-confirmed
857443,R06AA04,atcprod-confirmed
208328,D10AD01,atcprod-confirmed
211109,D08AG02,atcprod-confirmed
998546,G01AF04,atcprod-confirmed
211881,N02BA01,atcprod-confirmed
582608,R07AX01,atcprod-confirmed
602393,J05AR02,atcprod-confirmed
859081,N04BC01,atcprod-confirmed
1001714,D10AF06,atcprod-promote-L4toL5
1014305,B02BC06,atcprod-confirmed
239209,J01XA01,atcprod-confirmed
245723,D10AD01,atcprod-confirmed
858770,N02AJ23,atcprod-confirmed
1738592,H02AB09,atcprod-confirmed
483440,N02BF02,atcprod-confirmed
1038558,D09AA11,atcprod-confirmed
237512,B05XA18,atcprod-confirmed
260409,H02AB06,atcprod-confirmed
859130,G04BE01,atcprod-confirmed
1044532,A02AC01,atcprod-confirmed
313967,R03AA01,atcprod-confirmed
1193353,L01EJ01,atcprod-confirmed
1000095,D04AX01,atcprod-confirmed
1807580,B05XA03,atcprod-confirmed
1869281,V03AZ01,atcprod-confirmed
1947197,D04AB01,atcprod-confirmed
197407,D07AC01,atcprod-confirmed
1245492,J01XX05,atcprod-confirmed
1247825,D01AE12|D02AE01,atcprod-confirmed
1293649,C05AD07,atcprod-promote-L4toL5
1374372,H02AB02,atcprod-confirmed
1430457,L01EB03,atcprod-confirmed
1442964,D08AJ01,atcprod-confirmed
1483617,R06AA02,atcprod-confirmed
1535597,D08AX08,atcprod-confirmed
1603382,D01AE12,atcprod-confirmed
1659595,J01CR04,atcprod-confirmed
1727485,L01ED03,atcprod-confirmed
1796083,J05AJ03,atcprod-confirmed
1807637,B05XA03,atcprod-confirmed
1299244,R01BA02,atcprod-confirmed
1424872,R05DB10,atcprod-confirmed
1437982,D01AE04,atcprod-confirmed
197431,H05BX05,atcprod-confirmed
1542813,D06AA04,atcprod-confirmed
1536467,N02BA01,atcprod-confirmed
1543552,L01XH04,atcprod-confirmed
797955,D01AE12,atcprod-confirmed
797274,D10AF01,atcprod-confirmed
310878,A07EA02,atcprod-confirmed
198463,N02BA01,atcprod-confirmed
2001439,D04AB01,atcprod-confirmed
207346,C01DA02,atcprod-confirmed
834167,D08AC02,atcprod-confirmed
884225,N02CX02,atcprod-confirmed
317146,D08AG02,atcprod-confirmed
343050,A12BA01,atcprod-confirmed
861422,S01ED01,atcprod-confirmed
904620,D02AE01|D10AF06,atcprod-promote-L4toL5
797452,D10AF02,atcprod-confirmed
763088,G03AC03|G03AD01,atcprod-confirmed
1996204,B03BB01,atcprod-confirmed
895749,D04AB04,atcprod-confirmed
2001424,J05AR11,atcprod-confirmed
313251,J01AA07,atcprod-confirmed
373901,B05XA03,atcprod-confirmed
211609,S01KA02,atcprod-confirmed
213541,D07AC01,atcprod-confirmed
2180661,D06AA04,atcprod-confirmed
1098198,D08AX08,atcprod-confirmed
1101852,R02AA19,atcprod-promote-L4toL5
1234576,R01AA04,atcprod-confirmed
1020479,R06AA02,atcprod-confirmed
1039281,D07AA02,atcprod-confirmed
1050385,R01BA03,atcprod-promote-L4toL5
1052416,N02BE01,atcprod-confirmed
403840,J01AA08,atcprod-confirmed
1049901,R06AA02,atcprod-confirmed
311430,A12CC10,atcprod-confirmed
199130,D08AX08,atcprod-confirmed
996994,N02AJ07,atcprod-confirmed
332451,M01AC06,atcprod-confirmed
802559,R02AD01,atcprod-confirmed
855628,M01AB05,atcprod-confirmed
855657,M01AB05,atcprod-confirmed
208332,D10AD01,atcprod-confirmed
210351,M02AB01,atcprod-confirmed
237212,G04BE01,atcprod-confirmed
1147619,R01BA03,atcprod-promote-L4toL5
1046593,D08AJ01,atcprod-confirmed
1052633,N01BA05,atcprod-confirmed
241063,R03DA01,atcprod-confirmed
1661567,J01GB01,atcprod-confirmed
106302,D10AD01,atcprod-confirmed
251294,D01AE12,atcprod-confirmed
248684,D01AE12,atcprod-confirmed
1737566,C01BB01,atcprod-confirmed
2049888,J01XA01,atcprod-confirmed
312214,A03AD01,atcprod-confirmed
1804806,B01AD02,atcprod-confirmed
1858984,D04AB01,atcprod-confirmed
1870207,C01CA24,atcprod-confirmed
1923483,R02AD01,atcprod-confirmed
197736,J01GB03,atcprod-confirmed
1431687,D04AB01,atcprod-confirmed
1648369,R06AA02,atcprod-confirmed
1668247,B05XA19,atcprod-confirmed
1303251,N02BE01,atcprod-confirmed
1356809,R05DA04,atcprod-confirmed
1490487,A02AC01,atcprod-confirmed
1491797,D08AX08,atcprod-confirmed
1543717,D04AB01,atcprod-confirmed
1547593,N01BA05,atcprod-confirmed
1603365,L01XH03,atcprod-confirmed
1543072,N02BE01,atcprod-confirmed
1876392,D08AJ08,atcprod-confirmed
1364581,L01EX07,atcprod-confirmed
628953,A12BA01,atcprod-confirmed
758019,J01AA07|P01AB01,atcprod-confirmed
308714,D07XC01,atcprod-confirmed
310891,D07AA02,atcprod-confirmed
705164,R01BA03,atcprod-confirmed
313016,B05XA03,atcprod-confirmed
748962,G03AC01,atcprod-confirmed
309774,V06DC01,atcprod-confirmed
198555,M02AB01,atcprod-confirmed
206354,D07AA02,atcprod-confirmed
997658,D04AB04,atcprod-confirmed
313092,A06AD18,atcprod-confirmed
794239,D11AX03,atcprod-confirmed
794979,H02AB06,atcprod-confirmed
312881,D01AE12,atcprod-confirmed
833472,D05AX02,atcprod-confirmed
1087459,R05DA03,atcprod-confirmed
324026,R06AX26,atcprod-confirmed
831533,G03AC01,atcprod-confirmed
848180,D07AC01,atcprod-confirmed
209468,N02BE01,atcprod-confirmed
2117337,R02AD01,atcprod-confirmed
1098910,B03AA07,atcprod-confirmed
1100016,D08AX08,atcprod-confirmed
1151,A11GA01|G01AD03|S01XA15,ingredient-level-kept
1190551,A03BA01,atcprod-confirmed
543492,D07AA02,atcprod-confirmed
608926,N01BA05,atcprod-confirmed
597823,J01GB01,atcprod-confirmed
860115,M01AB15,atcprod-confirmed
1011852,D04AB01,atcprod-confirmed
1013934,C02AC01,atcprod-confirmed
1014022,J01AA08,atcprod-confirmed
2119719,L01FD01,atcprod-confirmed
1012223,C05AA01,atcprod-promote-L4toL5
1053329,D01AE12,atcprod-confirmed
1085640,D07AB09,atcprod-confirmed
1052670,R01BA03,atcprod-promote-L4toL5
1052684,D04AB07,atcprod-confirmed
855635,M02AA15,atcprod-confirmed
1101854,R02AA19,atcprod-promote-L4toL5
1089117,D06AX05,atcprod-promote-L4toL5
1232712,R01AA06,atcprod-confirmed
1010902,N01BB02,atcprod-confirmed
1053346,A06AD04,atcprod-confirmed
260847,N02BA01,atcprod-confirmed
1734934,J05AB01,atcprod-confirmed
1741529,R01BA03,atcprod-promote-L4toL5
211108,D08AG02,atcprod-confirmed
860096,M01AB15,atcprod-confirmed
1010835,D04AB01,atcprod-confirmed
1053339,N01BA05,atcprod-confirmed
238015,G03AA05,atcprod-confirmed
581753,D03BA01,atcprod-promote-L4toL5
1013665,J01AA08,atcprod-confirmed
1809754,B03BB01,atcprod-confirmed
1867940,N01BB02,atcprod-confirmed
1867944,N01BB02,atcprod-confirmed
1245383,A12CC01,atcprod-confirmed
1251327,G03AA05,atcprod-confirmed
1249717,R06AA02,atcprod-confirmed
1300064,D01AE14,atcprod-confirmed
1595155,D04AB04,atcprod-confirmed
1737568,C01BB01,atcprod-confirmed
1741905,D10AX05,atcprod-confirmed
1865193,M02AB01,atcprod-promote-L4toL5
1363513,R01BA02,atcprod-confirmed
1652108,C05AD01,atcprod-confirmed
1290936,D01AE12,atcprod-confirmed
1294621,A02BD08,atcprod-confirmed
1424257,D04AB07,atcprod-confirmed
731538,J01CE08,atcprod-confirmed
731572,J01CE08,atcprod-confirmed
884185,C02AC01,atcprod-confirmed
997406,R01BA02,atcprod-confirmed
637518,D04AB04,atcprod-confirmed
759697,H02AB02,atcprod-confirmed
898396,G01AX11,atcprod-confirmed
904268,A12BA01,atcprod-confirmed
1994389,N02BF02,atcprod-confirmed
312529,A12BA01,atcprod-confirmed
351974,A01AB23,atcprod-confirmed
880326,N02BE01,atcprod-confirmed
882504,R06AA02,atcprod-confirmed
205259,J07AM01,atcprod-confirmed
748961,G03AC01,atcprod-confirmed
834160,D08AC02,atcprod-confirmed
899705,C01DA02,atcprod-confirmed
308725,L01XF03,atcprod-confirmed
2000023,L01EL01,atcprod-confirmed
200082,J05AR01,atcprod-confirmed
998525,D01AC02,atcprod-confirmed
849295,N02AC04,atcprod-confirmed
846192,H02AB02,atcprod-confirmed
211315,N01BA05,atcprod-confirmed
1233682,D08AC02,atcprod-confirmed
1012229,C05AA01,atcprod-promote-L4toL5
1012327,C05AA01,atcprod-promote-L4toL5
1012966,D04AB01,atcprod-confirmed
103403,D07AA02,atcprod-confirmed
1045430,D08AJ08,atcprod-confirmed
1053142,D04AA32,atcprod-promote-L4toL5
238909,N01BA05,atcprod-confirmed
1111703,R05CA02,atcprod-confirmed
1001006,N07AX01,atcprod-confirmed
1041498,D08AX08,atcprod-confirmed
1049906,R06AA02,atcprod-confirmed
11248,B03BA01,ingredient-level-kept
804544,S01BA16,atcprod-confirmed
1095725,R06AA04,atcprod-confirmed
2045632,N02CD01,atcprod-confirmed
1094740,D04AB04,atcprod-confirmed
1235205,D01AE12,atcprod-confirmed
544741,D10AF01,atcprod-confirmed
1038856,D09AA11,atcprod-confirmed
1658044,L04AG12,atcprod-confirmed
1737641,C01BB01,atcprod-confirmed
2174809,L01FD01,atcprod-confirmed
1233698,D04AB07,atcprod-confirmed
239237,D01BA01,atcprod-confirmed
240812,D01AC08,atcprod-confirmed
242736,D06BX01,atcprod-confirmed
247835,D08AX08,atcprod-confirmed
1658087,L01FD03,atcprod-confirmed
1190331,R01BA02,atcprod-confirmed
1053188,D08AJ01,atcprod-confirmed
1085745,D07AB09,atcprod-confirmed
1234242,G04BE01,atcprod-confirmed
242946,C01DA02,atcprod-confirmed
1797913,R01AD11,atcprod-confirmed
1809903,D08AX08,atcprod-confirmed
1867544,A12BA01,atcprod-confirmed
1868562,C01DA02,atcprod-confirmed
1236716,R01BA02,atcprod-confirmed
1363475,R06AA02,atcprod-confirmed
1363785,R01BA03,atcprod-confirmed
1424457,D10AD01,atcprod-confirmed
1604395,L01EX08,atcprod-confirmed
1796137,M02AB01,atcprod-promote-L4toL5
1868028,N01BB02,atcprod-confirmed
1235595,J05AJ01,atcprod-confirmed
1737763,C01BB01,atcprod-confirmed
1870225,C01CA24,atcprod-confirmed
1291677,D04AB01,atcprod-confirmed
1300092,S01FB01,atcprod-confirmed
141868,M02AB01,atcprod-confirmed
1593771,N02BE01,atcprod-confirmed
1542385,C01CA06,atcprod-confirmed
1653326,D04AB01,atcprod-confirmed
1603369,L01XH03,atcprod-confirmed
643066,J05AR06,atcprod-confirmed
798176,D08AG02,atcprod-confirmed
200036,G01AF02,atcprod-confirmed
995084,R05DA04,atcprod-confirmed
308278,N02BE01,atcprod-confirmed
198300,D10AD01,atcprod-confirmed
998526,D01AC02,atcprod-confirmed
889520,N02BE01,atcprod-confirmed
309287,B06AA04,atcprod-confirmed
1087457,G04BX12,atcprod-confirmed
998501,D01AC02,atcprod-confirmed
692730,M02AB01,atcprod-confirmed
199561,A02BA02,atcprod-confirmed
206344,B05XA11,atcprod-confirmed
313134,J01EE01,atcprod-confirmed
309289,D01AE14,atcprod-confirmed
2046149,L01FG01,atcprod-confirmed
206336,D07AA02,atcprod-confirmed
207127,J02AX01,atcprod-confirmed
1090456,R06AA02,atcprod-confirmed
848960,S02AA15,atcprod-confirmed
1101377,S01GA02,atcprod-confirmed
407856,V03AN04,atcprod-confirmed
1038746,D09AA11,atcprod-confirmed
1085741,D07AB09,atcprod-confirmed
283274,N02BE01,atcprod-confirmed
205626,M01AE09,atcprod-confirmed
998673,C02AC01,atcprod-confirmed
1091339,D10AF01,atcprod-confirmed
210864,N02BE01,atcprod-confirmed
2170987,D01AE12,atcprod-confirmed
2178283,M02AB01,atcprod-promote-L4toL5
543786,N01BA03,atcprod-promote-L4toL5
1005853,D10AF06,atcprod-promote-L4toL5
1049910,R06AA02,atcprod-confirmed
105467,G04BE01,atcprod-confirmed
1733859,D04AB01,atcprod-confirmed
1010053,N01BB02,atcprod-confirmed
1046442,D08AJ01,atcprod-confirmed
1046867,A01AA02,atcprod-confirmed
616810,D08AX08,atcprod-confirmed
1009433,D04AB01,atcprod-confirmed
239239,D01BA01,atcprod-confirmed
1086767,R06AA02,atcprod-confirmed
404179,A02AC01,atcprod-confirmed
545118,S01AE05,atcprod-confirmed
1797906,R01AD11,atcprod-confirmed
1867997,N01BB02,atcprod-confirmed
1372891,D04AB01,atcprod-confirmed
1422103,D04AB01,atcprod-confirmed
1425110,L01EE01,atcprod-confirmed
1442585,D01AC03,atcprod-confirmed
1545290,D04AB01,atcprod-confirmed
1547672,R03BA09,atcprod-confirmed
1604352,L01EX08,atcprod-confirmed
1546894,J05AR13,atcprod-confirmed
1793135,B02BC06,atcprod-confirmed
1798385,D08AX08,atcprod-confirmed
1919512,L01FF03,atcprod-confirmed
1943497,R05DB10,atcprod-confirmed
1251562,D01AE12,atcprod-confirmed
1442590,D01AC03,atcprod-confirmed
1801294,A12BA01,atcprod-confirmed
1807510,J01XA01,atcprod-confirmed
1244921,R05DA04,atcprod-confirmed
1310820,D08AJ01,atcprod-confirmed
1312408,L01EX05,atcprod-confirmed
1536882,R01BA03,atcprod-promote-L4toL5
1547952,G04BX12,atcprod-confirmed
1923428,S01ED01,atcprod-confirmed
1442992,L01EL01,atcprod-confirmed
885228,R02AD01,atcprod-confirmed
992774,G01AF04,atcprod-confirmed
884770,N02BE01,atcprod-confirmed
91349,D08AX01,atcprod-confirmed
995077,R05DA04,atcprod-confirmed
308579,D03AX06,atcprod-confirmed
312614,H02AB06,atcprod-confirmed
2044886,D07XA01,atcprod-confirmed
198818,D08AG02,atcprod-confirmed
1988786,L01ED04,atcprod-confirmed
903438,H03AA02,atcprod-confirmed
312018,C01DA02,atcprod-confirmed
199105,D04AB01,atcprod-confirmed
998483,D01AC02,atcprod-confirmed
313452,D10AD01,atcprod-confirmed
314047,M01AE01,atcprod-confirmed
404284,D07AA02,atcprod-confirmed
310433,N02BF01,atcprod-confirmed
373896,B05XA02,atcprod-confirmed
724859,N06BA13,atcprod-confirmed
884014,P02CF01,atcprod-confirmed
198487,N01BA05,atcprod-confirmed
757667,B02BD30,atcprod-confirmed
204969,D04AB04,atcprod-confirmed
1087026,D04AA32,atcprod-promote-L4toL5
2046145,L01FG01,atcprod-confirmed
2055008,D10AD01,atcprod-confirmed
999613,D10AF06,atcprod-promote-L4toL5
313090,B05CX02,atcprod-confirmed
827693,R07AX01,atcprod-confirmed
855626,M01AB05,atcprod-confirmed
1101389,S01GA02,atcprod-confirmed
1233623,M02AB01,atcprod-promote-L4toL5
1234594,D01AE12,atcprod-confirmed
404044,D07AA02,atcprod-confirmed
1011707,N01BB02,atcprod-confirmed
1037205,D08AG02,atcprod-confirmed
1014571,R01BA02,atcprod-confirmed
1085773,D07AB09,atcprod-confirmed
1658262,B05XA05,atcprod-confirmed
1011705,D04AB01,atcprod-confirmed
283420,D08AX01,atcprod-confirmed
392275,J01FF01,atcprod-confirmed
1101534,R01BA03,atcprod-promote-L4toL5
237205,C01DA02,atcprod-confirmed
1234532,D04AB07,atcprod-confirmed
1038799,D08AJ01,atcprod-confirmed
245640,D01AE12,atcprod-confirmed
283523,N02BF01,atcprod-confirmed
1737735,C01BB01,atcprod-confirmed
1010763,N01BB02,atcprod-confirmed
1039716,D01AE12,atcprod-confirmed
1049888,D04AA32,atcprod-confirmed
1086386,V06DC01,atcprod-confirmed
1736656,G03AA05,atcprod-confirmed
1789746,R06AA02,atcprod-confirmed
1005819,D10AF06,atcprod-promote-L4toL5
1006122,S01AB04,atcprod-confirmed
285028,J05AR04,atcprod-confirmed
1193337,L01EJ01,atcprod-confirmed
616287,L01EX01,atcprod-confirmed
1657705,L01FE02,atcprod-confirmed
1804802,B01AD02,atcprod-confirmed
1807550,B05XA03,atcprod-confirmed
1812194,H02AB02,atcprod-confirmed
1860080,D08AX08,atcprod-confirmed
1865144,D07AA02,atcprod-confirmed
1293729,D07XA01,atcprod-confirmed
1312747,M02AB01,atcprod-confirmed
1374842,A07AA01,atcprod-confirmed
1487251,N02BE01,atcprod-confirmed
1294019,R05CA03,atcprod-confirmed
1432482,D04AB01,atcprod-confirmed
1489070,R02AD01,atcprod-confirmed
1491882,D04AB01,atcprod-confirmed
1547664,R03BA09,atcprod-confirmed
1363279,L01EX07,atcprod-confirmed
861962,N06BA13,atcprod-confirmed
758020,J01AA07|P01AB01,atcprod-confirmed
310877,D07AA02,atcprod-confirmed
312255,D06BB06,atcprod-confirmed
198405,M01AE01,atcprod-confirmed
998675,C02AC01,atcprod-confirmed
804752,M02AB01,atcprod-confirmed
992528,D01AE15,atcprod-confirmed
995073,R05DA04,atcprod-confirmed
994535,M03BC01,atcprod-confirmed
198475,N02BA01,atcprod-confirmed
2000027,L01EL01,atcprod-confirmed
723801,R05CA02,atcprod-confirmed
864735,N01BA05,atcprod-confirmed
198235,J01EB05,atcprod-confirmed
999927,D10AD01,atcprod-confirmed
861385,J02AX05,atcprod-confirmed
828576,N02AC04,atcprod-confirmed
669025,N01BA05,atcprod-confirmed
885578,B03AA07,atcprod-confirmed
313009,A12CA01,atcprod-confirmed
198706,D07AA02,atcprod-confirmed
204442,M01AE01,atcprod-confirmed
995019,C01DA02,atcprod-confirmed
313847,L01XF02,atcprod-confirmed
208406,J01EE01,atcprod-confirmed
211194,N02BE01,atcprod-confirmed
1100057,D01AE14,atcprod-confirmed
212978,A02AD03,atcprod-confirmed
1145610,D08AX08,atcprod-confirmed
858364,S01BC05,atcprod-confirmed
1039227,D04AB04,atcprod-confirmed
1043353,N01BA05,atcprod-confirmed
1053239,N01BA05,atcprod-confirmed
1085750,H02AB08,atcprod-confirmed
1664543,R05DA04,atcprod-confirmed
1012068,N01BB02,atcprod-confirmed
1046643,S01GA01,atcprod-confirmed
804547,S01BA16,atcprod-confirmed
1102185,D08AJ01,atcprod-confirmed
996991,N02AJ07,atcprod-confirmed
313996,J01GB03,atcprod-confirmed
849304,N02AC04,atcprod-confirmed
2123034,J05AR12,atcprod-confirmed
1098498,R01BA02,atcprod-confirmed
1117525,J01XB01,atcprod-confirmed
1234569,R01AA04,atcprod-confirmed
1235472,R02AD01,atcprod-confirmed
1044524,A02AC01,atcprod-confirmed
1721434,N02BA04,atcprod-confirmed
1737761,C01BB01,atcprod-confirmed
543725,R02AD01,atcprod-confirmed
1000638,S01EB01,atcprod-confirmed
1721476,J01CA01,atcprod-confirmed
1049278,D08AJ01,atcprod-confirmed
1741907,D10AX05,atcprod-confirmed
1092428,D04AA32,atcprod-promote-L4toL5
604651,D01AC08,atcprod-confirmed
607026,N02BF02,atcprod-confirmed
1658259,B05XA05,atcprod-confirmed
1872891,D04AB01,atcprod-confirmed
1299143,R01BA02,atcprod-confirmed
1300272,D01AC08,atcprod-confirmed
1608499,N01BB02,atcprod-confirmed
1363777,R01BA03,atcprod-confirmed
1788989,V03AB17,atcprod-confirmed
1796730,C01CA26,atcprod-confirmed
1870230,C01CA24,atcprod-confirmed
1249758,D04AB01,atcprod-confirmed
1306298,J05AR09,atcprod-confirmed
1366789,C05AD01,atcprod-confirmed
1422078,C05AD01,atcprod-confirmed
1495070,P01CX04,atcprod-confirmed
1550534,G01AF08,atcprod-confirmed
1375948,R06AA09,atcprod-confirmed
1298226,R01BA02,atcprod-confirmed
1855072,H05BX05,atcprod-confirmed
1489934,N02BA04,atcprod-confirmed
617973,D08AG02,atcprod-confirmed
892833,D04AB04,atcprod-confirmed
311679,D06BX01,atcprod-confirmed
1987647,D04AB01,atcprod-confirmed
2049223,R05CA03,atcprod-confirmed
993755,N02AJ06,atcprod-confirmed
311683,P01AB01,atcprod-confirmed
309371,A01AB18,atcprod-confirmed
994537,M03BC01,atcprod-confirmed
700387,L04AJ01,atcprod-confirmed
308806,M09AB03,atcprod-confirmed
669214,D04AB04,atcprod-confirmed
701392,A02AC01,atcprod-confirmed
723778,D01AE12,atcprod-confirmed
797892,D01AE12,atcprod-confirmed
903312,H03AA02,atcprod-confirmed
992780,G01AF04,atcprod-confirmed
310116,C01CA24,atcprod-confirmed
310971,S01AD01,atcprod-confirmed
198760,C04AC01,atcprod-confirmed
198845,D01AE12,atcprod-confirmed
1989506,J05AR21,atcprod-confirmed
349148,D10AF02,atcprod-confirmed
360349,N01BA05,atcprod-confirmed
373522,A12BA01,atcprod-confirmed
824889,H02AB06,atcprod-confirmed
857461,R06AA04,atcprod-confirmed
2099700,H02AB02,atcprod-confirmed
2121948,D01AC02,atcprod-confirmed
476673,N02BF01,atcprod-confirmed
607028,N02BF02,atcprod-confirmed
616805,D08AX08,atcprod-confirmed
1000664,S01EB01,atcprod-confirmed
1010774,D04AB01,atcprod-confirmed
1012594,D04AB01,atcprod-confirmed
1020365,D08AJ01,atcprod-confirmed
1037234,J01XX05,atcprod-confirmed
1085985,H02AB08,atcprod-confirmed
239207,J01GB07,atcprod-confirmed
250511,D01AC14,atcprod-confirmed
1147993,V06DC01,atcprod-confirmed
1234456,D01AE12,atcprod-confirmed
1012233,C05AA01,atcprod-promote-L4toL5
1052943,S01GA02,atcprod-confirmed
1657343,J06BD01,atcprod-confirmed
855687,D10AD01,atcprod-confirmed
211874,N02BA01,atcprod-confirmed
213500,A01AB02,atcprod-confirmed
311951,C04AC01,atcprod-confirmed
1087463,R05DA03,atcprod-confirmed
827318,N02BE01,atcprod-confirmed
998533,D01AC02,atcprod-confirmed
1090992,G03AA05,atcprod-confirmed
1116191,R03CA02,atcprod-confirmed
581662,D08AX08,atcprod-confirmed
607022,N02BF02,atcprod-confirmed
1005834,D10AF06,atcprod-promote-L4toL5
1657068,L01FG01,atcprod-confirmed
249066,H02AB06,atcprod-confirmed
1114096,L01EX04,atcprod-confirmed
1012956,R01BA02,atcprod-confirmed
1046378,R01BA03,atcprod-promote-L4toL5
824983,D01AE12,atcprod-confirmed
847749,J05AR10,atcprod-confirmed
1117522,J01XB01,atcprod-confirmed
1190542,A03BA01,atcprod-confirmed
2117335,R02AD01,atcprod-promote-L4toL5
607033,N02BF02,atcprod-confirmed
1235569,S01GA02,atcprod-confirmed
1006110,D10AF06,atcprod-confirmed
1797853,R01AC01,atcprod-confirmed
1867943,N01BB02,atcprod-confirmed
1294356,R05DA04,atcprod-confirmed
1421168,D01AE12,atcprod-confirmed
197725,M01AE09,atcprod-confirmed
197786,D07AA02,atcprod-confirmed
1430522,R01BA02,atcprod-confirmed
1534809,G03AA13,atcprod-confirmed
1536434,A12BA01,atcprod-confirmed
1547773,S01HA03,atcprod-confirmed
1549223,D04AB01,atcprod-confirmed
1797910,R01AD01,atcprod-confirmed
1872886,D04AB01,atcprod-confirmed
197310,J05AB01,atcprod-confirmed
1244233,N01AF01,atcprod-confirmed
1249715,R06AA02,atcprod-confirmed
197532,G01AF02,atcprod-confirmed
1489307,D08AX08,atcprod-confirmed
1592802,P02CF01,atcprod-confirmed
1737571,C01BB01,atcprod-confirmed
1313818,C05AX06,atcprod-promote-L4toL5
1544968,C05AX06,atcprod-promote-L4toL5
1600991,B01AC06,atcprod-confirmed
1791403,B05BC01,atcprod-confirmed
1297753,C07AB05,atcprod-confirmed
1369420,R05DB10,atcprod-confirmed
1541816,N01BA05,atcprod-confirmed
707793,D07AA02,atcprod-confirmed
797730,D08AG02,atcprod-confirmed
643127,H02AB06,atcprod-confirmed
891451,V06DC01,atcprod-confirmed
309290,D01AE14,atcprod-confirmed
1090482,R05CA03,atcprod-confirmed
198412,B05BB03,atcprod-confirmed
359221,N02BE01,atcprod-confirmed
798072,N01BA05,atcprod-confirmed
692479,R01BA03,atcprod-confirmed
727505,G03GA08,atcprod-confirmed
308409,N02BA01,atcprod-confirmed
877516,L01XH02,atcprod-confirmed
723562,D04AB04,atcprod-confirmed
999638,G01AC30,atcprod-confirmed
1087030,D04AA32,atcprod-promote-L4toL5
205529,D07AB08,atcprod-confirmed
1090754,D01AC02,atcprod-confirmed
199864,D04AB04,atcprod-confirmed
210958,A12CC10,atcprod-confirmed
2117381,D01AE12,atcprod-confirmed
211891,N02BA01,atcprod-confirmed
2178281,R06AC01,atcprod-confirmed
1098418,L01EX04,atcprod-confirmed
1190692,A03BA01,atcprod-confirmed
1010769,D04AB01,atcprod-confirmed
1010878,N01BB02,atcprod-confirmed
1010931,D04AB01,atcprod-confirmed
1011703,S01HA07,atcprod-confirmed
1050077,D04AA32,atcprod-confirmed
1657026,N01BB02,atcprod-confirmed
1000154,L02AB02,atcprod-confirmed
240209,D07AC01,atcprod-confirmed
997643,D10AD01,atcprod-confirmed
351291,S01XA18,atcprod-confirmed
2196992,D08AC02,atcprod-confirmed
1190614,A03BA01,atcprod-confirmed
995122,R05DA04,atcprod-confirmed
2118448,J01XA01,atcprod-confirmed
