rxcui,final_codes,fix_source
1807551,B05XA03,atcprod-confirmed
1868486,B05XA02,atcprod-confirmed
1873993,L01EF02,atcprod-confirmed
1245230,D08AC02,atcprod-confirmed
1541630,R05DA04,atcprod-confirmed
1247445,S01JA01,atcprod-confirmed
1294026,D04AB07,atcprod-confirmed
1294024,D07XA01,atcprod-confirmed
1369971,R05DB10,atcprod-confirmed
1437295,D01AE04,atcprod-confirmed
197404,A11CA02,atcprod-confirmed
1366495,R06AE04,atcprod-confirmed
1543162,D04AB06,atcprod-confirmed
1604384,L01EX08,atcprod-confirmed
1606483,C05AA01,atcprod-promote-L4toL5
1430453,L01EB03,atcprod-confirmed
1494826,D10AF06,atcprod-promote-L4toL5
1595989,N01BB02,atcprod-confirmed
646333,M02AB01,atcprod-confirmed
724861,N06BA13,atcprod-confirmed
899217,D08AC02,atcprod-confirmed
992765,G01AF04,atcprod-confirmed
759696,H02AB02,atcprod-confirmed
308513,D06AX05,atcprod-confirmed
808062,N01BA05,atcprod-confirmed
664961,D01AC08,atcprod-confirmed
635970,B03AA07,atcprod-confirmed
646456,D01AA01,atcprod-confirmed
790884,D01AE12,atcprod-confirmed
1088253,L01EB02,atcprod-confirmed
348624,V03AN04,atcprod-confirmed
310127,S01EA01,atcprod-confirmed
205906,D01BA01,atcprod-confirmed
343002,G03CA07,atcprod-confirmed
345131,S01BA04,atcprod-confirmed
727988,N01BA05,atcprod-confirmed
310323,B03AA07,atcprod-confirmed
901038,D10AF06,atcprod-confirmed
994226,M03BA02,atcprod-confirmed
2049890,J01XA01,atcprod-confirmed
2055315,D01AE12,atcprod-confirmed
315045,B06AA04,atcprod-confirmed
827751,N02AC04,atcprod-confirmed
1101754,N02BE01,atcprod-confirmed
1115894,D10AF06,atcprod-promote-L4toL5
584414,D01AA01,atcprod-confirmed
1000091,D04AX01,atcprod-confirmed
1000859,D10AF06,atcprod-promote-L4toL5
212086,N02BA01,atcprod-confirmed
1189623,D04AB01,atcprod-confirmed
616762,D08AX08,atcprod-confirmed
860114,M01AB15,atcprod-confirmed
805659,N06BA13,atcprod-confirmed
829734,B05XA05,atcprod-confirmed
359050,D10AD01,atcprod-confirmed
834162,D08AC02,atcprod-confirmed
848200,D07AC01,atcprod-confirmed
857416,R06AA04,atcprod-confirmed
208331,D10AD01,atcprod-confirmed
317161,D04AB06,atcprod-confirmed
1112250,R01BA02,atcprod-confirmed
1234579,S01FB01,atcprod-confirmed
413424,B05XA02,atcprod-confirmed
1012955,D04AB01,atcprod-confirmed
103568,D01AE12,atcprod-confirmed
1049254,D08AJ01,atcprod-confirmed
1049909,R06AA02,atcprod-confirmed
238850,D08AG02,atcprod-confirmed
562444,M02AB01,atcprod-confirmed
483446,N02BF02,atcprod-confirmed
1047479,P02CF01,atcprod-confirmed
1734932,J05AB01,atcprod-confirmed
1039541,D04AB07,atcprod-confirmed
1737567,C01BB01,atcprod-confirmed
1738574,D07XA01,atcprod-confirmed
1791408,B05BC01,atcprod-confirmed
1094451,R06AA02,atcprod-confirmed
607024,N02BF02,atcprod-confirmed
1798481,D04AB07,atcprod-promote-L4toL5
1797851,R01AC01,atcprod-confirmed
1812262,D08AX08,atcprod-confirmed
1868482,B05XA02,atcprod-confirmed
1369424,R05DB10,atcprod-confirmed
1441112,D01AE12,atcprod-confirmed
1796079,J05AJ03,atcprod-confirmed
1811470,D04AB01,atcprod-confirmed
1812095,H02AB02,atcprod-confirmed
1867993,N01BB02,atcprod-confirmed
1941489,J01AA08,atcprod-confirmed
1242399,R01BA02,atcprod-confirmed
1495092,G03AC01,atcprod-confirmed
1547926,S01FB01,atcprod-confirmed
1549386,R01AA04,atcprod-confirmed
1544717,D04AB07,atcprod-confirmed
197530,G01AF02,atcprod-confirmed
1242406,R01BA02,atcprod-confirmed
1536833,N02BA01,atcprod-confirmed
1539808,D01AE12,atcprod-confirmed
1600710,J05AR14,atcprod-confirmed
1923429,S01ED01,atcprod-confirmed
1248356,R06AA02,atcprod-confirmed
1302737,D08AJ08,atcprod-confirmed
1489932,N02BA04,atcprod-confirmed
1433879,J05AJ03,atcprod-confirmed
623677,J01CE08,atcprod-confirmed
701913,N02BE01,atcprod-confirmed
643125,H02AB06,atcprod-confirmed
993890,N02AJ06,atcprod-confirmed
198912,A12CB01,atcprod-confirmed
759717,C05AA01,atcprod-confirmed
885580,B03AA07,atcprod-confirmed
795067,D07AA02,atcprod-confirmed
994404,R05DA04,atcprod-confirmed
312216,A03AD01,atcprod-confirmed
731536,M01AE01,atcprod-confirmed
308297,N02BE01,atcprod-confirmed
312541,R05CA02,atcprod-confirmed
198467,N02BA01,atcprod-confirmed
311680,D06BX01,atcprod-confirmed
203088,D01AC08,atcprod-confirmed
2048259,D08AJ01,atcprod-confirmed
702354,D11AX01,atcprod-confirmed
793099,H02AB06,atcprod-confirmed
797811,D08AX01,atcprod-confirmed
205669,S01BA01,atcprod-confirmed
2057666,D08AJ01,atcprod-confirmed
833507,D07AA02,atcprod-confirmed
885880,C02AC01,atcprod-confirmed
727347,C01CA24,atcprod-confirmed
313975,D11AX16,atcprod-confirmed
198295,M01AB03,atcprod-confirmed
999604,D10AF06,atcprod-promote-L4toL5
317106,B03BA03,atcprod-confirmed
351349,D07AA02,atcprod-confirmed
834152,D08AC02,atcprod-confirmed
853501,N02BA01,atcprod-confirmed
208327,D10AD01,atcprod-confirmed
211904,A11CA02,atcprod-confirmed
349482,N07XX04,atcprod-confirmed
212836,D01AE12,atcprod-confirmed
1190916,J07AM01,atcprod-confirmed
1011809,N01BB02,atcprod-confirmed
1039273,D07AA02,atcprod-confirmed
1052526,D08AX08,atcprod-confirmed
1053192,D08AJ01,atcprod-confirmed
1234238,G04BE01,atcprod-confirmed
1014580,R01BA02,atcprod-confirmed
1658663,M02AB01,atcprod-promote-L4toL5
804754,M02AB01,atcprod-confirmed
404285,D07AA02,atcprod-confirmed
209971,N01BA03,atcprod-promote-L4toL5
858372,J01AA08,atcprod-confirmed
2101531,M02AB01,atcprod-promote-L4toL5
1020477,R06AA02,atcprod-confirmed
584534,S01AA17,atcprod-confirmed
607295,D10AX05,atcprod-confirmed
1041849,D08AX08,atcprod-confirmed
1657007,L01FX04,atcprod-confirmed
1807578,B05XA03,atcprod-confirmed
1860463,A12BA01,atcprod-confirmed
1867998,N01BB02,atcprod-confirmed
1869279,V03AZ01,atcprod-confirmed
1862595,L01XK03,atcprod-confirmed
1246076,D04AB07,atcprod-confirmed
1297832,N01BA05,atcprod-confirmed
1374383,D04AB01,atcprod-confirmed
1440003,R05DA04,atcprod-confirmed
1487076,M02AA15,atcprod-confirmed
1494173,D10AF06,atcprod-promote-L4toL5
1535143,V06DC01,atcprod-confirmed
1536604,G01AF04,atcprod-confirmed
1542380,D10AF06,atcprod-confirmed
1942189,N01BA05,atcprod-confirmed
1245378,N01BA05,atcprod-confirmed
1245168,A06AD19,atcprod-confirmed
1243771,B02BD30,atcprod-confirmed
1309062,R05CA03,atcprod-confirmed
1430050,D01AE04,atcprod-confirmed
197947,D05BA02,atcprod-confirmed
198158,N01BA02,atcprod-confirmed
1484488,M02AB01,atcprod-promote-L4toL5
1601386,L01EF01,atcprod-confirmed
1537948,D11AX01,atcprod-confirmed
1549867,D08AJ01,atcprod-confirmed
1598073,D11AX22,atcprod-confirmed
1439918,D01AE12,atcprod-confirmed
728550,D01AC08,atcprod-confirmed
730781,B05XA03,atcprod-confirmed
311448,B05BC01,atcprod-confirmed
1991422,N01BA05,atcprod-confirmed
884173,C02AC01,atcprod-confirmed
1090087,R01BA03,atcprod-confirmed
828379,C10AB05,atcprod-confirmed
310868,C05AA01,atcprod-confirmed
2002008,D04AB01,atcprod-confirmed
204509,J01XB02,atcprod-confirmed
723533,N02BE01,atcprod-confirmed
628958,A12BA01,atcprod-confirmed
310432,N02BF01,atcprod-confirmed
311928,D06AX04,atcprod-confirmed
992784,G01AF04,atcprod-confirmed
206331,D07AA02,atcprod-confirmed
308704,A11CA02,atcprod-confirmed
375983,J01XA01,atcprod-confirmed
198420,J01EB05,atcprod-confirmed
994530,M03BC01,atcprod-confirmed
997964,D01AE12,atcprod-confirmed
213194,J01GB01,atcprod-confirmed
578806,H02AB01,atcprod-confirmed
562359,G04BX13,atcprod-confirmed
1000093,D04AX01,atcprod-confirmed
1014583,R01BA02,atcprod-confirmed
1049123,D04AB07,atcprod-confirmed
1050080,D04AA32,atcprod-confirmed
240571,D07AC01,atcprod-confirmed
1005767,D10AF06,atcprod-promote-L4toL5
1012066,N01BB02,atcprod-confirmed
1048124,R01BA02,atcprod-confirmed
1661176,G01AF08,atcprod-confirmed
1000158,L02AB02,atcprod-confirmed
992735,A03BB06,atcprod-confirmed
206537,B05BC01,atcprod-confirmed
374862,R02AD01,atcprod-confirmed
351894,D07AC01,atcprod-confirmed
360347,D04AB04,atcprod-confirmed
828594,N02AC04,atcprod-confirmed
1190587,R05DA04,atcprod-confirmed
483444,N02BF02,atcprod-confirmed
543789,N01BA03,atcprod-promote-L4toL5
603011,A06AD17,atcprod-confirmed
1011849,D04AB01,atcprod-confirmed
1039012,D08AJ01,atcprod-confirmed
1045432,D04AB01,atcprod-confirmed
1046310,D08AJ01,atcprod-confirmed
244492,D07AA02,atcprod-confirmed
1657777,L01FG02,atcprod-confirmed
1665370,D08AX08,atcprod-confirmed
1726119,L01FX08,atcprod-confirmed
1738596,H02AB09,atcprod-confirmed
1000731,D10AF06,atcprod-promote-L4toL5
859315,N02AJ23,atcprod-confirmed
1048069,N01BA05,atcprod-confirmed
1053138,D04AA32,atcprod-promote-L4toL5
1737762,C01BB01,atcprod-confirmed
1744007,J05AR03,atcprod-confirmed
1797902,R01AD01,atcprod-confirmed
199078,M02AB01,atcprod-confirmed
1006105,D10AF06,atcprod-promote-L4toL5
1872972,D04AB01,atcprod-confirmed
1945074,D11AX05,atcprod-confirmed
1291367,G04BE10,atcprod-confirmed
1300277,D08AG02,atcprod-confirmed
1356071,D04AB01,atcprod-confirmed
1425866,D01AC02,atcprod-confirmed
1435578,P02CF01,atcprod-confirmed
1440875,G04BX12,atcprod-confirmed
1537947,D11AX01,atcprod-confirmed
1549388,R01AA04,atcprod-confirmed
1544471,L01EM01,atcprod-confirmed
1870232,C01CA24,atcprod-confirmed
1242391,R01BA02,atcprod-confirmed
1299145,R01BA03,atcprod-confirmed
1423494,D01AE12,atcprod-confirmed
197805,M01AE01,atcprod-confirmed
1251323,G03AA05,atcprod-confirmed
1302666,J01AA08,atcprod-confirmed
1303110,D09AA11,atcprod-confirmed
1376336,S01BA04,atcprod-confirmed
1437774,R06AA02,atcprod-confirmed
1483629,D01AE12,atcprod-confirmed
1494169,D10AF06,atcprod-promote-L4toL5
1593765,N02BE01,atcprod-confirmed
198042,G03AC01,atcprod-confirmed
1248193,D04AB07,atcprod-promote-L4toL5
1595624,D04AB01,atcprod-confirmed
1552450,M02AB01,atcprod-promote-L4toL5
1367206,R05CA03,atcprod-confirmed
792242,M01AE01,atcprod-confirmed
904617,D02AE01|D10AF06,atcprod-promote-L4toL5
864089,C05AX06,atcprod-confirmed
1087047,R01AA04,atcprod-confirmed
403888,A12BA01,atcprod-confirmed
308417,N02BA01,atcprod-confirmed
313451,D10AD01,atcprod-confirmed
744842,J05AJ01,atcprod-confirmed
313415,S01AA12,atcprod-confirmed
313505,R06AC04,atcprod-confirmed
310149,S01AA17,atcprod-confirmed
998706,N02BE01,atcprod-confirmed
998677,C02AC01,atcprod-confirmed
317127,J01AA08,atcprod-confirmed
830761,D07AA02,atcprod-confirmed
884221,N02CX02,atcprod-confirmed
206536,B05BC01,atcprod-confirmed
849580,J01EE01,atcprod-confirmed
854187,M01AE01,atcprod-confirmed
2168097,H02AB08,atcprod-confirmed
1092424,R06AA02,atcprod-confirmed
2166094,D05AX05,atcprod-confirmed
1233662,R06AA02,atcprod-confirmed
422997,D01AE12,atcprod-confirmed
604449,D07AA02,atcprod-confirmed
605730,D06BX01,atcprod-confirmed
1012019,N01BB02,atcprod-confirmed
1038561,D09AA11,atcprod-confirmed
248108,J05AB01,atcprod-confirmed
1659598,J01CR04,atcprod-confirmed
562379,S01BA04,atcprod-confirmed
1052760,A06AD19,atcprod-confirmed
861420,S01ED01,atcprod-confirmed
202433,N02BE01,atcprod-confirmed
313812,J05AB01,atcprod-confirmed
349472,L01EB01,atcprod-confirmed
855633,M02AA15,atcprod-confirmed
856886,N01BA05,atcprod-confirmed
1049250,D08AJ01,atcprod-confirmed
1053207,D08AJ08,atcprod-confirmed
1657703,L01FE02,atcprod-confirmed
1039465,D08AX08,atcprod-confirmed
1721475,J01CA01,atcprod-confirmed
1731737,D08AJ01,atcprod-confirmed
1744001,J05AR03,atcprod-confirmed
1797857,M01AB15,atcprod-confirmed
1801299,A12BA01,atcprod-confirmed
1804176,D04AB01,atcprod-confirmed
2049891,J01XA01,atcprod-confirmed
577127,N02BF02,atcprod-confirmed
1739221,D01AE15,atcprod-confirmed
1790171,L01EX07,atcprod-confirmed
1796665,L01EX08,atcprod-confirmed
1868029,N01BB02,atcprod-confirmed
1243587,S01BC04,atcprod-confirmed
1243889,D08AJ08,atcprod-confirmed
1246113,N01BB02,atcprod-confirmed
1248354,R06AA02,atcprod-confirmed
1250563,D01AE04,atcprod-confirmed
1358869,A02AC01,atcprod-confirmed
1439778,D08AJ01,atcprod-confirmed
1807627,B05XA03,atcprod-confirmed
1357402,R05DA04,atcprod-confirmed
142001,S01KA02,atcprod-confirmed
1422896,G03AC01,atcprod-confirmed
197964,V03AB17,atcprod-confirmed
1494601,D04AB01,atcprod-confirmed
1372896,D04AB01,atcprod-confirmed
1544475,L01EM01,atcprod-confirmed
1606988,D04AB01,atcprod-confirmed
1926450,D08AJ01,atcprod-confirmed
197435,B05XA19,atcprod-confirmed
1605852,D10AF06,atcprod-promote-L4toL5
1243010,L01EK01,atcprod-confirmed
643070,J05AR06,atcprod-confirmed
731531,M01AE01,atcprod-confirmed
903283,H03AA02,atcprod-confirmed
730782,B05XA03,atcprod-confirmed
199603,G01AF02,atcprod-confirmed
2048982,V03AZ01,atcprod-confirmed
669081,D07AB08,atcprod-confirmed
759481,H02AB02,atcprod-confirmed
998681,C02AC01,atcprod-confirmed
206212,D10AF02,atcprod-confirmed
623695,J01CE08,atcprod-confirmed
308663,N01BA05,atcprod-confirmed
313453,D10AD01,atcprod-confirmed
198496,N01BA05,atcprod-confirmed
313414,S01AA12,atcprod-confirmed
1093102,R06AA02,atcprod-confirmed
211731,G01AX11,atcprod-confirmed
1095485,D08AJ01,atcprod-confirmed
1144131,R02AD01,atcprod-confirmed
1148398,D06BX01,atcprod-confirmed
545236,S01AA11,atcprod-confirmed
562600,D01AE12,atcprod-confirmed
1048340,G04BX12,atcprod-confirmed
1052949,D08AJ01,atcprod-confirmed
1112260,R01BA02,atcprod-confirmed
1116927,H02AB02,atcprod-confirmed
404640,A03BB03,atcprod-confirmed
562785,N01BA05,atcprod-confirmed
238153,N02BE01,atcprod-confirmed
1659445,D07AA02,atcprod-confirmed
1110712,N01BA05,atcprod-confirmed
311452,B05BC01,atcprod-confirmed
1088251,L01EB02,atcprod-confirmed
836307,J01CE08,atcprod-confirmed
828373,C10AB05,atcprod-confirmed
211365,D08AC02,atcprod-confirmed
998544,G01AF04,atcprod-confirmed
314121,C01DA02,atcprod-confirmed
1111345,S01GX09,atcprod-confirmed
1148502,L01ED01,atcprod-confirmed
1111095,R06AA02,atcprod-confirmed
1037236,J01XX05,atcprod-confirmed
1038855,D08AJ01,atcprod-confirmed
1736654,G03AA05,atcprod-confirmed
1001004,N07AX01,atcprod-confirmed
483450,N02BF02,atcprod-confirmed
251267,G01AF02,atcprod-confirmed
1744009,J05AR03,atcprod-confirmed
311429,A12CC10,atcprod-confirmed
825180,B01AC06,atcprod-confirmed
2179763,L01FD01,atcprod-confirmed
1000713,D10AF06,atcprod-confirmed
1807634,B05XA03,atcprod-confirmed
1726115,L01FX08,atcprod-confirmed
1657781,L01FG02,atcprod-confirmed
1919073,R06AA02,atcprod-confirmed
1241829,R01BA03,atcprod-promote-L4toL5
1243480,G01AC30,atcprod-promote-L4toL5
1371298,N01BA05,atcprod-confirmed
197785,D07AA02,atcprod-confirmed
1441740,G03CC07,atcprod-confirmed
1543158,D04AB06,atcprod-confirmed
1425407,D08AX08,atcprod-confirmed
1927693,G03XX01,atcprod-confirmed
1422107,C05AD01,atcprod-confirmed
1425554,D01AE12,atcprod-confirmed
197853,H02CA03,atcprod-confirmed
1547668,R03BA09,atcprod-confirmed
1425230,L01EC02,atcprod-confirmed
1432487,D04AB01,atcprod-confirmed
1591934,N02BE01,atcprod-confirmed
1593744,B03BB01,atcprod-confirmed
1596030,J01GB01,atcprod-confirmed
1313969,R01BA03,atcprod-promote-L4toL5
1601390,L01EF01,atcprod-confirmed
670031,A12BA01,atcprod-confirmed
798133,D10AF02,atcprod-confirmed
199071,N01BA05,atcprod-confirmed
313551,D01AE04,atcprod-confirmed
990982,V03AB19,atcprod-confirmed
846161,D07AA02,atcprod-confirmed
1087774,D01AE12,atcprod-confirmed
636230,N07BA03,atcprod-confirmed
702249,B03AA07,atcprod-confirmed
992771,G01AF04,atcprod-confirmed
310519,V06DC01,atcprod-confirmed
310879,C05AA01,atcprod-confirmed
1087043,R01AA04,atcprod-confirmed
2000019,L01EL01,atcprod-confirmed
310430,N02BF01,atcprod-confirmed
730024,M02AB01,atcprod-confirmed
2043465,G03AC01,atcprod-confirmed
2050067,D01AE12,atcprod-confirmed
995110,R05DA04,atcprod-confirmed
855642,M02AA15,atcprod-confirmed
211813,D04AB06,atcprod-confirmed
213182,D06AX09,atcprod-confirmed
1232653,C01CA06,atcprod-confirmed
616289,L01EX01,atcprod-confirmed
1038982,D01AE12,atcprod-confirmed
1042644,D08AX08,atcprod-confirmed
1043074,D07AA02,atcprod-confirmed
1052947,D08AJ01,atcprod-confirmed
1053241,N01BA05,atcprod-confirmed
260312,C05AA01,atcprod-confirmed
1666549,A06AD04,atcprod-confirmed
1085921,D08AJ08,atcprod-confirmed
1659175,R01BA03,atcprod-promote-L4toL5
1992299,S01ED01,atcprod-confirmed
806606,N01BA05,atcprod-confirmed
805372,D10AD01,atcprod-confirmed
1090996,G03AA05,atcprod-confirmed
1234578,R01AA04,atcprod-confirmed
860105,S01BC05,atcprod-confirmed
860113,M01AB15,atcprod-confirmed
1046281,D01AE12,atcprod-confirmed
1085754,H02AB08,atcprod-confirmed
1012204,D04AB01,atcprod-confirmed
213120,D06BX01,atcprod-confirmed
1737563,C01BB01,atcprod-confirmed
2186092,D08AC02,atcprod-confirmed
403818,S01AE07,atcprod-confirmed
2178792,C01CA24,atcprod-confirmed
607020,N02BF02,atcprod-confirmed
1043348,D08AJ08,atcprod-confirmed
1737569,C01BB01,atcprod-confirmed
1737852,V03AB17,atcprod-confirmed
1873991,L01EF02,atcprod-confirmed
1302195,A12BA01,atcprod-confirmed
1423814,R05CA02,atcprod-confirmed
1547660,R03BA09,atcprod-confirmed
1294592,D04AA32,atcprod-promote-L4toL5
1422546,C05AD01,atcprod-confirmed
1435495,R02AD01,atcprod-confirmed
197408,D07AC01,atcprod-confirmed
1491009,N01BA05,atcprod-confirmed
197579,H02AB02,atcprod-confirmed
1251571,D01AE12,atcprod-confirmed
1251574,D01AE12,atcprod-confirmed
1597298,N02BE01,atcprod-confirmed
1430449,L01EB03,atcprod-confirmed
1600130,D04AB01,atcprod-confirmed
1370826,D08AJ08,atcprod-confirmed
1652104,C05AD01,atcprod-confirmed
1648584,N02BE01,atcprod-confirmed
10635,A10BB03|V04CA01,ingredient-level-kept
1091836,D05AX06|R03DX07,ingredient-level-kept
1232150,L01XX44|S01LA05,ingredient-level-kept
1304475,L01XX44,ingredient-level-kept
141704,L01EG02|L04AH02,ingredient-level-kept
1657073,L01FG01,atcprod-confirmed
1658042,L04AG12,atcprod-confirmed
1658047,L04AG12,atcprod-confirmed
1996184,N02AE01,atcprod-confirmed
1996185,N02AE01,atcprod-confirmed
1996192,N02AE01,atcprod-confirmed
2046138,L01FG01|S01LA08,ingredient-level-kept
2046140,L01FG01,atcprod-confirmed
2046141,L01FG01,atcprod-confirmed
2046148,L01FG01,atcprod-confirmed
221173,A10BB03|V04CA01,ingredient-level-kept
2268037,L01FG01|S01LA08,ingredient-level-kept
2268039,L01FG01,atcprod-confirmed
2268040,L01FG01,atcprod-confirmed
2268044,L01FG01,atcprod-confirmed
2268047,L01FG01,atcprod-confirmed
2268048,L01FG01,atcprod-confirmed
2474267,N01AH01,atcprod-confirmed
2474269,N01AH01,atcprod-confirmed
253182,A10AB01|A10AC01|A10AD01|A10AE01|A10AF01,ingredient-level-kept
253337,L01FG01|S01LA08,ingredient-level-kept
2599041,L01FG01|S01LA08,ingredient-level-kept
2599043,L01FG01,atcprod-confirmed
2599045,L01FG01,atcprod-confirmed
2599049,L01FG01,atcprod-confirmed
2599051,L01FG01,atcprod-confirmed
2599052,L01FG01,atcprod-confirmed
2627648,L01FG01|S01LA08,ingredient-level-kept
2627650,L01FG01,atcprod-confirmed
2627652,L01FG01,atcprod-confirmed
2627656,L01FG01,atcprod-confirmed
2627658,L01FG01,atcprod-confirmed
2627659,L01FG01,atcprod-confirmed
2629337,N01AH01,atcprod-confirmed
2639021,N02AE01,atcprod-confirmed
2639023,N02AE01,atcprod-confirmed
2639027,N02AE01,atcprod-confirmed
2639029,N02AE01,atcprod-confirmed
2639030,N02AE01,atcprod-confirmed
2639031,N02AE01,atcprod-confirmed
2639032,N02AE01,atcprod-confirmed
2639033,N02AE01,atcprod-confirmed
2639034,N02AE01,atcprod-confirmed
2639036,N02AE01,atcprod-confirmed
2639039,N02AE01,atcprod-confirmed
2639041,N02AE01,atcprod-confirmed
2639042,N02AE01,atcprod-confirmed
2639043,N02AE01,atcprod-confirmed
2639044,N02AE01,atcprod-confirmed
2700660,L01FG01|S01LA08,ingredient-level-kept
2700735,L01FG01,atcprod-confirmed
2700737,L01FG01,atcprod-confirmed
2700742,L01FG01,atcprod-confirmed
2700744,L01FG01,atcprod-confirmed
2700745,L01FG01,atcprod-confirmed
2712044,L01FG01|S01LA08,ingredient-level-kept
2712048,L01FG01,atcprod-confirmed
2712050,L01FG01,atcprod-confirmed
2712055,L01FG01,atcprod-confirmed
2712057,L01FG01,atcprod-confirmed
2712058,L01FG01,atcprod-confirmed
314659,B01AB01|C05BA03|S01XA14,ingredient-level-kept
337521,L01FG01,atcprod-confirmed
3443,C05AE03|C08DB01,ingredient-level-kept
5224,B01AB01|C05BA03|S01XA14,ingredient-level-kept
81999,C05AE03|C08DB01,ingredient-level-kept
876301,L04AG12,atcprod-confirmed
9877,B01AB01|C05BA03|S01XA14,ingredient-level-kept
1043,G04BE07|N04BC07,ingredient-level-kept
71225,G04BE07|N04BC07,ingredient-level-kept
1114326,R03AC18,ingredient-level-kept
1114325,R03AC18,ingredient-level-kept
1347,A07EA07|D07AC15|R01AD01|R03BA01,ingredient-level-kept
1348,A07EA07|D07AC15|R01AD01|R03BA01,ingredient-level-kept
253156,A07EA07|D07AC15|R01AD01|R03BA01,ingredient-level-kept
1546384,A07EA07|D07AC15|R01AD01|R03BA01,ingredient-level-kept
19831,A07EA06|D07AC09|R01AD05|R03BA02,ingredient-level-kept
1367172,A07EA06|D07AC09|R01AD05|R03BA02,ingredient-level-kept
25120,R01AD04|R03BA03,ingredient-level-kept
1546428,R01AD04|R03BA03,ingredient-level-kept
1298840,R01AD04|R03BA03,ingredient-level-kept
1514,A07EA04|C05AA05|D07AC01|D07XC01|H02AB01|R01AD06|R03BA04|S01BA06|S01CB04|S02BA07|S03BA03,ingredient-level-kept
227897,A07EA04|C05AA05|D07AC01|D07XC01|H02AB01|R01AD06|R03BA04|S01BA06|S01CB04|S02BA07|S03BA03,ingredient-level-kept
19254,A07EA04|C05AA05|D07AC01|D07XC01|H02AB01|R01AD06|R03BA04|S01BA06|S01CB04|S02BA07|S03BA03,ingredient-level-kept
1516,A07EA04|C05AA05|D07AC01|D07XC01|H02AB01|R01AD06|R03BA04|S01BA06|S01CB04|S02BA07|S03BA03,ingredient-level-kept
1517,A07EA04|C05AA05|D07AC01|D07XC01|H02AB01|R01AD06|R03BA04|S01BA06|S01CB04|S02BA07|S03BA03,ingredient-level-kept
203220,A07EA04|C05AA05|D07AC01|D07XC01|H02AB01|R01AD06|R03BA04|S01BA06|S01CB04|S02BA07|S03BA03,ingredient-level-kept
215664,A07EA04|C05AA05|D07AC01|D07XC01|H02AB01|R01AD06|R03BA04|S01BA06|S01CB04|S02BA07|S03BA03,ingredient-level-kept
1547650,R03BA09,atcprod-confirmed
41126,D07AC17|R01AD08|R01AD12|R03BA05|R03BA09,ingredient-level-kept
705022,R01AD12|R03BA09,ingredient-level-kept
50121,D07AC17|R01AD08|R03BA05,ingredient-level-kept
2045377,R03BA09,atcprod-confirmed
1547663,R03BA09,atcprod-confirmed
1547658,R03BA09,atcprod-confirmed
1547671,R03BA09,atcprod-confirmed
1547666,R03BA09,atcprod-confirmed
10759,A01AC01|C05AA12|D07AB09|D07XB02|H02AB08|R01AD11|R03BA06|S01BA05,ingredient-level-kept
38546,A01AC01|C05AA12|D07AB09|D07XB02|H02AB08|R01AD11|R03BA06|S01BA05,ingredient-level-kept
2389302,A01AC01|C05AA12|D07AB09|D07XB02|H02AB08|R01AD11|R03BA06|S01BA05,ingredient-level-kept
10761,A01AC01|C05AA12|D07AB09|D07XB02|H02AB08|R01AD11|R03BA06|S01BA05,ingredient-level-kept
10762,A01AC01|C05AA12|D07AB09|D07XB02|H02AB08|R01AD11|R03BA06|S01BA05,ingredient-level-kept
108118,D07AC13|D07XC03|R01AD09|R03BA07,ingredient-level-kept
30145,D07AC13|D07XC03|R01AD09|R03BA07,ingredient-level-kept
153374,D07AC13|D07XC03|R01AD09|R03BA07,ingredient-level-kept
274964,R01AD13|R03BA08,ingredient-level-kept
42612,A07EB01|D11AH03|R01AC01|R03BC01|S01GX01,ingredient-level-kept
3538,A07EB01|D11AH03|R01AC01|R03BC01|S01GX01,ingredient-level-kept
31563,R01AC07|R03BC03|S01GX04,ingredient-level-kept
266663,R01AC07|R03BC03|S01GX04,ingredient-level-kept
4335,R03BX01|R03DX03,ingredient-level-kept
236281,R03BX01|R03DX03,ingredient-level-kept
435,R03AC02|R03CC02,ingredient-level-kept
3554,N07BB01|P03AA04,ingredient-level-kept
5521,P01BA02,ingredient-level-kept
5552,L01XX05,ingredient-level-kept
72965,L02BG04,ingredient-level-kept
82819,N07BB03,ingredient-level-kept
142153,R03AC02|R03CC02,ingredient-level-kept
152761,N07BB03,ingredient-level-kept
153972,P01BA02,ingredient-level-kept
315148,L01BA01,atcprod-confirmed
1092437,L04AG04,ingredient-level-kept
1797890,R01AD12,atcprod-confirmed
1869712,R01AD12,atcprod-confirmed
2587059,L03AB15,ingredient-level-kept
2587060,L03AB15,ingredient-level-kept
2678930,C02KX06,ingredient-level-kept
2678931,C02KX06,ingredient-level-kept
2715399,S01LA05,ingredient-level-kept
2725885,S01LA05,ingredient-level-kept
