rxcui,drug_name,tty,our_value,resolver_value,provenance,who_check
2696256,aflibercept-ayyh,PIN,S01LA05,L01XX44|S01LA05,route_filter,UNCONFIRMED
2700660,bevacizumab-tnjn,PIN,S01LA08,L01FG01|S01LA08,route_filter,UNCONFIRMED
2700735,4 ML bevacizumab-tnjn 25 MG/ML Injection,SCD,S01LA08,L01FG01,route_filter,UNCONFIRMED
2700737,Avzivi,BN,S01LA08,L01FG01,route_filter,UNCONFIRMED
2700742,4 ML bevacizumab-tnjn 25 MG/ML Injection [Avzivi],SBD,S01LA08,L01FG01,route_filter,UNCONFIRMED
2700744,16 ML bevacizumab-tnjn 25 MG/ML Injection,SCD,S01LA08,L01FG01,route_filter,UNCONFIRMED
2700745,16 ML bevacizumab-tnjn 25 MG/ML Injection [Avzivi],SBD,S01LA08,L01FG01,route_filter,UNCONFIRMED
2706479,aflibercept-mrbb,PIN,S01LA05,L01XX44|S01LA05,route_filter,UNCONFIRMED
2712044,bevacizumab-nwgd,PIN,S01LA08,L01FG01|S01LA08,route_filter,UNCONFIRMED
2712048,4 ML bevacizumab-nwgd 25 MG/ML Injection,SCD,S01LA08,L01FG01,route_filter,UNCONFIRMED
2712050,Jobevne,BN,S01LA08,L01FG01,route_filter,UNCONFIRMED
2712055,4 ML bevacizumab-nwgd 25 MG/ML Injection [Jobevne],SBD,S01LA08,L01FG01,route_filter,UNCONFIRMED
2712057,16 ML bevacizumab-nwgd 25 MG/ML Injection,SCD,S01LA08,L01FG01,route_filter,UNCONFIRMED
2712058,16 ML bevacizumab-nwgd 25 MG/ML Injection [Jobevne],SBD,S01LA08,L01FG01,route_filter,UNCONFIRMED
314659,"heparin sodium, porcine",PIN,B01AB01,B01AB01|C05BA03|S01XA14,route_filter,UNCONFIRMED
337521,Avastin,BN,S01LA08,L01FG01,route_filter,UNCONFIRMED
3443,diltiazem,IN,C08DB01,C05AE03|C08DB01,route_filter,UNCONFIRMED
352387,lovastatin / niacin,MIN,C10BA01,C10BA01|C10AA02|C04AC01|C10AD02,route_filter,CONFIRMED
484211,ezetimibe / simvastatin,MIN,C10BA02,C10BA02|C10AX09|C10AA01,route_filter,CONFIRMED
5224,heparin,IN,B01AB01,B01AB01|C05BA03|S01XA14,route_filter,UNCONFIRMED
606253,glimepiride / rosiglitazone,MIN,A10BD04,A10BD04|A10BB12|A10BG02,route_filter,CONFIRMED
607999,metformin / pioglitazone,MIN,A10BD05,A10BD05|A10BG03|A10BA02,route_filter,CONFIRMED
614348,metformin / rosiglitazone,MIN,A10BD03,A10BD03|A10BA02|A10BG02,route_filter,CONFIRMED
647235,glimepiride / pioglitazone,MIN,A10BD06,A10BD06|A10BB12|A10BG03,route_filter,CONFIRMED
729455,amlodipine / valsartan,MIN,C09DB01,C09DB01|C08CA01|C09CA03,route_filter,CONFIRMED
729717,metformin / sitagliptin,MIN,A10BD07,A10BD07|A10BH01|A10BA02,route_filter,CONFIRMED
802646,metformin / repaglinide,MIN,A10BD14,A10BD14|A10BA02|A10BX02,route_filter,CONFIRMED
81999,diltiazem malate,PIN,C08DB01,C05AE03|C08DB01,route_filter,UNCONFIRMED
901212,amlodipine / telmisartan,MIN,C09DB04,C09DB04|C08CA01|C09CA07,route_filter,CONFIRMED
977427,everolimus 0.25 MG Oral Tablet,SCD,L01EG02,L04AH02,route_filter,UNCONFIRMED
977438,everolimus 0.75 MG Oral Tablet,SCD,L01EG02,L04AH02,route_filter,UNCONFIRMED
9877,heparin sodium,PIN,B01AB01,B01AB01|C05BA03|S01XA14,route_filter,UNCONFIRMED
103990,carbidopa / levodopa,MIN,N04BA02,N04BA01,route_filter,CONFIRMED
404786,carbidopa / entacapone / levodopa,MIN,N04BA03,N04BX02|N04BA01,route_filter,CONFIRMED
389141,apomorphine 3 MG Sublingual Tablet,SCD,N04BC07,G04BE07|N04BC07,route_filter,UNCONFIRMED
389140,apomorphine 2 MG Sublingual Tablet,SCD,N04BC07,G04BE07|N04BC07,route_filter,UNCONFIRMED
2631887,macitentan / tadalafil,MIN,C02KX54,C02KX54|C02KX04|G04BE08,route_filter,UNCONFIRMED
284635,fluticasone / salmeterol,MIN,R03AK06,R03AK06|R03AC12|D07AC17|R01AD08|R03BA05,route_filter,CONFIRMED
389132,budesonide / formoterol,MIN,R03AK07,R03AK07|A07EA06|D07AC09|R01AD05|R03BA02|R03AC13|R03CC15,route_filter,CONFIRMED
1002293,formoterol / mometasone,MIN,R03AK09,R03AK09|D07AC13|D07XC03|R01AD09|R03BA07|R03AC13|R03CC15,route_filter,CONFIRMED
1424888,fluticasone / vilanterol,MIN,R03AK10,D07AC17|R01AD08|R03BA05|R01AD12|R03BA09,route_filter,UNCONFIRMED
1648787,fluticasone furoate 0.2 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler [Breo],SBD,R03AK10,D07AC17|R01AD08|R03BA05|R01AD12|R03BA09,history+per_ingredient,UNCONFIRMED
1648786,fluticasone furoate 0.2 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler,SCD,R03AK10,D07AC17|R01AD08|R03BA05|R01AD12|R03BA09,history+per_ingredient,UNCONFIRMED
1539892,fluticasone furoate 0.1 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler [Breo],SBD,R03AK10,D07AC17|R01AD08|R03BA05|R01AD12|R03BA09,history+per_ingredient,UNCONFIRMED
1424895,fluticasone furoate 0.1 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler,SCD,R03AK10,D07AC17|R01AD08|R03BA05|R01AD12|R03BA09,history+per_ingredient,UNCONFIRMED
1720948,glycopyrrolate 0.0156 MG / indacaterol 0.0275 MG Inhalation Powder,SCD,R03AL04,R03AC18|D11AA01,history+per_ingredient,UNCONFIRMED
1658460,olodaterol / tiotropium,MIN,R03AL06,R03AC19,route_filter,UNCONFIRMED
1790638,formoterol / glycopyrronium,MIN,R03AL07,D11AA01|R03AC13|R03CC15,route_filter,UNCONFIRMED
1945038,fluticasone / umeclidinium / vilanterol,MIN,R03AL08,D07AC17|R01AD08|R03BA05|R01AD12|R03BA09,route_filter,UNCONFIRMED
2387330,budesonide / formoterol / glycopyrronium,MIN,R03AL11,D11AA01|A07EA06|D07AC09|R01AD05|R03BA02|R03AC13|R03CC15,route_filter,UNCONFIRMED
217152,Flovent,BN,R03BA05,R03BA09,route_filter,UNCONFIRMED
705022,fluticasone furoate,PIN,R01AD12|R03BA09,R01AD12|R03BA09|D07AC17|R01AD08|R03BA05,route_filter,UNCONFIRMED
217266,Gastrocrom,BN,A07EB01,A07EB01|R03BC01,route_filter,UNCONFIRMED
831263,cromolyn sodium 100 MG Oral Capsule,SCD,A07EB01,A07EB01|R03BC01,route_filter,UNCONFIRMED
214199,albuterol / ipratropium,MIN,R03AL02,R03AC02|R03CC02|R01AX03|R03BB01,route_filter,UNCONFIRMED
153171,Entocort,BN,A07EA06,A07EA06|D07AC09|R01AD05|R03BA02,route_filter,UNCONFIRMED
1727492,emtricitabine / rilpivirine / tenofovir alafenamide,MIN,J05AR19,J05AR19|J05AG05|J05AF13|J05AF09,route_filter,CONFIRMED
1996259,bictegravir / emtricitabine / tenofovir alafenamide,MIN,J05AR20,J05AR20|J05AF13|J05AF09,route_filter,CONFIRMED
1996260,cobicistat / darunavir / emtricitabine / tenofovir alafenamide,MIN,J05AR22,J05AR22|V03AX03|J05AF13|J05AF09|J05AE10,route_filter,CONFIRMED
435,albuterol,IN,R03AC02,R03AC02|R03CC02,route_filter,UNCONFIRMED
3554,disulfiram,IN,N07BB01,N07BB01|P03AA04,route_filter,UNCONFIRMED
142153,albuterol sulfate,PIN,R03AC02,R03AC02|R03CC02,route_filter,UNCONFIRMED
891170,{1 (113400 MG) (ammonium lactate 120 MG/ML Topical Foam [Pro 12]) / 1 (45000 MG) (mometasone furoate 1 MG/ML Topical Cream [Momexin]) } Pack [Momexin Kit],BPCK,D07AC13|G01AD01|R03BA07,D07AC13|D07XC03|R01AD09|R03BA07,history+per_ingredient,UNCONFIRMED
977431,everolimus 0.25 MG Oral Tablet [Zortress],SBD,L01EG02|L01XE10,L04AH02,route_filter,UNCONFIRMED
977434,everolimus 0.5 MG Oral Tablet,SCD,L01EG02,L04AH02,route_filter,UNCONFIRMED
977436,everolimus 0.5 MG Oral Tablet [Zortress],SBD,L01EG02|L01XE10,L04AH02,route_filter,UNCONFIRMED
977440,everolimus 0.75 MG Oral Tablet [Zortress],SBD,L01EG02|L01XE10,L04AH02,route_filter,UNCONFIRMED
1597387,{2 (dasabuvir 250 MG Oral Tablet) / 2 (ombitasvir 12.5 MG / paritaprevir 75 MG / ritonavir 50 MG Oral Tablet) } Pack,GPCK,J05AP53,J05AP09|J05AE03,history+per_ingredient,CONFIRMED
1797890,fluticasone furoate 0.0275 MG/ACTUAT Metered Dose Nasal Spray,SCD,D07AC17|R01AD08|R03BA05,R01AD12,route_filter,UNCONFIRMED
1869712,fluticasone furoate 0.0275 MG/ACTUAT Metered Dose Nasal Spray [Flonase Sensimist],SBD,D07AC17|R01AD08|R03BA05,R01AD12,route_filter,UNCONFIRMED
2715399,aflibercept-yszy,PIN,S01LA05,L01XX44|S01LA05,route_filter,UNCONFIRMED
2725885,aflibercept-boav,PIN,S01LA05,L01XX44|S01LA05,route_filter,UNCONFIRMED
